p2,p1,Genotype,value,trait,pop,FID,p1t,p2t,HPH,pHPH,MPH,pMPH
Z022,Z016,Z016xZ022,26.0016020429458,CD,Diallel,Z000,24.5649361484766,24.7388761610068,1.262725881939,0.0510421683556223,1.4366658944692,0.0584844139543304
Z022,Z017,Z017xZ022,23.8949999999999,CD,Diallel,Z000,20.4920957747526,24.7388761610068,-0.8438761610069,-0.0341113377792404,3.4029042252473,0.166059355892718
Z022,Z007,Z007xZ022,26.7866666666666,CD,Diallel,Z000,23.6644074029433,24.7388761610068,2.0477905056598,0.0827762139368122,3.1222592637233,0.131939042907745
Z022,Z006,Z006xZ022,25.4157008937887,CD,Diallel,Z000,25.8566009340303,24.7388761610068,-0.440900040241601,-0.017051740148154,-0.440900040241601,-0.017051740148154
Z022,Z011,Z011xZ022,26.8360814083768,CD,Diallel,Z000,20.0392926947456,24.7388761610068,2.09720524737,0.0847736669087497,6.7967887136312,0.339173084457884
Z022,Z012,Z012xZ022,29.5094508937888,CD,Diallel,Z000,27.6548881883757,24.7388761610068,1.8545627054131,0.0670609366698736,1.8545627054131,0.0670609366698736
Z022,Z014,Z014xZ022,27.6922222222222,CD,Diallel,Z000,23.4979306582232,24.7388761610068,2.9533460612154,0.119380769037133,4.194291563999,0.178496209943116
Z022,Z002,Z002xZ022,28.1088888888887,CD,Diallel,Z000,23.4966509452417,24.7388761610068,3.3700127278819,0.136223355739728,4.612237943647,0.196293418768304
Z022,Z021,Z021xZ022,26.1116666666666,CD,Diallel,Z000,21.5543323076352,24.7388761610068,1.3727905056598,0.0554912234785985,4.5573343590314,0.211434726624172
Z022,Z001,Z001xZ022,25.2166666666665,CD,Diallel,Z000,23.6096344958113,24.7388761610068,0.477790505659701,0.0193133472414075,1.6070321708552,0.0680667958303342
Z022,Z019,Z019xZ022,25.6866666666666,CD,Diallel,Z000,22.2480653723595,24.7388761610068,0.9477905056598,0.0383117850419454,3.4386012943071,0.154557317086057
Z023,Z015,Z015xZ023,25.1288888888888,CD,Diallel,Z000,21.5869079748796,20.0440954748796,3.5419809140092,0.164080048802309,3.5419809140092,0.164080048802309
Z023,Z017,Z017xZ023,23.4877777777777,CD,Diallel,Z000,20.4920957747526,20.0440954748796,2.9956820030251,0.146187195099681,2.9956820030251,0.146187195099681
Z023,Z001,Z001xZ023,25.3044444444444,CD,Diallel,Z000,23.6096344958113,20.0440954748796,1.6948099486331,0.0717846754016368,1.6948099486331,0.0717846754016368
Z023,Z022,Z022xZ023,26.4644444444444,CD,Diallel,Z000,24.7388761610068,20.0440954748796,1.7255682834376,0.0697512802201349,1.7255682834376,0.0697512802201349
Z023,Z020,Z020xZ023,24.4666666666666,CD,Diallel,Z000,20.230928961228,20.0440954748796,4.2357377054386,0.209369412227994,4.2357377054386,0.209369412227994
Z023,Z023,Z023xZ023,18.3867575048613,CD,Diallel,Z000,20.0440954748796,20.0440954748796,-1.6573379700183,-0.0826845976709386,-1.6573379700183,-0.0826845976709386
Z023,Z007,Z007xZ023,26.4155555555555,CD,Diallel,Z000,23.6644074029433,20.0440954748796,2.7511481526122,0.116256794677648,2.7511481526122,0.116256794677648
Z023,Z008,Z008xZ023,24.2799999999999,CD,Diallel,Z000,21.5514361087114,20.0440954748796,2.7285638912885,0.126607056602858,2.7285638912885,0.126607056602858
Z023,Z014,Z014xZ023,25.0455555555555,CD,Diallel,Z000,23.4979306582232,20.0440954748796,1.5476248973323,0.0658621782420956,1.5476248973323,0.0658621782420956
Z023,Z013,Z013xZ023,28.4744508937887,CD,Diallel,Z000,22.0364424629144,20.0440954748796,6.4380084308743,0.292152802872286,6.4380084308743,0.292152802872286
Z023,Z016,Z016xZ023,26.4061111111111,CD,Diallel,Z000,24.5649361484766,20.0440954748796,1.8411749626345,0.0749513433092592,1.8411749626345,0.0749513433092592
Z024,Z010,Z010xZ024,21.0124717905756,CD,Diallel,Z000,21.0702756749162,18.7590329230893,-0.0578038843406006,-0.00274338528989514,-0.0578038843406006,-0.00274338528989514
Z024,Z007,Z007xZ024,25.2477777777777,CD,Diallel,Z000,23.6644074029433,18.7590329230893,1.5833703748344,0.066909360875754,1.5833703748344,0.066909360875754
Z024,Z020,Z020xZ024,21.1388888888889,CD,Diallel,Z000,20.230928961228,18.7590329230893,0.907959927660901,0.0448797941706473,0.907959927660901,0.0448797941706473
Z024,Z016,Z016xZ024,24.49,CD,Diallel,Z000,24.5649361484766,18.7590329230893,-0.0749361484766027,-0.00305053300459117,-0.0749361484766027,-0.00305053300459117
Z024,Z013,Z013xZ024,26.2444508937887,CD,Diallel,Z000,22.0364424629144,18.7590329230893,4.2080084308743,0.190956795224821,4.2080084308743,0.190956795224821
Z024,Z001,Z001xZ024,24.1238888888888,CD,Diallel,Z000,23.6096344958113,18.7590329230893,0.514254393077501,0.0217815482560197,0.514254393077501,0.0217815482560197
Z024,Z002,Z002xZ024,25.5447302534029,CD,Diallel,Z000,23.4966509452417,18.7590329230893,2.0480793081612,0.0871647330904388,2.0480793081612,0.0871647330904388
Z024,Z006,Z006xZ024,25.2163406861174,CD,Diallel,Z000,25.8566009340303,18.7590329230893,-0.640260247912899,-0.0247619650218696,-0.640260247912899,-0.0247619650218696
Z024,Z005,Z005xZ024,25.8788888888888,CD,Diallel,Z000,22.0501100542511,18.7590329230893,3.8287788346377,0.173639896817637,3.8287788346377,0.173639896817637
Z024,Z009,Z009xZ024,23.5388888888888,CD,Diallel,Z000,24.220353772164,18.7590329230893,-0.681464883275201,-0.0281360416815379,-0.681464883275201,-0.0281360416815379
Z024,Z022,Z022xZ024,23.6093256335073,CD,Diallel,Z000,24.7388761610068,18.7590329230893,-1.1295505274995,-0.0456589264665097,-1.1295505274995,-0.0456589264665097
Z024,Z021,Z021xZ024,24.7674717905755,CD,Diallel,Z000,21.5543323076352,18.7590329230893,3.2131394829403,0.149071631497586,3.2131394829403,0.149071631497586
Z024,Z017,Z017xZ024,23.3505555555555,CD,Diallel,Z000,20.4920957747526,18.7590329230893,2.8584597808029,0.139490846237635,2.8584597808029,0.139490846237635
Z024,Z014,Z014xZ024,24.6811111111111,CD,Diallel,Z000,23.4979306582232,18.7590329230893,1.1831804528879,0.0503525382765499,1.1831804528879,0.0503525382765499
Z024,Z019,Z019xZ024,25.271111111111,CD,Diallel,Z000,22.2480653723595,18.7590329230893,3.0230457387515,0.135879038835766,3.0230457387515,0.135879038835766
Z025,Z001,Z001xZ025,27.0607176978343,CD,Diallel,Z000,23.6096344958113,22.5475368058096,3.451083202023,0.14617266534284,3.451083202023,0.14617266534284
Z025,Z005,Z005xZ025,30.353888888889,CD,Diallel,Z000,22.0501100542511,22.5475368058096,7.8063520830794,0.346217511487464,8.3037788346379,0.376586729690131
Z025,Z006,Z006xZ025,29.9012200930986,CD,Diallel,Z000,25.8566009340303,22.5475368058096,4.0446191590683,0.156425013844148,4.0446191590683,0.156425013844148
Z025,Z014,Z014xZ025,29.6326827735476,CD,Diallel,Z000,23.4979306582232,22.5475368058096,6.1347521153244,0.261076271121666,6.1347521153244,0.261076271121666
Z025,Z012,Z012xZ025,32.3366666666666,CD,Diallel,Z000,27.6548881883757,22.5475368058096,4.6817784782909,0.169292981638552,4.6817784782909,0.169292981638552
Z025,Z013,Z013xZ025,33.9588888888889,CD,Diallel,Z000,22.0364424629144,22.5475368058096,11.4113520830793,0.506101938378433,11.9224464259745,0.541033174753095
Z025,Z008,Z008xZ025,28.2199999999999,CD,Diallel,Z000,21.5514361087114,22.5475368058096,5.6724631941903,0.251577954747089,6.6685638912885,0.309425499890143
Z025,Z015,Z015xZ025,28.9522222222222,CD,Diallel,Z000,21.5869079748796,22.5475368058096,6.4046854164126,0.284052554013899,7.3653142473426,0.341193572322332
Z025,Z023,Z023xZ025,27.7766666666666,CD,Diallel,Z000,20.0440954748796,22.5475368058096,5.229129860857,0.231915792216809,7.732571191787,0.385778006369901
Z025,Z002,Z002xZ025,26.7044444444446,CD,Diallel,Z000,23.4966509452417,22.5475368058096,3.2077934992029,0.136521307086639,3.2077934992029,0.136521307086639
Z025,Z010,Z010xZ025,27.3044444444444,CD,Diallel,Z000,21.0702756749162,22.5475368058096,4.7569076386348,0.210972386012876,6.2341687695282,0.295875045287133
Z025,Z024,Z024xZ025,25.4977777777777,CD,Diallel,Z000,18.7590329230893,22.5475368058096,2.9502409719681,0.130845377806765,6.7387448546884,0.359226666018274
Z025,Z020,Z020xZ025,28.2376348732984,CD,Diallel,Z000,20.230928961228,22.5475368058096,5.6900980674888,0.252360074472644,8.0067059120704,0.395765608559796
Z025,Z016,Z016xZ025,30.3566666666666,CD,Diallel,Z000,24.5649361484766,22.5475368058096,5.79173051819,0.235772260232363,5.79173051819,0.235772260232363
Z025,Z007,Z007xZ025,31.291111111111,CD,Diallel,Z000,23.6644074029433,22.5475368058096,7.6267037081677,0.322285852263476,7.6267037081677,0.322285852263476
Z025,Z009,Z009xZ025,30.3819508937887,CD,Diallel,Z000,24.220353772164,22.5475368058096,6.1615971216247,0.254397486493616,6.1615971216247,0.254397486493616
Z025,Z017,Z017xZ025,27.9122222222221,CD,Diallel,Z000,20.4920957747526,22.5475368058096,5.3646854164125,0.237927781762407,7.4201264474695,0.362097002133452
Z025,Z021,Z021xZ025,27.0622222222222,CD,Diallel,Z000,21.5543323076352,22.5475368058096,4.5146854164126,0.20022965059533,5.507889914587,0.255535167407433
Z026,Z015,Z015xZ026,30.566014705568,CD,Diallel,Z000,21.5869079748796,23.739291328791,6.826723376777,0.28757064742272,8.9791067306884,0.415951498988983
Z026,Z016,Z016xZ026,29.1044444444444,CD,Diallel,Z000,24.5649361484766,23.739291328791,4.5395082959678,0.184796258721369,4.5395082959678,0.184796258721369
Z026,Z012,Z012xZ026,32.0644444444444,CD,Diallel,Z000,27.6548881883757,23.739291328791,4.4095562560687,0.159449433533497,4.4095562560687,0.159449433533497
Z026,Z008,Z008xZ026,26.3616666666669,CD,Diallel,Z000,21.5514361087114,23.739291328791,2.6223753378759,0.110465611696482,4.8102305579555,0.223197680826993
Z026,Z024,Z024xZ026,25.2799999999999,CD,Diallel,Z000,18.7590329230893,23.739291328791,1.5407086712089,0.0649012074484435,6.5209670769106,0.34761744401463
Z026,Z009,Z009xZ026,30.3894508937888,CD,Diallel,Z000,24.220353772164,23.739291328791,6.1690971216248,0.254707143407411,6.1690971216248,0.254707143407411
Z026,Z005,Z005xZ026,31.511111111111,CD,Diallel,Z000,22.0501100542511,23.739291328791,7.77181978232,0.327382130943999,9.4610010568599,0.429068201182782
Z026,Z013,Z013xZ026,32.4766666666664,CD,Diallel,Z000,22.0364424629144,23.739291328791,8.7373753378754,0.368055440950704,10.440224203752,0.473770855768669
Z026,Z014,Z014xZ026,30.8269926472159,CD,Diallel,Z000,23.4979306582232,23.739291328791,7.0877013184249,0.298564149209835,7.3290619889927,0.311902443478693
Z026,Z006,Z006xZ026,29.159741597077,CD,Diallel,Z000,25.8566009340303,23.739291328791,3.3031406630467,0.127748448896057,3.3031406630467,0.127748448896057
Z026,Z025,Z025xZ026,33.8211111111111,CD,Diallel,Z000,22.5475368058096,23.739291328791,10.0818197823201,0.42468916374487,11.2735743053015,0.499991391627167
Z026,Z007,Z007xZ026,31.8400926978343,CD,Diallel,Z000,23.6644074029433,23.739291328791,8.1008013690433,0.341240235727621,8.175685294891,0.345484471919383
Z026,Z023,Z023xZ026,27.1905555555555,CD,Diallel,Z000,20.0440954748796,23.739291328791,3.4512642267645,0.145381939964602,7.1464600806759,0.356536920792073
Z026,Z002,Z002xZ026,29.6411111111111,CD,Diallel,Z000,23.4966509452417,23.739291328791,5.9018197823201,0.248609771057587,6.1444601658694,0.261503657699512
Z026,Z018,Z018xZ026,28.4450448107881,CD,Diallel,Z000,23.7587326226401,23.739291328791,4.686312188148,0.197245882706821,4.686312188148,0.197245882706821
Z026,Z020,Z020xZ026,25.7444444444444,CD,Diallel,Z000,20.230928961228,23.739291328791,2.0051531156534,0.0844655844136994,5.5135154832164,0.272529031849348
Z026,Z003,Z003xZ026,30.5269508937888,CD,Diallel,Z000,21.9531959837255,23.739291328791,6.7876595649978,0.285925113390631,8.5737549100633,0.390547003562454
Z002,Z001,Z001xZ002,209.224312328619,CL,Diallel,Z000,111.661844355365,144.54441243181,64.679899896809,0.447474231681714,97.562467973254,0.873731475030633
Z002,Z002,Z002xZ002,202.503239375085,CL,Diallel,Z000,144.54441243181,144.54441243181,57.958826943275,0.400975907461089,57.958826943275,0.400975907461089
Z003,Z001,Z001xZ003,197.971111111111,CL,Diallel,Z000,111.661844355365,127.609379816211,70.3617312949,0.551383694492037,86.309266755746,0.772952186613234
Z003,Z002,Z002xZ003,204.958935733331,CL,Diallel,Z000,144.54441243181,127.609379816211,60.414523301521,0.417965124248729,60.414523301521,0.417965124248729
Z005,Z001,Z001xZ005,226.166666666666,CL,Diallel,Z000,111.661844355365,80.9183047801326,114.504822311301,1.02546060359605,114.504822311301,1.02546060359605
Z005,Z002,Z002xZ005,192.215555555556,CL,Diallel,Z000,144.54441243181,80.9183047801326,47.671143123746,0.329802738976404,47.671143123746,0.329802738976404
Z006,Z001,Z001xZ006,203.288888888888,CL,Diallel,Z000,111.661844355365,112.906732027158,90.38215686173,0.800502815367909,91.627044533523,0.820576133794808
Z006,Z002,Z002xZ006,184.333333333332,CL,Diallel,Z000,144.54441243181,112.906732027158,39.788920901522,0.275271248691766,39.788920901522,0.275271248691766
Z006,Z005,Z005xZ006,193.831111111111,CL,Diallel,Z000,80.9183047801326,112.906732027158,80.924379083953,0.716736527849268,112.912806330978,1.39539263257899
Z006,Z003,Z003xZ006,174.447777777778,CL,Diallel,Z000,127.609379816211,112.906732027158,46.838397961567,0.367045103024761,46.838397961567,0.367045103024761
Z007,Z005,Z005xZ007,194.692222222221,CL,Diallel,Z000,80.9183047801326,91.7024173277027,102.989804894518,1.12308713222335,113.773917442088,1.40603436702276
Z007,Z006,Z006xZ007,170.170347941216,CL,Diallel,Z000,112.906732027158,91.7024173277027,57.263615914058,0.507176276258568,57.263615914058,0.507176276258568
Z007,Z003,Z003xZ007,180.956666666667,CL,Diallel,Z000,127.609379816211,91.7024173277027,53.347286850456,0.418051454581859,53.347286850456,0.418051454581859
Z007,Z002,Z002xZ007,186.208333333332,CL,Diallel,Z000,144.54441243181,91.7024173277027,41.663920901522,0.288243040326289,41.663920901522,0.288243040326289
Z008,Z005,Z005xZ008,171.455555555556,CL,Diallel,Z000,80.9183047801326,115.242881005677,56.212674549879,0.487775679151148,90.5372507754234,1.11887231228369
Z008,Z006,Z006xZ008,169.392222222222,CL,Diallel,Z000,112.906732027158,115.242881005677,54.149341216545,0.469871464024555,56.485490195064,0.500284519628796
Z008,Z007,Z007xZ008,203.930261428767,CL,Diallel,Z000,91.7024173277027,115.242881005677,88.68738042309,0.769569275335291,112.227844101064,1.22382645268786
Z008,Z003,Z003xZ008,171.724444444443,CL,Diallel,Z000,127.609379816211,115.242881005677,44.115064628232,0.345703934082029,44.115064628232,0.345703934082029
Z009,Z008,Z008xZ009,178.42,CL,Diallel,Z000,115.242881005677,102.291985022817,63.177118994323,0.548208431123922,63.177118994323,0.548208431123922
Z009,Z003,Z003xZ009,174.760742933332,CL,Diallel,Z000,127.609379816211,102.291985022817,47.151363117121,0.36949762772165,47.151363117121,0.36949762772165
Z009,Z006,Z006xZ009,136.609212554212,CL,Diallel,Z000,112.906732027158,102.291985022817,23.702480527054,0.209929736708284,23.702480527054,0.209929736708284
Z009,Z005,Z005xZ009,210.702222222221,CL,Diallel,Z000,80.9183047801326,102.291985022817,108.410237199404,1.05981164775737,129.783917442088,1.60388824005559
Z010,Z006,Z006xZ010,181.483333333332,CL,Diallel,Z000,112.906732027158,115.101938759564,66.381394573768,0.576718301091625,68.576601306174,0.607373892370554
Z010,Z002,Z002xZ010,211.505555555555,CL,Diallel,Z000,144.54441243181,115.101938759564,66.961143123745,0.463256531312371,66.961143123745,0.463256531312371
Z010,Z001,Z001xZ010,185.465555555555,CL,Diallel,Z000,111.661844355365,115.101938759564,70.363616795991,0.611315652492816,73.80371120019,0.660957300376563
Z010,Z007,Z007xZ010,177.653333333332,CL,Diallel,Z000,91.7024173277027,115.101938759564,62.551394573768,0.543443448892997,85.9509160056293,0.937280810150073
Z010,Z003,Z003xZ010,190.455555555556,CL,Diallel,Z000,127.609379816211,115.101938759564,62.846175739345,0.492488685626864,62.846175739345,0.492488685626864
Z011,Z003,Z003xZ011,193.653935733332,CL,Diallel,Z000,127.609379816211,90.950987038834,66.044555917121,0.517552518570668,66.044555917121,0.517552518570668
Z011,Z002,Z002xZ011,184.548995961904,CL,Diallel,Z000,144.54441243181,90.950987038834,40.004583530094,0.276763265055067,40.004583530094,0.276763265055067
Z011,Z007,Z007xZ011,195.837777777777,CL,Diallel,Z000,91.7024173277027,90.950987038834,104.135360450074,1.13557922991214,104.135360450074,1.13557922991214
Z011,Z001,Z001xZ011,195.327777777777,CL,Diallel,Z000,111.661844355365,90.950987038834,83.665933422412,0.749279522521088,83.665933422412,0.749279522521088
Z012,Z002,Z002xZ012,227.202777777777,CL,Diallel,Z000,144.54441243181,114.312109559958,82.658365345967,0.571854449129687,82.658365345967,0.571854449129687
Z012,Z009,Z009xZ012,153.742222222221,CL,Diallel,Z000,102.291985022817,114.312109559958,39.430112662263,0.344933820345442,51.450237199404,0.502974276898895
Z012,Z007,Z007xZ012,207.142222222221,CL,Diallel,Z000,91.7024173277027,114.312109559958,92.830112662263,0.812075929834647,115.439804894518,1.25885236462185
Z012,Z005,Z005xZ012,201.330087403922,CL,Diallel,Z000,80.9183047801326,114.312109559958,87.017977843964,0.761231493136972,120.411782623789,1.4880660556467
Z012,Z001,Z001xZ012,235.698995961905,CL,Diallel,Z000,111.661844355365,114.312109559958,121.386886401947,1.06189000333581,124.03715160654,1.11082843313774
Z012,Z003,Z003xZ012,218.356435733332,CL,Diallel,Z000,127.609379816211,114.312109559958,90.747055917121,0.711131548854944,90.747055917121,0.711131548854944
Z012,Z008,Z008xZ012,203.207777777777,CL,Diallel,Z000,115.242881005677,114.312109559958,87.9648967721,0.763300049464806,87.9648967721,0.763300049464806
Z012,Z011,Z011xZ012,199.85,CL,Diallel,Z000,90.950987038834,114.312109559958,85.537890440042,0.748283718753142,108.899012961166,1.1973373407665
Z012,Z006,Z006xZ012,172.365,CL,Diallel,Z000,112.906732027158,114.312109559958,58.052890440042,0.507845500039456,59.458267972842,0.526614019423928
Z013,Z002,Z002xZ013,179.39777777777,CL,Diallel,Z000,144.54441243181,119.000336409399,34.85336534596,0.241125649615839,34.85336534596,0.241125649615839
Z013,Z005,Z005xZ013,196.194444444444,CL,Diallel,Z000,80.9183047801326,119.000336409399,77.194108035045,0.648688149666004,115.276139664311,1.42459904440082
Z013,Z003,Z003xZ013,188.233239375085,CL,Diallel,Z000,127.609379816211,119.000336409399,60.623859558874,0.475073694787854,60.623859558874,0.475073694787854
Z013,Z008,Z008xZ013,161.492957500343,CL,Diallel,Z000,115.242881005677,119.000336409399,42.492621090944,0.357079840049829,46.250076494666,0.401326972139717
Z013,Z006,Z006xZ013,173.211111111111,CL,Diallel,Z000,112.906732027158,119.000336409399,54.210774701712,0.455551440755677,60.304379083953,0.534107913684436
Z013,Z007,Z007xZ013,206.868888888889,CL,Diallel,Z000,91.7024173277027,119.000336409399,87.86855247949,0.738389109902969,115.166471561186,1.25587170891727
Z013,Z012,Z012xZ013,191.824793286274,CL,Diallel,Z000,114.312109559958,119.000336409399,72.824456876875,0.611968495839673,77.512683726316,0.678079374308631
Z014,Z007,Z007xZ014,228.1,CL,Diallel,Z000,91.7024173277027,126.372414012129,101.727585987871,0.804982533435718,136.397582672297,1.48739353494766
Z014,Z008,Z008xZ014,220.188888888888,CL,Diallel,Z000,115.242881005677,126.372414012129,93.816474876759,0.742380966685931,104.946007883211,0.910650679394602
Z014,Z002,Z002xZ014,214.848310733333,CL,Diallel,Z000,144.54441243181,126.372414012129,70.303898301523,0.486382677259762,70.303898301523,0.486382677259762
Z014,Z006,Z006xZ014,204.103147789002,CL,Diallel,Z000,112.906732027158,126.372414012129,77.730733776873,0.615092576845233,91.196415761844,0.807714598806279
Z014,Z001,Z001xZ014,235.550675639214,CL,Diallel,Z000,111.661844355365,126.372414012129,109.178261627085,0.863940619323821,123.888831283849,1.10950013407957
Z014,Z005,Z005xZ014,231.623333333332,CL,Diallel,Z000,80.9183047801326,126.372414012129,105.250919321203,0.832863090762049,150.705028553199,1.86243432759359
Z014,Z009,Z009xZ014,222.319076266666,CL,Diallel,Z000,102.291985022817,126.372414012129,95.946662254537,0.759237393734745,120.027091243849,1.17337728089914
Z015,Z002,Z002xZ015,197.893888888888,CL,Diallel,Z000,144.54441243181,89.8260286043729,53.349476457078,0.369087089286458,53.349476457078,0.369087089286458
Z015,Z009,Z009xZ015,208.033935733332,CL,Diallel,Z000,102.291985022817,89.8260286043729,105.741950710515,1.03372664717503,105.741950710515,1.03372664717503
Z015,Z005,Z005xZ015,201.595555555553,CL,Diallel,Z000,80.9183047801326,89.8260286043729,111.76952695118,1.24428886245717,120.67725077542,1.49134674908624
Z015,Z007,Z007xZ015,197.253333333332,CL,Diallel,Z000,91.7024173277027,89.8260286043729,105.550916005629,1.15101563384571,105.550916005629,1.15101563384571
Z015,Z015,Z015xZ015,86.6190849993154,CL,Diallel,Z000,89.8260286043729,89.8260286043729,-3.20694360505749,-0.035701718698731,-3.20694360505749,-0.035701718698731
Z015,Z012,Z012xZ015,225.25344989158,CL,Diallel,Z000,114.312109559958,89.8260286043729,110.941340331622,0.970512579626851,110.941340331622,0.970512579626851
Z015,Z003,Z003xZ015,209.186666666667,CL,Diallel,Z000,127.609379816211,89.8260286043729,81.577286850456,0.639273437171683,81.577286850456,0.639273437171683
Z015,Z013,Z013xZ015,196.645969756862,CL,Diallel,Z000,119.000336409399,89.8260286043729,77.645633347463,0.652482469296031,77.645633347463,0.652482469296031
Z015,Z006,Z006xZ015,183.788333333332,CL,Diallel,Z000,112.906732027158,89.8260286043729,70.881601306174,0.627788972663955,70.881601306174,0.627788972663955
Z016,Z014,Z014xZ016,230.70140849993,CL,Diallel,Z000,126.372414012129,129.416252844768,101.285155655162,0.782630878492915,104.328994487801,0.825567789484402
Z016,Z008,Z008xZ016,178.326666666667,CL,Diallel,Z000,115.242881005677,129.416252844768,48.910413821899,0.377930999752913,63.08378566099,0.547398547402528
Z016,Z013,Z013xZ016,149.666138819047,CL,Diallel,Z000,119.000336409399,129.416252844768,20.249885974279,0.156470965038435,30.665802409648,0.257695090072249
Z016,Z001,Z001xZ016,221.185555555554,CL,Diallel,Z000,111.661844355365,129.416252844768,91.769302710786,0.70910183762515,109.523711200189,0.980851711992403
Z016,Z010,Z010xZ016,215.827777777777,CL,Diallel,Z000,115.101938759564,129.416252844768,86.411524933009,0.667702263305813,100.725839018213,0.875101150369142
Z016,Z009,Z009xZ016,133.102222222223,CL,Diallel,Z000,102.291985022817,129.416252844768,3.685969377455,0.0284815028748842,30.810237199406,0.301198937458624
Z016,Z002,Z002xZ016,237.762962244673,CL,Diallel,Z000,144.54441243181,129.416252844768,93.218549812863,0.644912855810595,93.218549812863,0.644912855810595
Z016,Z005,Z005xZ016,192.025,CL,Diallel,Z000,80.9183047801326,129.416252844768,62.608747155232,0.483778086438106,111.106695219867,1.37307245278755
Z017,Z001,Z001xZ017,233.712777777777,CL,Diallel,Z000,111.661844355365,174.813622441553,58.899155336224,0.336925432432568,122.050933422412,1.09304063645934
Z017,Z014,Z014xZ017,245.832685733332,CL,Diallel,Z000,126.372414012129,174.813622441553,71.019063291779,0.406255887269446,119.460271721203,0.945303392793758
Z017,Z008,Z008xZ017,207.677777777777,CL,Diallel,Z000,115.242881005677,174.813622441553,32.864155336224,0.187995391189904,92.4348967721,0.802087694835975
Z017,Z012,Z012xZ017,245.755555555556,CL,Diallel,Z000,114.312109559958,174.813622441553,70.941933114003,0.405814673497322,131.443445995598,1.14986458129053
Z017,Z011,Z011xZ017,201.708888888888,CL,Diallel,Z000,90.950987038834,174.813622441553,26.895266447335,0.153851090502556,110.757901850054,1.2177756993749
Z017,Z006,Z006xZ017,214.017777777777,CL,Diallel,Z000,112.906732027158,174.813622441553,39.204155336224,0.224262587712988,101.111045750619,0.895527165964721
Z017,Z007,Z007xZ017,226.70111111111,CL,Diallel,Z000,91.7024173277027,174.813622441553,51.887488669557,0.296816048685823,134.998693783407,1.47213887831314
Z017,Z010,Z010xZ017,237.720739375086,CL,Diallel,Z000,115.101938759564,174.813622441553,62.907116933533,0.359852487780609,122.618800615522,1.0653061272205
Z017,Z002,Z002xZ017,227.49111111111,CL,Diallel,Z000,144.54441243181,174.813622441553,52.677488669557,0.301335147306207,82.9466986793,0.573849222421038
Z017,Z005,Z005xZ017,251.602222222222,CL,Diallel,Z000,80.9183047801326,174.813622441553,76.788599780669,0.439259816873496,170.683917442089,2.10933629795957
Z017,Z009,Z009xZ017,226.551111111111,CL,Diallel,Z000,102.291985022817,174.813622441553,51.737488669558,0.295957991985755,124.259126088294,1.21474938687109
Z017,Z016,Z016xZ017,216.985555555555,CL,Diallel,Z000,129.416252844768,174.813622441553,42.171933114002,0.241239398423322,87.569302710787,0.676648417690045
Z018,Z007,Z007xZ018,194.851111111111,CL,Diallel,Z000,91.7024173277027,113.032668949483,81.818442161628,0.723847741737343,103.148693783408,1.12481978980774
Z018,Z006,Z006xZ018,186.468888888888,CL,Diallel,Z000,112.906732027158,113.032668949483,73.436219939405,0.649690223383342,73.56215686173,0.651530298866818
Z018,Z005,Z005xZ018,221.716666666666,CL,Diallel,Z000,80.9183047801326,113.032668949483,108.683997717183,0.961527306461785,140.798361886533,1.74000632204424
Z018,Z013,Z013xZ018,202.196138819047,CL,Diallel,Z000,119.000336409399,113.032668949483,83.195802409648,0.699122413599135,83.195802409648,0.699122413599135
Z018,Z016,Z016xZ018,160.695555555554,CL,Diallel,Z000,129.416252844768,113.032668949483,31.279302710786,0.24169532051206,31.279302710786,0.24169532051206
Z018,Z012,Z012xZ018,168.748888888888,CL,Diallel,Z000,114.312109559958,113.032668949483,54.43677932893,0.476211833886044,54.43677932893,0.476211833886044
Z018,Z008,Z008xZ018,191.134444444444,CL,Diallel,Z000,115.242881005677,113.032668949483,75.891563438767,0.658535805218445,75.891563438767,0.658535805218445
Z018,Z015,Z015xZ018,205.688888888888,CL,Diallel,Z000,89.8260286043729,113.032668949483,92.656219939405,0.819729559609136,115.862860284515,1.28985843062057
Z019,Z001,Z001xZ019,201.342112647099,CL,Diallel,Z000,111.661844355365,109.094683729584,89.680268291734,0.803141563794393,89.680268291734,0.803141563794393
Z019,Z005,Z005xZ019,189.627404855669,CL,Diallel,Z000,80.9183047801326,109.094683729584,80.532721126085,0.738191068280684,108.709100075536,1.34344262859826
Z019,Z014,Z014xZ019,211.226666666666,CL,Diallel,Z000,126.372414012129,109.094683729584,84.854252654537,0.671461832219117,84.854252654537,0.671461832219117
Z019,Z006,Z006xZ019,190.66111111111,CL,Diallel,Z000,112.906732027158,109.094683729584,77.754379083952,0.688660256903453,77.754379083952,0.688660256903453
Z019,Z002,Z002xZ019,205.717777777777,CL,Diallel,Z000,144.54441243181,109.094683729584,61.173365345967,0.423215012720232,61.173365345967,0.423215012720232
Z019,Z016,Z016xZ019,204.334999999999,CL,Diallel,Z000,129.416252844768,109.094683729584,74.918747155231,0.578897514866965,74.918747155231,0.578897514866965
Z019,Z011,Z011xZ019,177.149999999999,CL,Diallel,Z000,90.950987038834,109.094683729584,68.055316270415,0.623818814481424,86.199012961165,0.94775236385681
Z020,Z010,Z010xZ020,182.716666666666,CL,Diallel,Z000,115.101938759564,89.8921793749861,67.614727907102,0.587433440615993,67.614727907102,0.587433440615993
