file,r,trait,mode,rand,cv
cd_dom_ran2_cv1.ghatREL1,0.874642206491897,cd,dom,2,1
cd_dom_ran2_cv2.ghatREL1,0.911877460389896,cd,dom,2,2
cd_dom_ran2_cv3.ghatREL1,0.907808022912372,cd,dom,2,3
cd_dom_ran2_cv4.ghatREL1,0.858902459113895,cd,dom,2,4
cd_dom_ran2_cv5.ghatREL1,0.908501357870619,cd,dom,2,5
cd_dom_ran3_cv1.ghatREL1,0.931098895561865,cd,dom,3,1
cd_dom_ran3_cv2.ghatREL1,0.926329066441347,cd,dom,3,2
cd_dom_ran3_cv3.ghatREL1,0.916846951789008,cd,dom,3,3
cd_dom_ran3_cv4.ghatREL1,0.841105820384128,cd,dom,3,4
cd_dom_ran3_cv5.ghatREL1,0.879770558044271,cd,dom,3,5
cd_dom_ran4_cv1.ghatREL1,0.91217846606796,cd,dom,4,1
cd_dom_ran4_cv2.ghatREL1,0.906071434051902,cd,dom,4,2
cd_dom_ran4_cv3.ghatREL1,0.878894232164484,cd,dom,4,3
cd_dom_ran4_cv4.ghatREL1,0.902094718188667,cd,dom,4,4
cd_dom_ran4_cv5.ghatREL1,0.793880951478497,cd,dom,4,5
cd_dom_ran5_cv1.ghatREL1,0.915053240616728,cd,dom,5,1
cd_dom_ran5_cv2.ghatREL1,0.870201435519221,cd,dom,5,2
cd_dom_ran5_cv3.ghatREL1,0.903218769330937,cd,dom,5,3
cd_dom_ran5_cv4.ghatREL1,0.853612562848799,cd,dom,5,4
cd_dom_ran5_cv5.ghatREL1,0.913098909185947,cd,dom,5,5
cd_dom_ran6_cv1.ghatREL1,0.950839677316127,cd,dom,6,1
cd_dom_ran6_cv2.ghatREL1,0.898822662618313,cd,dom,6,2
cd_dom_ran6_cv3.ghatREL1,0.849802869874663,cd,dom,6,3
cd_dom_ran6_cv4.ghatREL1,0.874702917379726,cd,dom,6,4
cd_dom_ran6_cv5.ghatREL1,0.871341980393098,cd,dom,6,5
cd_dom_ran7_cv1.ghatREL1,0.879043509447718,cd,dom,7,1
cd_dom_ran7_cv2.ghatREL1,0.86037956495577,cd,dom,7,2
cd_dom_ran7_cv3.ghatREL1,0.918582153112165,cd,dom,7,3
cd_dom_ran7_cv4.ghatREL1,0.872384389015225,cd,dom,7,4
cd_dom_ran7_cv5.ghatREL1,0.912431501978771,cd,dom,7,5
cd_dom_ran8_cv1.ghatREL1,0.881397148984933,cd,dom,8,1
cd_dom_ran8_cv2.ghatREL1,0.910775902172892,cd,dom,8,2
cd_dom_ran8_cv3.ghatREL1,0.908116766900644,cd,dom,8,3
cd_dom_ran8_cv4.ghatREL1,0.828493901076407,cd,dom,8,4
cd_dom_ran8_cv5.ghatREL1,0.903794348849856,cd,dom,8,5
cd_dom_ran9_cv1.ghatREL1,0.914007083450433,cd,dom,9,1
cd_dom_ran9_cv2.ghatREL1,0.906266200760955,cd,dom,9,2
cd_dom_ran9_cv3.ghatREL1,0.869467384874216,cd,dom,9,3
cd_dom_ran9_cv4.ghatREL1,0.843572709475319,cd,dom,9,4
cd_dom_ran9_cv5.ghatREL1,0.888192643927604,cd,dom,9,5
cl_add_ran10_cv1.ghatREL1,0.273208530727169,cl,add,10,1
cl_add_ran10_cv2.ghatREL1,0.724155297545985,cl,add,10,2
cl_add_ran10_cv3.ghatREL1,0.623567931581675,cl,add,10,3
cl_add_ran10_cv4.ghatREL1,0.561516314225022,cl,add,10,4
cl_add_ran10_cv5.ghatREL1,0.718191693891399,cl,add,10,5
cl_add_ran11_cv1.ghatREL1,0.511946148649237,cl,add,11,1
cl_add_ran11_cv2.ghatREL1,0.713917147688378,cl,add,11,2
cl_add_ran11_cv3.ghatREL1,0.592459084455056,cl,add,11,3
cl_add_ran11_cv4.ghatREL1,0.594162106708617,cl,add,11,4
cl_add_ran11_cv5.ghatREL1,0.523932918542806,cl,add,11,5
cl_add_ran12_cv1.ghatREL1,0.311614964147412,cl,add,12,1
cl_add_ran12_cv2.ghatREL1,0.651573968511869,cl,add,12,2
cl_add_ran12_cv3.ghatREL1,0.70033741687022,cl,add,12,3
cl_add_ran12_cv4.ghatREL1,0.644078004434838,cl,add,12,4
cl_add_ran12_cv5.ghatREL1,0.451566293372881,cl,add,12,5
cl_add_ran13_cv1.ghatREL1,0.562791028725369,cl,add,13,1
cl_add_ran13_cv2.ghatREL1,0.668696258920781,cl,add,13,2
cl_add_ran13_cv3.ghatREL1,0.657878772729348,cl,add,13,3
cl_add_ran13_cv4.ghatREL1,0.67947900617729,cl,add,13,4
cl_add_ran13_cv5.ghatREL1,0.428958774049272,cl,add,13,5
cl_add_ran14_cv1.ghatREL1,0.587700717887643,cl,add,14,1
cl_add_ran14_cv2.ghatREL1,0.431376312426073,cl,add,14,2
cl_add_ran14_cv3.ghatREL1,0.569389869622499,cl,add,14,3
cl_add_ran14_cv4.ghatREL1,0.667581704689145,cl,add,14,4
cl_add_ran14_cv5.ghatREL1,0.550628626373905,cl,add,14,5
cl_add_ran15_cv1.ghatREL1,0.572572990466521,cl,add,15,1
cl_add_ran15_cv2.ghatREL1,0.671983152965341,cl,add,15,2
cl_add_ran15_cv3.ghatREL1,0.653209015397246,cl,add,15,3
cl_add_ran15_cv4.ghatREL1,0.445840304701398,cl,add,15,4
cl_add_ran15_cv5.ghatREL1,0.472292040615332,cl,add,15,5
cl_add_ran16_cv1.ghatREL1,0.620875478591601,cl,add,16,1
cl_add_ran16_cv2.ghatREL1,0.470743690175533,cl,add,16,2
cl_add_ran16_cv3.ghatREL1,0.603310410896336,cl,add,16,3
cl_add_ran16_cv4.ghatREL1,0.193758940387448,cl,add,16,4
cl_add_ran16_cv5.ghatREL1,0.753232245803312,cl,add,16,5
cl_add_ran17_cv1.ghatREL1,0.487858871901157,cl,add,17,1
cl_add_ran17_cv2.ghatREL1,0.566409544213923,cl,add,17,2
cl_add_ran17_cv3.ghatREL1,0.514803315014972,cl,add,17,3
cl_add_ran17_cv4.ghatREL1,0.535419121062775,cl,add,17,4
cl_add_ran17_cv5.ghatREL1,0.577343100016111,cl,add,17,5
cl_add_ran18_cv1.ghatREL1,0.786207257676346,cl,add,18,1
cl_add_ran18_cv2.ghatREL1,0.481625289195335,cl,add,18,2
cl_add_ran18_cv3.ghatREL1,0.50276804422094,cl,add,18,3
cl_add_ran18_cv4.ghatREL1,0.672941521998499,cl,add,18,4
cl_add_ran18_cv5.ghatREL1,0.329260013739693,cl,add,18,5
cl_add_ran19_cv1.ghatREL1,0.638889374377142,cl,add,19,1
cl_add_ran19_cv2.ghatREL1,0.511973788027744,cl,add,19,2
cl_add_ran19_cv3.ghatREL1,0.574674322784341,cl,add,19,3
cl_add_ran19_cv4.ghatREL1,0.516299219746773,cl,add,19,4
cl_add_ran19_cv5.ghatREL1,0.720721429223527,cl,add,19,5
cl_add_ran1_cv1.ghatREL1,0.623847245782722,cl,add,1,1
cl_add_ran1_cv2.ghatREL1,0.358874442180357,cl,add,1,2
cl_add_ran1_cv3.ghatREL1,0.778989807690455,cl,add,1,3
cl_add_ran1_cv4.ghatREL1,0.712707750060981,cl,add,1,4
cl_add_ran1_cv5.ghatREL1,0.311105862443723,cl,add,1,5
cl_add_ran20_cv1.ghatREL1,0.402299642131805,cl,add,20,1
cl_add_ran20_cv2.ghatREL1,0.735224703707969,cl,add,20,2
cl_add_ran20_cv3.ghatREL1,0.486453827710618,cl,add,20,3
cl_add_ran20_cv4.ghatREL1,0.591595835763994,cl,add,20,4
cl_add_ran20_cv5.ghatREL1,0.627886496405812,cl,add,20,5
cl_add_ran2_cv1.ghatREL1,0.662901007928219,cl,add,2,1
cl_add_ran2_cv2.ghatREL1,0.493159743749719,cl,add,2,2
cl_add_ran2_cv3.ghatREL1,0.417387905128769,cl,add,2,3
cl_add_ran2_cv4.ghatREL1,0.797746844878064,cl,add,2,4
cl_add_ran2_cv5.ghatREL1,0.498869044119138,cl,add,2,5
cl_add_ran3_cv1.ghatREL1,0.587597592439241,cl,add,3,1
cl_add_ran3_cv2.ghatREL1,0.698378681070363,cl,add,3,2
cl_add_ran3_cv3.ghatREL1,0.750398103834908,cl,add,3,3
cl_add_ran3_cv4.ghatREL1,0.356788507369175,cl,add,3,4
cl_add_ran3_cv5.ghatREL1,0.344824797815,cl,add,3,5
cl_add_ran4_cv1.ghatREL1,0.58177044904074,cl,add,4,1
cl_add_ran4_cv2.ghatREL1,0.510375349396164,cl,add,4,2
cl_add_ran4_cv3.ghatREL1,0.808087197168596,cl,add,4,3
cl_add_ran4_cv4.ghatREL1,0.449660185686928,cl,add,4,4
cl_add_ran4_cv5.ghatREL1,0.469423096420305,cl,add,4,5
cl_add_ran5_cv1.ghatREL1,0.553093521325493,cl,add,5,1
cl_add_ran5_cv2.ghatREL1,0.384785494088316,cl,add,5,2
cl_add_ran5_cv3.ghatREL1,0.546178832349904,cl,add,5,3
cl_add_ran5_cv4.ghatREL1,0.751805360183674,cl,add,5,4
cl_add_ran5_cv5.ghatREL1,0.680822043336021,cl,add,5,5
cl_add_ran6_cv1.ghatREL1,0.639834349273765,cl,add,6,1
cl_add_ran6_cv2.ghatREL1,0.474055179887488,cl,add,6,2
cl_add_ran6_cv3.ghatREL1,0.550998122247152,cl,add,6,3
cl_add_ran6_cv4.ghatREL1,0.511562541322567,cl,add,6,4
cl_add_ran6_cv5.ghatREL1,0.667591201682771,cl,add,6,5
cl_add_ran7_cv1.ghatREL1,0.378796871786706,cl,add,7,1
cl_add_ran7_cv2.ghatREL1,0.604967477838078,cl,add,7,2
cl_add_ran7_cv3.ghatREL1,0.46702004541922,cl,add,7,3
cl_add_ran7_cv4.ghatREL1,0.582719889139976,cl,add,7,4
cl_add_ran7_cv5.ghatREL1,0.629576813069565,cl,add,7,5
cl_add_ran8_cv1.ghatREL1,0.408818229944954,cl,add,8,1
cl_add_ran8_cv2.ghatREL1,0.486155463335852,cl,add,8,2
cl_add_ran8_cv3.ghatREL1,0.629104949751118,cl,add,8,3
cl_add_ran8_cv4.ghatREL1,0.224886066791387,cl,add,8,4
cl_add_ran8_cv5.ghatREL1,0.743953590665345,cl,add,8,5
cl_add_ran9_cv1.ghatREL1,0.508696788849369,cl,add,9,1
cl_add_ran9_cv2.ghatREL1,0.725122644694687,cl,add,9,2
cl_add_ran9_cv3.ghatREL1,0.323853356804494,cl,add,9,3
cl_add_ran9_cv4.ghatREL1,0.693199949340943,cl,add,9,4
cl_add_ran9_cv5.ghatREL1,0.50426423972581,cl,add,9,5
cl_dom_ran10_cv1.ghatREL1,0.387560557758292,cl,dom,10,1
cl_dom_ran10_cv2.ghatREL1,0.769741380376689,cl,dom,10,2
cl_dom_ran10_cv3.ghatREL1,0.634862488497488,cl,dom,10,3
cl_dom_ran10_cv4.ghatREL1,0.629841228591008,cl,dom,10,4
cl_dom_ran10_cv5.ghatREL1,0.809919565085577,cl,dom,10,5
cl_dom_ran11_cv1.ghatREL1,0.661366445025088,cl,dom,11,1
cl_dom_ran11_cv2.ghatREL1,0.746282030020496,cl,dom,11,2
cl_dom_ran11_cv3.ghatREL1,0.661649622502258,cl,dom,11,3
cl_dom_ran11_cv4.ghatREL1,0.641081449119508,cl,dom,11,4
cl_dom_ran11_cv5.ghatREL1,0.655276211648011,cl,dom,11,5
cl_dom_ran12_cv1.ghatREL1,0.480460373996377,cl,dom,12,1
cl_dom_ran12_cv2.ghatREL1,0.735959417496915,cl,dom,12,2
cl_dom_ran12_cv3.ghatREL1,0.728697949609491,cl,dom,12,3
cl_dom_ran12_cv4.ghatREL1,0.720989848770814,cl,dom,12,4
cl_dom_ran12_cv5.ghatREL1,0.564442288905156,cl,dom,12,5
cl_dom_ran13_cv1.ghatREL1,0.696565057068981,cl,dom,13,1
cl_dom_ran13_cv2.ghatREL1,0.60115378747844,cl,dom,13,2
cl_dom_ran13_cv3.ghatREL1,0.710838498007306,cl,dom,13,3
cl_dom_ran13_cv4.ghatREL1,0.732857649662984,cl,dom,13,4
cl_dom_ran13_cv5.ghatREL1,0.55092558848236,cl,dom,13,5
cl_dom_ran14_cv1.ghatREL1,0.587808711788797,cl,dom,14,1
cl_dom_ran14_cv2.ghatREL1,0.572759212361666,cl,dom,14,2
cl_dom_ran14_cv3.ghatREL1,0.686755411588881,cl,dom,14,3
cl_dom_ran14_cv4.ghatREL1,0.723914132281457,cl,dom,14,4
cl_dom_ran14_cv5.ghatREL1,0.637953449746041,cl,dom,14,5
cl_dom_ran15_cv1.ghatREL1,0.639254726254543,cl,dom,15,1
cl_dom_ran15_cv2.ghatREL1,0.767380962503607,cl,dom,15,2
cl_dom_ran15_cv3.ghatREL1,0.781167759019123,cl,dom,15,3
cl_dom_ran15_cv4.ghatREL1,0.611372283316238,cl,dom,15,4
cl_dom_ran15_cv5.ghatREL1,0.623291071765601,cl,dom,15,5
cl_dom_ran16_cv1.ghatREL1,0.728766738635929,cl,dom,16,1
cl_dom_ran16_cv2.ghatREL1,0.471740868168016,cl,dom,16,2
cl_dom_ran16_cv3.ghatREL1,0.677985710249311,cl,dom,16,3
cl_dom_ran16_cv4.ghatREL1,0.335560006299116,cl,dom,16,4
cl_dom_ran16_cv5.ghatREL1,0.783209460890339,cl,dom,16,5
cl_dom_ran17_cv1.ghatREL1,0.559284534692675,cl,dom,17,1
cl_dom_ran17_cv2.ghatREL1,0.683181037056121,cl,dom,17,2
cl_dom_ran17_cv3.ghatREL1,0.557281486749694,cl,dom,17,3
cl_dom_ran17_cv4.ghatREL1,0.628638143359974,cl,dom,17,4
cl_dom_ran17_cv5.ghatREL1,0.708134021805189,cl,dom,17,5
cl_dom_ran18_cv1.ghatREL1,0.83142397455386,cl,dom,18,1
cl_dom_ran18_cv2.ghatREL1,0.566711213207014,cl,dom,18,2
cl_dom_ran18_cv3.ghatREL1,0.552756897173564,cl,dom,18,3
cl_dom_ran18_cv4.ghatREL1,0.692904283876934,cl,dom,18,4
cl_dom_ran18_cv5.ghatREL1,0.392308793768308,cl,dom,18,5
cl_dom_ran19_cv1.ghatREL1,0.711973386669731,cl,dom,19,1
cl_dom_ran19_cv2.ghatREL1,0.57069015434956,cl,dom,19,2
cl_dom_ran19_cv3.ghatREL1,0.688190076442332,cl,dom,19,3
cl_dom_ran19_cv4.ghatREL1,0.64022298360225,cl,dom,19,4
cl_dom_ran19_cv5.ghatREL1,0.718050198114571,cl,dom,19,5
cl_dom_ran1_cv1.ghatREL1,0.652646001367806,cl,dom,1,1
cl_dom_ran1_cv2.ghatREL1,0.491167102135533,cl,dom,1,2
cl_dom_ran1_cv3.ghatREL1,0.804166061440357,cl,dom,1,3
cl_dom_ran1_cv4.ghatREL1,0.717957922062351,cl,dom,1,4
cl_dom_ran1_cv5.ghatREL1,0.449844558962708,cl,dom,1,5
cl_dom_ran20_cv1.ghatREL1,0.514252237683859,cl,dom,20,1
cl_dom_ran20_cv2.ghatREL1,0.789429549321132,cl,dom,20,2
cl_dom_ran20_cv3.ghatREL1,0.601721963302609,cl,dom,20,3
cl_dom_ran20_cv4.ghatREL1,0.666961925538684,cl,dom,20,4
cl_dom_ran20_cv5.ghatREL1,0.630288343121138,cl,dom,20,5
cl_dom_ran2_cv1.ghatREL1,0.707652054251403,cl,dom,2,1
cl_dom_ran2_cv2.ghatREL1,0.629263839006278,cl,dom,2,2
cl_dom_ran2_cv3.ghatREL1,0.57406226682797,cl,dom,2,3
cl_dom_ran2_cv4.ghatREL1,0.849457523074182,cl,dom,2,4
cl_dom_ran2_cv5.ghatREL1,0.558756686330538,cl,dom,2,5
cl_dom_ran3_cv1.ghatREL1,0.669467705939396,cl,dom,3,1
cl_dom_ran3_cv2.ghatREL1,0.72825844439322,cl,dom,3,2
cl_dom_ran3_cv3.ghatREL1,0.770439326981257,cl,dom,3,3
cl_dom_ran3_cv4.ghatREL1,0.506849122832574,cl,dom,3,4
cl_dom_ran3_cv5.ghatREL1,0.541714470260353,cl,dom,3,5
cl_dom_ran4_cv1.ghatREL1,0.678291545076226,cl,dom,4,1
cl_dom_ran4_cv2.ghatREL1,0.517661970132947,cl,dom,4,2
cl_dom_ran4_cv3.ghatREL1,0.874262958895765,cl,dom,4,3
cl_dom_ran4_cv4.ghatREL1,0.644593038168435,cl,dom,4,4
cl_dom_ran4_cv5.ghatREL1,0.594609986853837,cl,dom,4,5
cl_dom_ran5_cv1.ghatREL1,0.665608040238806,cl,dom,5,1
cl_dom_ran5_cv2.ghatREL1,0.492934259146337,cl,dom,5,2
cl_dom_ran5_cv3.ghatREL1,0.687347550649634,cl,dom,5,3
cl_dom_ran5_cv4.ghatREL1,0.735272562276749,cl,dom,5,4
cl_dom_ran5_cv5.ghatREL1,0.701435127933535,cl,dom,5,5
cl_dom_ran6_cv1.ghatREL1,0.721734866121186,cl,dom,6,1
cl_dom_ran6_cv2.ghatREL1,0.641356382416954,cl,dom,6,2
cl_dom_ran6_cv3.ghatREL1,0.686916599675504,cl,dom,6,3
cl_dom_ran6_cv4.ghatREL1,0.640033145533203,cl,dom,6,4
cl_dom_ran6_cv5.ghatREL1,0.635711565211363,cl,dom,6,5
cl_dom_ran7_cv1.ghatREL1,0.574198686811809,cl,dom,7,1
cl_dom_ran7_cv2.ghatREL1,0.709321389424299,cl,dom,7,2
cl_dom_ran7_cv3.ghatREL1,0.623648777473078,cl,dom,7,3
cl_dom_ran7_cv4.ghatREL1,0.660571811157984,cl,dom,7,4
cl_dom_ran7_cv5.ghatREL1,0.646095326729696,cl,dom,7,5
cl_dom_ran8_cv1.ghatREL1,0.465997697490952,cl,dom,8,1
cl_dom_ran8_cv2.ghatREL1,0.543101062532654,cl,dom,8,2
cl_dom_ran8_cv3.ghatREL1,0.675313371244237,cl,dom,8,3
cl_dom_ran8_cv4.ghatREL1,0.308458231027281,cl,dom,8,4
cl_dom_ran8_cv5.ghatREL1,0.781641977762701,cl,dom,8,5
cl_dom_ran9_cv1.ghatREL1,0.643100919676257,cl,dom,9,1
cl_dom_ran9_cv2.ghatREL1,0.682616150646926,cl,dom,9,2
cl_dom_ran9_cv3.ghatREL1,0.48835341315088,cl,dom,9,3
cl_dom_ran9_cv4.ghatREL1,0.741808706786169,cl,dom,9,4
cl_dom_ran9_cv5.ghatREL1,0.613791341945552,cl,dom,9,5
cw_add_ran10_cv1.ghatREL1,0.681454189882581,cw,add,10,1
cw_add_ran10_cv2.ghatREL1,0.919493583517568,cw,add,10,2
cw_add_ran10_cv3.ghatREL1,0.85558688066664,cw,add,10,3
cw_add_ran10_cv4.ghatREL1,0.787400672022377,cw,add,10,4
cw_add_ran10_cv5.ghatREL1,0.832497682787191,cw,add,10,5
cw_add_ran11_cv1.ghatREL1,0.720066863523911,cw,add,11,1
cw_add_ran11_cv2.ghatREL1,0.889305599216203,cw,add,11,2
cw_add_ran11_cv3.ghatREL1,0.857767562294077,cw,add,11,3
cw_add_ran11_cv4.ghatREL1,0.904011488735382,cw,add,11,4
cw_add_ran11_cv5.ghatREL1,0.781796734280399,cw,add,11,5
cw_add_ran12_cv1.ghatREL1,0.702208962198151,cw,add,12,1
cw_add_ran12_cv2.ghatREL1,0.881117706258583,cw,add,12,2
cw_add_ran12_cv3.ghatREL1,0.882507591970374,cw,add,12,3
cw_add_ran12_cv4.ghatREL1,0.886150119553204,cw,add,12,4
cw_add_ran12_cv5.ghatREL1,0.732286991306857,cw,add,12,5
cw_add_ran13_cv1.ghatREL1,0.81986760144006,cw,add,13,1
cw_add_ran13_cv2.ghatREL1,0.846155481784258,cw,add,13,2
cw_add_ran13_cv3.ghatREL1,0.888625154771513,cw,add,13,3
cw_add_ran13_cv4.ghatREL1,0.897234736539371,cw,add,13,4
cw_add_ran13_cv5.ghatREL1,0.728844026647733,cw,add,13,5
cw_add_ran14_cv1.ghatREL1,0.882908619595723,cw,add,14,1
cw_add_ran14_cv2.ghatREL1,0.657036831326911,cw,add,14,2
cw_add_ran14_cv3.ghatREL1,0.755031198648992,cw,add,14,3
cw_add_ran14_cv4.ghatREL1,0.886760170259446,cw,add,14,4
cw_add_ran14_cv5.ghatREL1,0.8806969999296,cw,add,14,5
cw_add_ran15_cv1.ghatREL1,0.825076653639502,cw,add,15,1
cw_add_ran15_cv2.ghatREL1,0.847747419839641,cw,add,15,2
cw_add_ran15_cv3.ghatREL1,0.878535096474824,cw,add,15,3
cw_add_ran15_cv4.ghatREL1,0.782013291230848,cw,add,15,4
cw_add_ran15_cv5.ghatREL1,0.769730463673374,cw,add,15,5
cw_add_ran16_cv1.ghatREL1,0.803469371506316,cw,add,16,1
cw_add_ran16_cv2.ghatREL1,0.846587440584151,cw,add,16,2
cw_add_ran16_cv3.ghatREL1,0.811818896962213,cw,add,16,3
cw_add_ran16_cv4.ghatREL1,0.618569133541529,cw,add,16,4
cw_add_ran16_cv5.ghatREL1,0.922636003866295,cw,add,16,5
cw_add_ran17_cv1.ghatREL1,0.876622180553732,cw,add,17,1
cw_add_ran17_cv2.ghatREL1,0.630894997884821,cw,add,17,2
cw_add_ran17_cv3.ghatREL1,0.890378770517853,cw,add,17,3
cw_add_ran17_cv4.ghatREL1,0.831407240172682,cw,add,17,4
cw_add_ran17_cv5.ghatREL1,0.752070953304501,cw,add,17,5
cw_add_ran18_cv1.ghatREL1,0.936827170115459,cw,add,18,1
cw_add_ran18_cv2.ghatREL1,0.839675719578708,cw,add,18,2
cw_add_ran18_cv3.ghatREL1,0.841441147832681,cw,add,18,3
cw_add_ran18_cv4.ghatREL1,0.831257152025407,cw,add,18,4
cw_add_ran18_cv5.ghatREL1,0.694957722676986,cw,add,18,5
cw_add_ran19_cv1.ghatREL1,0.899086804536661,cw,add,19,1
cw_add_ran19_cv2.ghatREL1,0.741991336502035,cw,add,19,2
cw_add_ran19_cv3.ghatREL1,0.821662885418579,cw,add,19,3
cw_add_ran19_cv4.ghatREL1,0.752062499626292,cw,add,19,4
cw_add_ran19_cv5.ghatREL1,0.882168234423777,cw,add,19,5
cw_add_ran1_cv1.ghatREL1,0.86393646935839,cw,add,1,1
cw_add_ran1_cv2.ghatREL1,0.685900422025031,cw,add,1,2
cw_add_ran1_cv3.ghatREL1,0.905581292088614,cw,add,1,3
cw_add_ran1_cv4.ghatREL1,0.888549583652094,cw,add,1,4
cw_add_ran1_cv5.ghatREL1,0.640658992284978,cw,add,1,5
cw_add_ran20_cv1.ghatREL1,0.673440683910053,cw,add,20,1
cw_add_ran20_cv2.ghatREL1,0.863261476209585,cw,add,20,2
cw_add_ran20_cv3.ghatREL1,0.781204249469323,cw,add,20,3
cw_add_ran20_cv4.ghatREL1,0.865587771995768,cw,add,20,4
cw_add_ran20_cv5.ghatREL1,0.892241991130217,cw,add,20,5
cw_add_ran2_cv1.ghatREL1,0.893635770031991,cw,add,2,1
cw_add_ran2_cv2.ghatREL1,0.702821467725134,cw,add,2,2
cw_add_ran2_cv3.ghatREL1,0.807979977662003,cw,add,2,3
cw_add_ran2_cv4.ghatREL1,0.824202331736789,cw,add,2,4
cw_add_ran2_cv5.ghatREL1,0.875173121106853,cw,add,2,5
cw_add_ran3_cv1.ghatREL1,0.873637282095084,cw,add,3,1
cw_add_ran3_cv2.ghatREL1,0.86240732877896,cw,add,3,2
cw_add_ran3_cv3.ghatREL1,0.904457597818764,cw,add,3,3
cw_add_ran3_cv4.ghatREL1,0.661047972232666,cw,add,3,4
cw_add_ran3_cv5.ghatREL1,0.795312928226761,cw,add,3,5
cw_add_ran4_cv1.ghatREL1,0.856553677596735,cw,add,4,1
cw_add_ran4_cv2.ghatREL1,0.758593128051111,cw,add,4,2
cw_add_ran4_cv3.ghatREL1,0.86855691559751,cw,add,4,3
cw_add_ran4_cv4.ghatREL1,0.809496641376926,cw,add,4,4
cw_add_ran4_cv5.ghatREL1,0.778392102183048,cw,add,4,5
cw_add_ran5_cv1.ghatREL1,0.845065341840491,cw,add,5,1
cw_add_ran5_cv2.ghatREL1,0.71016051372308,cw,add,5,2
cw_add_ran5_cv3.ghatREL1,0.770547990325693,cw,add,5,3
cw_add_ran5_cv4.ghatREL1,0.879640743382461,cw,add,5,4
cw_add_ran5_cv5.ghatREL1,0.875456917813025,cw,add,5,5
cw_add_ran6_cv1.ghatREL1,0.925550542406095,cw,add,6,1
cw_add_ran6_cv2.ghatREL1,0.832345560927515,cw,add,6,2
cw_add_ran6_cv3.ghatREL1,0.700394466346393,cw,add,6,3
cw_add_ran6_cv4.ghatREL1,0.727627416982486,cw,add,6,4
cw_add_ran6_cv5.ghatREL1,0.84800498482379,cw,add,6,5
cw_add_ran7_cv1.ghatREL1,0.75160800364812,cw,add,7,1
cw_add_ran7_cv2.ghatREL1,0.77211837430575,cw,add,7,2
cw_add_ran7_cv3.ghatREL1,0.777532530009855,cw,add,7,3
cw_add_ran7_cv4.ghatREL1,0.871113951784106,cw,add,7,4
cw_add_ran7_cv5.ghatREL1,0.870757276564527,cw,add,7,5
cw_add_ran8_cv1.ghatREL1,0.822703156701954,cw,add,8,1
cw_add_ran8_cv2.ghatREL1,0.812035969299091,cw,add,8,2
cw_add_ran8_cv3.ghatREL1,0.892200330477474,cw,add,8,3
cw_add_ran8_cv4.ghatREL1,0.754116471742893,cw,add,8,4
cw_add_ran8_cv5.ghatREL1,0.894979165029523,cw,add,8,5
cw_add_ran9_cv1.ghatREL1,0.841000241458058,cw,add,9,1
cw_add_ran9_cv2.ghatREL1,0.899131410770833,cw,add,9,2
cw_add_ran9_cv3.ghatREL1,0.665454606560078,cw,add,9,3
cw_add_ran9_cv4.ghatREL1,0.877696449659982,cw,add,9,4
cw_add_ran9_cv5.ghatREL1,0.798437995976224,cw,add,9,5
cw_dom_ran10_cv1.ghatREL1,0.752310660656965,cw,dom,10,1
cw_dom_ran10_cv2.ghatREL1,0.919708277844504,cw,dom,10,2
cw_dom_ran10_cv3.ghatREL1,0.872941318988039,cw,dom,10,3
cw_dom_ran10_cv4.ghatREL1,0.815592705019585,cw,dom,10,4
cw_dom_ran10_cv5.ghatREL1,0.880758205439751,cw,dom,10,5
cw_dom_ran11_cv1.ghatREL1,0.80895041825557,cw,dom,11,1
cw_dom_ran11_cv2.ghatREL1,0.910255445320906,cw,dom,11,2
cw_dom_ran11_cv3.ghatREL1,0.876944815856844,cw,dom,11,3
cw_dom_ran11_cv4.ghatREL1,0.908344010666607,cw,dom,11,4
cw_dom_ran11_cv5.ghatREL1,0.839617595856978,cw,dom,11,5
cw_dom_ran12_cv1.ghatREL1,0.78462178570087,cw,dom,12,1
cw_dom_ran12_cv2.ghatREL1,0.91473731853941,cw,dom,12,2
cw_dom_ran12_cv3.ghatREL1,0.883662389172936,cw,dom,12,3
cw_dom_ran12_cv4.ghatREL1,0.914068916741534,cw,dom,12,4
cw_dom_ran12_cv5.ghatREL1,0.802302271862619,cw,dom,12,5
cw_dom_ran13_cv1.ghatREL1,0.867336334296332,cw,dom,13,1
cw_dom_ran13_cv2.ghatREL1,0.842110078736048,cw,dom,13,2
cw_dom_ran13_cv3.ghatREL1,0.903893657323247,cw,dom,13,3
cw_dom_ran13_cv4.ghatREL1,0.894098308337745,cw,dom,13,4
cw_dom_ran13_cv5.ghatREL1,0.795441708767433,cw,dom,13,5
cw_dom_ran14_cv1.ghatREL1,0.879867114740011,cw,dom,14,1
cw_dom_ran14_cv2.ghatREL1,0.759880690056067,cw,dom,14,2
cw_dom_ran14_cv3.ghatREL1,0.831354163179446,cw,dom,14,3
cw_dom_ran14_cv4.ghatREL1,0.886500756160935,cw,dom,14,4
cw_dom_ran14_cv5.ghatREL1,0.899181746089526,cw,dom,14,5
cw_dom_ran15_cv1.ghatREL1,0.858903793534309,cw,dom,15,1
cw_dom_ran15_cv2.ghatREL1,0.895160358573323,cw,dom,15,2
cw_dom_ran15_cv3.ghatREL1,0.912273406309973,cw,dom,15,3
