I,Row,Pedigree,Genotype,FBNote,Farm
LC,2148,10-5768-21@,(Ac 4134-422)@,BSLE F4,Curtiss
LC,2149,10-5769-21@,(Ac 4134-423)@,BSLE F4,Curtiss
LC,2150,10-5770-22@,(Ac 4134-424)@,BSLE F4,Curtiss
LC,2151,10-5771-21@,(Ac 4134-425)@,BSLE F4,Curtiss
LC,2152,10-5772-21@,(Ac 4134-426)@,BSLE F4,Curtiss
LC,2153,10-5773-21@,(Ac 4134-427)@,BSLE F4,Curtiss
LC,2154,10-5774-21@,(Ac 4134-428)@,BSLE F4,Curtiss
LC,2155,10-5775-21@,(Ac 4134-429)@,BSLE F4,Curtiss
LC,2156,10-5776-21@,(Ac 4134-430)@,BSLE F4,Curtiss
LC,2157,10-5777-21@,(Ac 4134-431)@,BSLE F4,Curtiss
LC,2158,10-5778-23@,(Ac 4134-432)@,BSLE F4,Curtiss
LC,2159,10-5779-21@,(Ac 4134-433)@,BSLE F4,Curtiss
LC,2160,10-5780-21@,(Ac 4134-434)@,BSLE F4,Curtiss
LC,2161,10-5781-21@,(Ac 4134-435)@,BSLE F4,Curtiss
LC,2162,10-5782-21@,(Ac 4134-437)@,BSLE F4,Curtiss
LC,2163,10-5783-21@,(Ac 4134-438)@,BSLE F4,Curtiss
LC,2164,10-5784-23@,(Ac 4134-439)@,BSLE F4,Curtiss
LC,2165,10-5785-22@,(Ac 4134-440)@,BSLE F4,Curtiss
LC,2166,10-5786-21@,(Ac 4134-441)@,BSLE F4,Curtiss
LC,2167,10-5787-21@,(Ac 4134-442)@,BSLE F4,Curtiss
LC,2168,10-5788-21@,(Ac 4134-443)@,BSLE F4,Curtiss
LC,2169,10-5789-21@,(Ac 4134-444)@,BSLE F4,Curtiss
LC,2170,10-5790-21@,(Ac 4134-445)@,BSLE F4,Curtiss
LC,2171,10-5791-21@,(Ac 4134-446)@,BSLE F4,Curtiss
LC,2172,10-5792-21@,(Ac 4134-447)@,BSLE F4,Curtiss
LC,2173,10-5793-21@,(Ac 4134-448)@,BSLE F4,Curtiss
LC,2174,10-5794-21@,(Ac 4134-449)@,BSLE F4,Curtiss
LC,2175,10-5795-21@,(Ac 4134-450)@,BSLE F4,Curtiss
LC,2176,10-5796-21@,(Ac 4134-451)@,BSLE F4,Curtiss
LC,2177,10-5797-22@,(Ac 4134-452)@,BSLE F4,Curtiss
LC,2178,10-5798-21@,(Ac 4134-453)@,BSLE F4,Curtiss
LC,2179,10-5799-21@,(Ac 4134-454)@,BSLE F4,Curtiss
LC,2180,10-5800-21@,(Ac 4134-455)@,BSLE F4,Curtiss
LC,2181,10-5801-21@,(Ac 4134-456)@,BSLE F4,Curtiss
LC,2182,10-5802-21@,(Ac 4134-457)@,BSLE F4,Curtiss
LC,2183,10-5803-21@,(Ac 4134-458)@,BSLE F4,Curtiss
LC,2184,10-5804-21@,(Ac 4134-459)@,BSLE F4,Curtiss
LC,2185,10-5805-21@,(Ac 4134-460)@,BSLE F4,Curtiss
LC,2186,10-5806-21@,(Ac 4134-461)@,BSLE F4,Curtiss
LC,2187,10-5807-21@,(Ac 4134-462)@,BSLE F4,Curtiss
LC,2188,10-5808-21@,(Ac 4134-463)@,BSLE F4,Curtiss
LC,2189,10-5809-22@,(Ac 4134-464)@,BSLE F4,Curtiss
LC,2190,10-5810-21@,(Ac 4134-465)@,BSLE F4,Curtiss
LC,2191,10-5811-21@,(Ac 4134-466)@,BSLE F4,Curtiss
LC,2192,10-5812-21@,(Ac 4134-467)@,BSLE F4,Curtiss
LC,2193,10-5813-22@,(Ac 4134-468)@,BSLE F4,Curtiss
LC,2194,10-5814-23@,(Ac 4134-469)@,BSLE F4,Curtiss
LC,2195,10-5815-22@,(Ac 4134-470)@,BSLE F4,Curtiss
LC,2196,10-5816-21@,(Ac 4134-471)@,BSLE F4,Curtiss
LC,2197,10-5817-21@,(Ac 4134-472)@,BSLE F4,Curtiss
LC,2198,10-5818-21@,(Ac 4134-473)@,BSLE F4,Curtiss
LC,2199,10-5819-21@,(Ac 4134-474)@,BSLE F4,Curtiss
LC,2200,10-5820-22@,(Ac 4134-475)@,BSLE F4,Curtiss
LC,2201,10-5821-21@,(Ac 4134-476)@,BSLE F4,Curtiss
LC,2202,10-5822-21@,(Ac 4134-477)@,BSLE F4,Curtiss
LC,2203,10-5823-21@,(Ac 4134-478)@,BSLE F4,Curtiss
LC,2204,10-5824-21@,(Ac 4134-479)@,BSLE F4,Curtiss
LC,2205,10-5825-21@,(Ac 4134-481)@,BSLE F4,Curtiss
LC,2206,10-5826-21@,(Ac 4134-482)@,BSLE F4,Curtiss
LC,2207,10-5827-22@,(Ac 4134-483)@,BSLE F4,Curtiss
LC,2208,10-5828-21@,(Ac 4134-484)@,BSLE F4,Curtiss
LC,2209,10-5829-22@,(Ac 4134-485)@,BSLE F4,Curtiss
LC,2210,10-5830-21@,(Ac 4134-486)@,BSLE F4,Curtiss
LC,2211,10-5831-22@,(Ac 4134-487)@,BSLE F4,Curtiss
LC,2212,10-5832-22@,(Ac 4134-488)@,BSLE F4,Curtiss
LC,2213,10-5833-21@,(Ac 4134-489)@,BSLE F4,Curtiss
LC,2214,10-5834-21@,(Ac 4134-490)@,BSLE F4,Curtiss
LC,2215,10-5835-21@,(Ac 4134-491)@,BSLE F4,Curtiss
LC,2216,10-5836-21@,(Ac 4134-492)@,BSLE F4,Curtiss
LC,2217,10-5837-22@,(Ac 4134-493)@,BSLE F4,Curtiss
LC,2218,10-5838-21@,(Ac 4134-494)@,BSLE F4,Curtiss
LC,2219,10-5840-21@,(Ac 4134-498)@,BSLE F4,Curtiss
LC,2220,10-5841-21@,(Ac 4134-499)@,BSLE F4,Curtiss
LC,2221,10-5843-21@,(Ac 4134-501)@,BSLE F4,Curtiss
LC,2222,10-5844-21@,(Ac 4134-502)@,BSLE F4,Curtiss
LC,2223,10-5845-21@,(Ac 4134-503)@,BSLE F4,Curtiss
LC,2224,10-5846-21@,(Ac 4134-504)@,BSLE F4,Curtiss
LC,2225,10-5847-21@,(Ac 4134-505)@,BSLE F4,Curtiss
LC,2226,10-5848-21@,(Ac 4134-506)@,BSLE F4,Curtiss
LC,2227,10-5849-21@,(Ac 4134-507)@,BSLE F4,Curtiss
LC,2228,10-5850-21@,(Ac 4134-508)@,BSLE F4,Curtiss
LC,2229,10-5851-21@,(Ac 4134-509)@,BSLE F4,Curtiss
LC,2230,10-5852-21@,(Ac 4134-510)@,BSLE F4,Curtiss
LC,2655,Ac4540,MR_0001,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2656,Ac4540,MR_0003,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2657,Ac4540,MR_0004,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2658,Ac4540,MR_0005,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2659,Ac4540,MR_0006,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2660,Ac4540,MR_0007,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2661,Ac4540,MR_0008,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2662,Ac4540,MR_0009,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2663,Ac4540,MR_0010,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2664,Ac4540,MR_0011,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2665,Ac4540,MR_0013,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2666,Ac4540,MR_0014,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2667,Ac4540,MR_0015,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2668,Ac4540,MR_0016,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2669,Ac4540,MR_0018,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2670,Ac4540,MR_0020,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2671,Ac4540,MR_0022,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2672,Ac4540,MR_0024,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2673,Ac4540,MR_0025,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2674,Ac4540,MR_0027,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2675,Ac4540,MR_0028,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2676,Ac4540,MR_0029,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2677,Ac4540,MR_0030,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2678,Ac4540,MR_0031,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2679,Ac4540,MR_0033,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2680,Ac4540,MR_0034,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2681,Ac4540,MR_0035,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2682,Ac4540,MR_0036,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2683,Ac4540,MR_0038,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2684,Ac4540,MR_0040,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2685,Ac4540,MR_0041,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2686,Ac4540,MR_0044,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2687,Ac4540,MR_0045,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2688,Ac4540,MR_0046,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2689,Ac4540,MR_0047,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2690,Ac4540,MR_0048,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2691,Ac4540,MR_0050,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2692,Ac4540,MR_0052,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2693,Ac4540,MR_0053,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2694,Ac4540,MR_0054,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2695,Ac4540,MR_0055,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2696,Ac4540,MR_0056,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2697,Ac4540,MR_0059,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2698,Ac4540,MR_0061,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2699,Ac4540,MR_0063,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2700,Ac4540,MR_0065,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2701,Ac4540,MR_0066,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2702,Ac4540,MR_0067,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2703,Ac4540,MR_0068,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2704,Ac4540,MR_0069,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2705,Ac4540,MR_0070,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2706,Ac4540,MR_0073,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2707,Ac4540,MR_0075,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2708,Ac4540,MR_0076,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2709,Ac4540,MR_0077,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2710,Ac4540,MR_0078,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2711,Ac4540,MR_0079A,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2712,Ac4540,MR_0079B,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2713,Ac4540,MR_0081,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2714,Ac4540,MR_0082,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2715,Ac4540,MR_0083,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2716,Ac4540,MR_0085,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2717,Ac4540,MR_0086,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2718,Ac4540,MR_0088,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2719,Ac4540,MR_0089,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2720,Ac4540,MR_0090,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2721,Ac4540,MR_0091,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2722,Ac4540,MR_0092,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2723,Ac4540,MR_0093,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2724,Ac4540,MR_0094,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2725,Ac4540,MR_0102,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2726,Ac4540,MR_0103,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2727,Ac4540,MR_0104A,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2728,Ac4540,MR_0104B,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2729,Ac4540,MR_0104C,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2730,Ac4540,MR_0105,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2731,Ac4540,MR_0106,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2732,Ac4540,MR_0107,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2733,Ac4540,MR_0108,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2734,Ac4540,MR_0109,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2735,Ac4540,MR_0110A,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2736,Ac4540,MR_0112,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2737,Ac4540,MR_0115,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2738,Ac4540,MR_0118A,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2739,Ac4540,MR_0118B,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2740,Ac4540,MR_0119,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2741,Ac4540,MR_0120,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2742,Ac4540,MR_0121,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2743,Ac4540,MR_0122,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2744,Ac4540,MR_0123,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2745,Ac4540,MR_0124,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2746,Ac4540,MR_0125,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2747,Ac4540,MR_0126,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2748,Ac4540,MR_0130,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2749,Ac4540,MR_0131,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2750,Ac4540,MR_0132,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2751,Ac4540,MR_0133,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2752,Ac4540,MR_0135,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2753,Ac4540,MR_0137,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2754,Ac4540,MR_0138,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2755,Ac4540,MR_0140,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2756,Ac4540,MR_0141,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2757,Ac4540,MR_0142,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2758,Ac4540,MR_0143,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2759,Ac4540,MR_0144,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2760,Ac4540,MR_0145,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2761,Ac4540,MR_0148,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2762,Ac4540,MR_0151,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2763,Ac4540,MR_0152,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2764,Ac4540,MR_0153,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2765,Ac4540,MR_0155,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2766,Ac4540,MR_0158,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2767,Ac4540,MR_0159,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2768,Ac4540,MR_0165,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2769,Ac4540,MR_0167,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2770,Ac4540,MR_0168,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2771,Ac4540,MR_0169,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2772,Ac4540,MR_0170,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2773,Ac4540,MR_0171,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2774,Ac4540,MR_0172,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2775,Ac4540,MR_0174,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2776,Ac4540,MR_0177,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2777,Ac4540,MR_0178,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2778,Ac4540,MR_0179,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2779,Ac4540,MR_0180,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2780,Ac4540,MR_0182,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2781,Ac4540,MR_0183,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2782,Ac4540,MR_0184,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2783,Ac4540,MR_0185,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2784,Ac4540,MR_0188,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2785,Ac4540,MR_0189,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2786,Ac4540,MR_0191,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2787,Ac4540,MR_0192,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2788,Ac4540,MR_0193,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2789,Ac4540,MR_0194,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2790,Ac4540,MR_0203,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2791,Ac4540,MR_0207,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2792,Ac4540,MR_0209,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2793,Ac4540,MR_0210,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2794,Ac4540,MR_0212,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2795,Ac4540,MR_0213,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2796,Ac4540,MR_0215,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2797,Ac4540,MR_0216,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2798,Ac4540,MR_0217,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2799,Ac4540,MR_0218,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2800,Ac4540,MR_0219,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2801,Ac4540,MR_0220,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2802,Ac4540,MR_0221,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2803,Ac4540,MR_0222,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2804,Ac4540,MR_0223,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2805,Ac4540,MR_0224,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2806,Ac4540,MR_0225,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2807,Ac4540,MR_0226,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2808,Ac4540,MR_0227,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2809,Ac4540,MR_0230,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2810,Ac4540,MR_0231,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2811,Ac4540,MR_0232,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2812,Ac4540,MR_0233,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2813,Ac4540,MR_0234A,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2814,Ac4540,MR_0234B,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2815,Ac4540,MR_0236,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2816,Ac4540,MR_0237,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2817,Ac4540,MR_0238,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2818,Ac4540,MR_0239,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2819,Ac4540,MR_0240,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2820,Ac4540,MR_0242,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2821,Ac4540,MR_0246,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2822,Ac4540,MR_0250,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2823,Ac4540,MR_0251,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2824,Ac4540,MR_0252,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2825,Ac4540,MR_0254,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2826,Ac4540,MR_0256,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2827,Ac4540,MR_0257,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2828,Ac4540,MR_0258,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2829,Ac4540,MR_0259,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2830,Ac4540,MR_0261A,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2831,Ac4540,MR_0261B,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2832,Ac4540,MR_0263,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2833,Ac4540,MR_0264,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2834,Ac4540,MR_0265,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2835,Ac4540,MR_0267,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2836,Ac4540,MR_0268,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2837,Ac4540,MR_0269,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2838,Ac4540,MR_0271,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2839,Ac4540,MR_0272,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2840,Ac4540,MR_0274,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2841,Ac4540,MR_0275,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2842,Ac4540,MR_0276,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2843,Ac4540,MR_0277,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2844,Ac4540,MR_0279A,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2845,Ac4540,MR_0279B,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2846,Ac4540,MR_0280,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2847,Ac4540,MR_0281,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2848,Ac4540,MR_0283,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2849,Ac4540,MR_0286,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2850,Ac4540,MR_0287,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2851,Ac4540,MR_0288,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2852,Ac4540,MR_0292,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2853,Ac4540,MR_0293,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2854,Ac4540,MR_0294,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2855,Ac4540,MR_0301,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2856,Ac4540,MR_0302,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2857,Ac4540,MR_0303,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2858,Ac4540,MR_0305,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2859,Ac4540,MR_0306,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2860,Ac4540,MR_0310,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2861,Ac4540,MR_0311,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2862,Ac4540,MR_0313,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2863,Ac4540,MR_0314,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2864,Ac4540,MR_0315,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2865,Ac4540,MR_0318,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2866,Ac4540,MR_0319,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2867,Ac4540,MR_0325,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2868,Ac4540,MR_0326,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2869,Ac4540,MR_0330,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2870,Ac4540,MR_0337,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2871,Ac4540,MR_0341,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2872,Ac4540,MR_0342,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2873,Ac4540,MR_0345,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2874,Ac4540,MR_0347,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2875,Ac4540,MR_0348,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2876,Ac4540,MR_0351,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2877,Ac4540,MR_0353,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2878,Ac4540,MR_0356,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2879,Ac4540,MR_0357,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2880,Ac4540,MR_0358,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2881,Ac4540,MR_0361,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2882,Ac4540,MR_0362,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2883,Ac4540,MR_0364,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2884,Ac4540,MR_0367,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2885,Ac4540,MR_0368,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2886,Ac4540,MR_0369,W22 x Z. mays parviglumis;  BC2S3,Curtiss
LC,2887,Ac4540,MR_0372,W22 x Z. mays parviglumis;  BC2S3,Curtiss
