I,Row,Pedigree,Genotype,FBNote,Farm
LC,6962,10-4092/4183-2,B73 x Bm-B73/bm1 (Ac3243) (B73-4),bm1 (Ac3243)/+ (B73-4),Curtiss
LC,6963,10-3891/4183-3,B73 x Bm-B73/bm1 (Ac3243) (B73-4),bm1 (Ac3243)/+ (B73-4),Curtiss
LC,6964,10-4170/4183-4,B73 x Bm-B73/bm1 (Ac3243) (B73-4),bm1 (Ac3243)/+ (B73-4),Curtiss
LC,6965,10-4088/4183-6,B73 x Bm-B73/bm1 (Ac3243) (B73-4),bm1 (Ac3243)/+ (B73-4),Curtiss
LC,6966,10-4170/4183-8,B73 x Bm-B73/bm1 (Ac3243) (B73-4),bm1 (Ac3243)/+ (B73-4),Curtiss
LC,6967,10-4170/4183-9,B73 x Bm-B73/bm1 (Ac3243) (B73-4),bm1 (Ac3243)/+ (B73-4),Curtiss
LC,6968,10-4169/4183-10,B73 x Bm-B73/bm1 (Ac3243) (B73-4),bm1 (Ac3243)/+ (B73-4),Curtiss
LC,6969,10-3891/4185-2,B73 x Bm-B73/bm1 (Ac3243) (B73-4),bm1 (Ac3243)/+ (B73-4),Curtiss
LC,6970,10-4091/4185-3,B73 x Bm-B73/bm1 (Ac3243) (B73-4),bm1 (Ac3243)/+ (B73-4),Curtiss
LC,6971,10-4169/4185-4,B73 x Bm-B73/bm1 (Ac3243) (B73-4),bm1 (Ac3243)/+ (B73-4),Curtiss
LC,6972,10-4168/4185-6,B73 x Bm-B73/bm1 (Ac3243) (B73-4),bm1 (Ac3243)/+ (B73-4),Curtiss
LC,6973,10-4170/4185-7,B73 x Bm-B73/bm1 (Ac3243) (B73-4),bm1 (Ac3243)/+ (B73-4),Curtiss
LC,6974,10-4167/4185-8,B73 x Bm-B73/bm1 (Ac3243) (B73-4),bm1 (Ac3243)/+ (B73-4),Curtiss
LC,6975,10-4168/4185-9,B73 x Bm-B73/bm1 (Ac3243) (B73-4),bm1 (Ac3243)/+ (B73-4),Curtiss
LC,6976,10-4167/4185-11,B73 x Bm-B73/bm1 (Ac3243) (B73-4),bm1 (Ac3243)/+ (B73-4),Curtiss
LC,6977,10-4171/4185-12,B73 x Bm-B73/bm1 (Ac3243) (B73-4),bm1 (Ac3243)/+ (B73-4),Curtiss
LC,6978,10-4166/4254-3,B73 x Bm-B73/bm2 (Ac3247) (B73-4),bm2 (Ac3247)/+ (B73-4),Curtiss
LC,6979,10-4166/4254-8,B73 x Bm-B73/bm2 (Ac3247) (B73-4),bm2 (Ac3247)/+ (B73-4),Curtiss
LC,6980,10-4158/4254-9,B73 x Bm-B73/bm2 (Ac3247) (B73-4),bm2 (Ac3247)/+ (B73-4),Curtiss
LC,6981,10-4106/4254-12,B73 x Bm-B73/bm2 (Ac3247) (B73-4),bm2 (Ac3247)/+ (B73-4),Curtiss
LC,6982,10-4406/4282-2,B73 x Bm-B73/bm2 (Ac3247) (B73-4),bm2 (Ac3247)/+ (B73-4),Curtiss
LC,6983,10-4406/4282-3,B73 x Bm-B73/bm2 (Ac3247) (B73-4),bm2 (Ac3247)/+ (B73-4),Curtiss
LC,6984,10-4406/4282-5,B73 x Bm-B73/bm2 (Ac3247) (B73-4),bm2 (Ac3247)/+ (B73-4),Curtiss
LC,6985,10-4091/4282-6,B73 x Bm-B73/bm2 (Ac3247) (B73-4),bm2 (Ac3247)/+ (B73-4),Curtiss
LC,6986,10-4406/4282-7,B73 x Bm-B73/bm2 (Ac3247) (B73-4),bm2 (Ac3247)/+ (B73-4),Curtiss
LC,6987,10-4092/4282-8,B73 x Bm-B73/bm2 (Ac3247) (B73-4),bm2 (Ac3247)/+ (B73-4),Curtiss
LC,6988,10-4092/4282-9,B73 x Bm-B73/bm2 (Ac3247) (B73-4),bm2 (Ac3247)/+ (B73-4),Curtiss
LC,6989,10-4093/4282-13,B73 x Bm-B73/bm2 (Ac3247) (B73-4),bm2 (Ac3247)/+ (B73-4),Curtiss
LC,6990,10-4106/4309-1,B73 x Bm-B73/bm4 (Ac3251) (B73-4),bm4 (Ac3251)/+ (B73-4),Curtiss
LC,6991,10-4166/4309-2,B73 x Bm-B73/bm4 (Ac3251) (B73-4),bm4 (Ac3251)/+ (B73-4),Curtiss
LC,6992,10-4162/4309-4,B73 x Bm-B73/bm4 (Ac3251) (B73-4),bm4 (Ac3251)/+ (B73-4),Curtiss
LC,6993,10-4163/4309-5,B73 x Bm-B73/bm4 (Ac3251) (B73-4),bm4 (Ac3251)/+ (B73-4),Curtiss
LC,6994,10-4163/4309-6,B73 x Bm-B73/bm4 (Ac3251) (B73-4),bm4 (Ac3251)/+ (B73-4),Curtiss
LC,6995,10-4402-30/4312-1,B73 x Bm-B73/bm4 (Ac3251) (B73-4),bm4 (Ac3251)/+ (B73-4),Curtiss
LC,6996,10-4161/4312-5,B73 x Bm-B73/bm4 (Ac3251) (B73-4),bm4 (Ac3251)/+ (B73-4),Curtiss
LC,6997,10-4081/4312-10,B73 x Bm-B73/bm4 (Ac3251) (B73-4),bm4 (Ac3251)/+ (B73-4),Curtiss
LC,6998,10-4404/4312-11,B73 x Bm-B73/bm4 (Ac3251) (B73-4),bm4 (Ac3251)/+ (B73-4),Curtiss
LC,6999,10-4148/4321-2,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7000,10-4409/4321-3,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7221,10-4142/4321-4,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7222,10-4142/4321-4,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7223,10-4162/4321-5,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7224,10-4162/4321-5,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7225,10-4148/4321-12,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7226,10-4148/4321-12,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7227,10-4165/4321-14,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7228,10-4165/4321-14,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7229,10-4161/4322-3,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7230,10-4161/4322-3,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7231,10-4405/4322-4,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7232,10-4405/4322-4,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7233,10-4144-21/4322-8,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7234,10-4144-21/4322-8,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7235,10-4403/4322-9,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7236,10-4403/4322-9,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7237,10-4402-29/4322-12,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7238,10-4402-29/4322-12,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7239,10-4408/4322-13,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7240,10-4408/4322-13,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7241,10-4404/4322-14,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7242,10-4404/4322-14,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7243,10-4167/4322-15,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7244,10-4167/4322-15,B73 x Bm-B73/bm5 (Ac3911) (B73-2),bm5 (Ac3911)/+ (B73-2),Curtiss
LC,7245,Ac3885,Z001E0151,(B73 x B97)S5 sib,Curtiss
LC,7246,Ac3885,Z001E0198,(B73 x B97)S5 sib,Curtiss
LC,7247,Ac3893,Z009E0096,(B73 x CML69)S5 sib,Curtiss
LC,7248,10g-1522-21@,Z010E0148,(B73 x Hp301)S6,Curtiss
LC,7249,Ac3895,Z011E0009,(B73 x IL14H)S5 sib,Curtiss
LC,7250,Ac3901,Z018E0228,(B73 x Mo18)S5 sib,Curtiss
LC,7251,10NAM-1778-21@,Z021E0148,(B73 x NC358)S6,Curtiss
LC,7252,Ac 4545,RPR0189,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7253,Ac 4545,RPR0190,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7254,Ac 4545,RPR0191,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7255,Ac 4545,RPR0192,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7256,Ac 4545,RPR0193,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7257,Ac 4545,RPR0194,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7258,Ac 4545,RPR0195,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7259,Ac 4545,RPR0196,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7260,Ac 4545,RPR0197,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7261,Ac 4545,RPR0198,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7262,Ac 4545,RPR0199,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7263,Ac 4545,RPR0200,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7264,Ac 4545,RPR0201,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7265,Ac 4549,RPR0001,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7266,Ac 4549,RPR0001,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7267,Ac 4550,RPR0002,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7268,Ac 4550,RPR0002,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7269,Ac 4551,RPR0003,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7270,Ac 4551,RPR0003,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7271,Ac 4552,RPR0004,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7272,Ac 4552,RPR0004,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7273,Ac 4553,RPR0005,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7274,Ac 4553,RPR0005,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7275,Ac 4554,RPR0006,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7276,Ac 4554,RPR0006,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7277,Ac 4555,RPR0007,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7278,Ac 4555,RPR0007,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7279,Ac 4556,RPR0009,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7280,Ac 4556,RPR0009,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7281,Ac 4557,RPR0010,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7282,Ac 4557,RPR0010,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7283,Ac 4558,RPR0011,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7284,Ac 4558,RPR0011,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7285,Ac 4559,RPR0012,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7286,Ac 4559,RPR0012,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7287,Ac 4560,RPR0013,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7288,Ac 4560,RPR0013,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7289,Ac 4561,RPR0014,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7290,Ac 4561,RPR0014,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7291,Ac 4562,RPR0015,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7292,Ac 4562,RPR0015,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7293,Ac 4563,RPR0018,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7294,Ac 4563,RPR0018,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7295,Ac 4564,RPR0019,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7296,Ac 4564,RPR0019,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7297,Ac 4565,RPR0021,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7298,Ac 4565,RPR0021,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7299,Ac 4566,RPR0023,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7300,Ac 4566,RPR0023,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7301,Ac 4567,RPR0024,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7302,Ac 4567,RPR0024,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7303,Ac 4568,RPR0025,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7304,Ac 4568,RPR0025,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7305,Ac 4569,RPR0026,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7306,Ac 4569,RPR0026,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7307,Ac 4570,RPR0028,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7308,Ac 4570,RPR0028,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7309,Ac 4571,RPR0029,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7310,Ac 4571,RPR0029,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7311,Ac 4572,RPR0030,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7312,Ac 4572,RPR0030,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7313,Ac 4573,RPR0031,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7314,Ac 4573,RPR0031,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7315,Ac 4574,RPR0032,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7316,Ac 4574,RPR0032,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7317,Ac 4575,RPR0034,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7318,Ac 4575,RPR0034,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7319,Ac 4576,RPR0035,(L-RPR x H-RPR)-derived DH,Curtiss
LC,7320,"10B-841-44@ [0,F]",[rf2a-R213/s; rso-A619/+]@,little to none necrosis after hole punch in 10B,Curtiss
LC,7321,"10B-841-44@ [0,F]",[rf2a-R213/s; rso-A619/+]@,little to none necrosis after hole punch in 10B,Curtiss
LC,7322,"10B-841-44@ [0,F]",[rf2a-R213/s; rso-A619/+]@,little to none necrosis after hole punch in 10B,Curtiss
LC,7323,"10B-841-44@ [0,F]",[rf2a-R213/s; rso-A619/+]@,little to none necrosis after hole punch in 10B,Curtiss
LC,7324,"10B-841-44@ [0,F]",[rf2a-R213/s; rso-A619/+]@,little to none necrosis after hole punch in 10B,Curtiss
LC,7325,"10B-841-44@ [0,F]",[rf2a-R213/s; rso-A619/+]@,little to none necrosis after hole punch in 10B,Curtiss
LC,7326,"10B-841-44@ [0,F]",[rf2a-R213/s; rso-A619/+]@,little to none necrosis after hole punch in 10B,Curtiss
LC,7327,"10B-841-44@ [0,F]",[rf2a-R213/s; rso-A619/+]@,little to none necrosis after hole punch in 10B,Curtiss
LC,7328,"10B-841-44@ [0,F]",[rf2a-R213/s; rso-A619/+]@,little to none necrosis after hole punch in 10B,Curtiss
LC,7329,"10B-841-44@ [0,F]",[rf2a-R213/s; rso-A619/+]@,little to none necrosis after hole punch in 10B,Curtiss
LC,7330,"10B-841-83 PC [0,S]/841-24 [0,F]",[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],little to none necrosis after hole punch in 10B,Curtiss
LC,7331,"10B-841-83 PC [0,S]/841-24 [0,F]",[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],little to none necrosis after hole punch in 10B,Curtiss
LC,7332,"10B-841-83 PC [0,S]/841-24 [0,F]",[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],little to none necrosis after hole punch in 10B,Curtiss
LC,7333,"10B-841-83 PC [0,S]/841-24 [0,F]",[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],little to none necrosis after hole punch in 10B,Curtiss
LC,7334,"10B-841-83 PC [0,S]/841-24 [0,F]",[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],little to none necrosis after hole punch in 10B,Curtiss
LC,7335,"10B-841-83 PC [0,S]/841-24 [0,F]",[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],little to none necrosis after hole punch in 10B,Curtiss
LC,7336,"10B-841-83 PC [0,S]/841-24 [0,F]",[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],little to none necrosis after hole punch in 10B,Curtiss
LC,7337,"10B-841-83 PC [0,S]/841-24 [0,F]",[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],little to none necrosis after hole punch in 10B,Curtiss
LC,7338,"10B-841-83 PC [0,S]/841-24 [0,F]",[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],little to none necrosis after hole punch in 10B,Curtiss
LC,7339,"10B-841-83 PC [0,S]/841-24 [0,F]",[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],little to none necrosis after hole punch in 10B,Curtiss
LC,7340,"10B-842-31 PC@ [0,0,F]",[rf2a-R213/s; rso-A619/+]@,little to none necrosis after hole punch in 10B,Curtiss
LC,7341,"10B-842-31 PC@ [0,0,F]",[rf2a-R213/s; rso-A619/+]@,little to none necrosis after hole punch in 10B,Curtiss
LC,7342,"10B-842-31 PC@ [0,0,F]",[rf2a-R213/s; rso-A619/+]@,little to none necrosis after hole punch in 10B,Curtiss
LC,7343,"10B-842-31 PC@ [0,0,F]",[rf2a-R213/s; rso-A619/+]@,little to none necrosis after hole punch in 10B,Curtiss
LC,7344,"10B-842-31 PC@ [0,0,F]",[rf2a-R213/s; rso-A619/+]@,little to none necrosis after hole punch in 10B,Curtiss
LC,7345,"10B-842-31 PC@ [0,0,F]",[rf2a-R213/s; rso-A619/+]@,little to none necrosis after hole punch in 10B,Curtiss
LC,7346,"10B-842-31 PC@ [0,0,F]",[rf2a-R213/s; rso-A619/+]@,little to none necrosis after hole punch in 10B,Curtiss
LC,7347,"10B-842-31 PC@ [0,0,F]",[rf2a-R213/s; rso-A619/+]@,little to none necrosis after hole punch in 10B,Curtiss
LC,7348,"10B-842-31 PC@ [0,0,F]",[rf2a-R213/s; rso-A619/+]@,little to none necrosis after hole punch in 10B,Curtiss
LC,7349,"10B-842-31 PC@ [0,0,F]",[rf2a-R213/s; rso-A619/+]@,little to none necrosis after hole punch in 10B,Curtiss
LC,7350,"10B-842-50 [0,0,S]/842-31 [0,0,F]",[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],little to none necrosis after hole punch in 10B,Curtiss
LC,7351,"10B-842-50 [0,0,S]/842-31 [0,0,F]",[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],little to none necrosis after hole punch in 10B,Curtiss
LC,7352,"10B-842-50 [0,0,S]/842-31 [0,0,F]",[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],little to none necrosis after hole punch in 10B,Curtiss
LC,7353,"10B-842-50 [0,0,S]/842-31 [0,0,F]",[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],little to none necrosis after hole punch in 10B,Curtiss
LC,7354,"10B-842-50 [0,0,S]/842-31 [0,0,F]",[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],little to none necrosis after hole punch in 10B,Curtiss
LC,7355,"10B-842-50 [0,0,S]/842-31 [0,0,F]",[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],little to none necrosis after hole punch in 10B,Curtiss
LC,7356,"10B-842-50 [0,0,S]/842-31 [0,0,F]",[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],little to none necrosis after hole punch in 10B,Curtiss
LC,7357,"10B-842-50 [0,0,S]/842-31 [0,0,F]",[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],little to none necrosis after hole punch in 10B,Curtiss
LC,7358,"10B-842-50 [0,0,S]/842-31 [0,0,F]",[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],little to none necrosis after hole punch in 10B,Curtiss
LC,7359,"10B-842-50 [0,0,S]/842-31 [0,0,F]",[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],little to none necrosis after hole punch in 10B,Curtiss
LC,7360,09-4066-8[S]/4066-9[F],[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],rf2a-R213/s; rso-A619/(rso/+),Curtiss
LC,7361,09-4066-8[S]/4066-9[F],[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],rf2a-R213/s; rso-A619/(rso/+),Curtiss
LC,7362,09-4066-8[S]/4066-9[F],[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],rf2a-R213/s; rso-A619/(rso/+),Curtiss
LC,7363,09-4066-8[S]/4066-9[F],[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],rf2a-R213/s; rso-A619/(rso/+),Curtiss
LC,7364,09-4066-8[S]/4066-9[F],[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],rf2a-R213/s; rso-A619/(rso/+),Curtiss
LC,7365,09-4066-8[S]/4066-9[F],[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],rf2a-R213/s; rso-A619/(rso/+),Curtiss
LC,7366,09-4066-8[S]/4066-9[F],[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],rf2a-R213/s; rso-A619/(rso/+),Curtiss
LC,7367,09-4066-8[S]/4066-9[F],[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],rf2a-R213/s; rso-A619/(rso/+),Curtiss
LC,7368,09-4066-8[S]/4066-9[F],[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],rf2a-R213/s; rso-A619/(rso/+),Curtiss
LC,7369,09-4066-8[S]/4066-9[F],[rf2a-R213/s; rso-A619/s] x [rf2-R213/s; rso-A619/+],rf2a-R213/s; rso-A619/(rso/+),Curtiss
LC,7370,10g-1002-21/1484,Z014E0031 x bm2(Ac3244)/s,(B73 x Ky21)S6 x bm2(Ac3244)/s,Curtiss
LC,7371,10g-1002-21/1484,Z014E0031 x bm2(Ac3244)/s,(B73 x Ky21)S6 x bm2(Ac3244)/s,Curtiss
LC,7442,Ac 4577,W22,,
LC,7455,11B-872,B73 x EDMX-2233 (sequenced Palomero T),"F1, Mexican Landrace",Curtiss
LC,7456,11B-873,B73 x EDMX-1374,"F1, Mexican Landrace",Curtiss
LC,7457,11B-874,B73 x Michoacan 21,"F1, Mexican Landrace",Curtiss
LC,7458,11B-875,B73 x Puebla 91 Arrocillo Amarillo (Conico),"F1, Mexican Landrace",Curtiss
LC,7459,11B-876,B73 x Sinaloa 2 Chapalote (Chapalote),"F1, Mexican Landrace",Curtiss
LC,7460,11B-877,B73 x Yucatan 7 Nal Tel (Tropical dent),"F1, Mexican Landrace",Curtiss
LC,7461,11B-884,Miami White Flour,,
LC,7462,10g-2077-26@,B73@,B73,Curtiss
LC,7463,10g-2077-26@,B73@,B73,Curtiss
LC,7464,10g-2077-26@,B73@,B73,Curtiss
LC,7465,10g-2077-26@,B73@,B73,Curtiss
LC,7466,10g-2077-26@,B73@,B73,Curtiss
LC,7467,10g-2077-26@,B73@,B73,Curtiss
LC,7468,10g-2077-26@,B73@,B73,Curtiss
LC,7469,10g-2077-26@,B73@,B73,Curtiss
LC,7470,10g-2077-26@,B73@,B73,Curtiss
LC,7471,10g-2077-26@,B73@,B73,Curtiss
LC,7472,10g-2077-26@,B73@,B73,Curtiss
LC,7473,10g-2077-26@,B73@,B73,Curtiss
LC,7474,10g-2077-26@,B73@,B73,Curtiss
LC,7475,10g-2077-22@,B73@,B73,Curtiss
LC,7476,10g-2077-22@,B73@,B73,Curtiss
LC,7477,10g-2077-22@,B73@,B73,Curtiss
LC,7478,10g-2077-22@,B73@,B73,Curtiss
LC,7479,10g-2077-22@,B73@,B73,Curtiss
LC,7480,10g-2077-22@,B73@,B73,Curtiss
LC,7481,10g-2077-22@,B73@,B73,Curtiss
LC,7482,10g-2077-22@,B73@,B73,Curtiss
LC,7483,10g-2077-22@,B73@,B73,Curtiss
LC,7484,10g-2077-22@,B73@,B73,Curtiss
LC,7485,10g-2077-22@,B73@,B73,Curtiss
LC,7486,10g-2077-22@,B73@,B73,Curtiss
LC,7487,10g-2077-22@,B73@,B73,Curtiss
LC,7488,10g-2077-22@,B73@,B73,Curtiss
LC,7489,10g-2077-22@,B73@,B73,Curtiss
LC,7490,10g-2077-22@,B73@,B73,Curtiss
JLY,8401,10-2157-4@,[B73 x M0057(B73-2)]@,BC2F3,Dairy
JLY,8402,10-2177-8@,[B73 x M0057(B73-2)]@,BC2F3,Dairy
JLY,8403,10-2061-6@,[B73 x M0057(B73-2)]@,BC2F3,Dairy
JLY,8404,10-2047-7@,[B73 x M0057(B73-2)]@,BC2F3,Dairy
JLY,8405,10-2215-6@,[B73 x M0057(B73-2)]@,BC2F3,Dairy
JLY,8406,10-2210-5@,[B73 x M0057(B73-2)]@,BC2F3,Dairy
JLY,8407,10g-1343-2@,[B73 x M0057(B73-2)]@,BC2F3,Dairy
JLY,8408,10-2173-5@,[B73 x M0057(B73-2)]@,BC2F3,Dairy
JLY,8409,10-2234-1@,[B73 x M0057(B73-2)]@,BC2F3,Dairy
JLY,8410,10g-1337-3@,[B73 x M0057(B73-2)]@,BC2F3,Dairy
JLY,8411,10-2180-5@,[B73 x M0057(B73-2)]@,BC2F3,Dairy
JLY,8412,10g-1288-9@,[B73 x M0027(B73-2)]@,BC2F3,Dairy
JLY,8413,10g-1402-2@,[B73 x M0057(B73-2)]@,BC2F3,Dairy
JLY,8414,10-2152-8@,[B73 x M0057(B73-2)]@,BC2F3,Dairy
JLY,8415,10g-1297-5@,[B73 x M0057(B73-2)]@,BC2F3,Dairy
JLY,8416,10g-1299-7@,[B73 x M0057(B73-2)]@,BC2F3,Dairy
JLY,8417,10g-1363-4@,[B73 x M0057(B73-2)]@,BC2F3,Dairy
JLY,8418,10g-1390-6@,[B73 x M0057(B73-2)]@,BC2F3,Dairy
JLY,8419,10-2161-6@,[B73 x M0057(B73-2)]@,BC2F3,Dairy
