Phenotype Name,Evaluation Locality,Planting Date,Rep,Accession,Source,Plant Name,Plant ID,Phenotype Value
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,NC296,NCSU,NC296 Row,1757,mean=12.8
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,NC298,NCSU,NC298 Row,1778,mean=11.33
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,NC300,NCSU,NC300 Row,1791,mean=12.8
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,NC320,NCSU,NC320 Row,1826,mean=13.6
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,NC350,NCSU,NC350 Row,1859,mean=13.0
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,NC352,NCSU,NC352 Row,1880,mean=12.8
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,NC354,NCSU,NC354 Row,1892,mean=12.8
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,ND246,ND,ND246 Row,1900,mean=10.4
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,Oh43,OHW,Oh43 Row,1919,mean=14.4
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,Oh7B,OHW,Oh7B Row,1924,mean=14.8
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,P39,PURD-AG,P39 Row,1940,mean=12.8
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,Pa91,PENN,Pa91 Row,1950,mean=16.0
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,SA24,PURD-BOT,SA24 Row,1974,mean=13.2
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,SC213R,SC,SC213R Row,1994,mean=12.8
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,SC55,SC,SC55 Row,2000,mean=14.0
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,Sg18,PURD-BOT,Sg18 Row,2015,mean=18.0
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,T232,TENN,T232 Row,2027,mean=12.5
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,T8,TENN,T8 Row,2039,mean=10.4
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,Tx601,TEX,Tx601 Row,2054,mean=16.0
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,Tzi10,IITA,Tzi10 Row,2065,mean=13.4
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,Tzi18,IITA,Tzi18 Row,2083,mean=12.0
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,U267Y,NATAL,U267Y Row,2102,mean=12.0
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,Va26,VATECH,Va26 Row,2108,mean=14.0
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,W117Ht,WISC,W117Ht Row,2124,mean=12.33
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,W182B,WISC,W182B Row,2147,mean=14.0
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,W64A,WISC,W64A Row,2166,mean=15.2
Ear Row Number,Clayton,4-Apr-00,2000_Summer_C2,Wf9,PURD-AG,Wf9 Row,2180,mean=15.33
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,38-11,PURD-AG,01C4517,2285,mean=17.3333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,A272,NATAL,01C4611,2288,mean=12
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,A441-5,NATAL,01C4565,2291,mean=12.3333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,A6,PHI,01C4522,2297,mean=16.3
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,A619,MINN,01C4519,2300,mean=15.875
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,A632,MINN,01C4538,2303,mean=14.2727272727273
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,B103,ISU,01C4541,2279,mean=16.125
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,B104,ISU,01C4585,2282,mean=14
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,B14A,ISU,01C4604,2267,mean=13.75
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,B37,ISU,01C4535,2270,mean=16.125
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,B68,ISU,01C4571,2276,mean=15.2307692307692
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,B73,ISU,01C4515,2261,mean=17.7777777777778
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,B84,ISU,01C4576,2264,mean=14.4444444444444
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,B97,ISU,01C4563,2273,mean=13.4545454545455
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,C103,UIUC-CS,01C4569,2538,mean=12
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,CI187-2,ISU,01C4573,2529,mean=12.8
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,CML247,CIMMYT,01C4575,2502,mean=13.5555555555556
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,CML258,CIMMYT,01C4566,2508,mean=9.75
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,CML261,CIMMYT,01C4540,2511,mean=11.2
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,CML277,CIMMYT,01C4580,2514,mean=10.125
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,CML281,CIMMYT,01C4560,2519,mean=12
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,CML287,CIMMYT,01C4570,2520,mean=10
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,CML333,CIMMYT,01C4514,2496,mean=12.4
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,CML91,CIMMYT,01C4530,2490,mean=11.5
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,D940Y,NATAL,01C4533,2484,mean=13.2222222222222
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,F44,FLA,01C4593,2478,mean=16.4444444444444
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,GT112,ARS-TIF,01C4551,2467,mean=11.3636363636364
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,H95,PURD-AG,01C4527,2458,mean=16
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,H99,PURD-AG,01C4589,2461,mean=11.6
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Hp301,PURD-BOT,01C4592,2464,mean=12.8888888888889
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,I137TN,NATAL,01C4600,2447,mean=11
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,I205,ISU,01C4539,2450,mean=17.1666666666667
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,IDS28,ISU,01C4603,2455,mean=14.9
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Il14H,UIUC-NR,01C4558,2441,mean=14.8
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Il677a,UIUC-NR,01C4506,2444,mean=14
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,K55,ARS-MO,01C4572,2432,mean=13.9166666666667
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Ki11,HWI,01C4597,2435,mean=12.1666666666667
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Ki21,HWI,01C4503,2426,mean=12
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Ki3,HWI,01C4511,2420,mean=12.3333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Ki43,HWI,01C4588,2429,mean=11.6363636363636
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Ki44,HWI,01C4605,2417,mean=12.4444444444444
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,KUI2007,HWI,01C4521,2541,mean=11.8333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Ky21,KY,01C4518,2423,mean=17.6666666666667
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,M162W,NATAL,01C4542,2411,mean=13.2
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,M37W,NATAL,01C4512,2414,mean=12.2
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Mo17,ARS-MO,01C4544,2405,mean=10.8571428571429
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Mo24W,ARS-MO,01C4613,2410,mean=16.6666666666667
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,MS153,MICH,01C4524,2402,mean=14.6666666666667
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,N192,NEBR,01C4528,2396,mean=15.0909090909091
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,N28Ht,NEBR,01C4555,2399,mean=18.75
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,NC250,NCSU,01C4543,2387,mean=15.4
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,NC258,NCSU,01C4553,2390,mean=15.6363636363636
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,NC260,NCSU,01C4607,2393,mean=13.7777777777778
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,NC296,NCSU,01C4586,2357,mean=14.4
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,NC298,NCSU,01C4526,2361,mean=10.2
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,NC300,NCSU,01C4507,2363,mean=12.7777777777778
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,NC304,NCSU,01C4502,2366,mean=11.4545454545455
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,NC320,NCSU,01C4578,2369,mean=13.25
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,NC338,NCSU,01C4531,2372,mean=14
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,NC348,NCSU,01C4584,2375,mean=10.1818181818182
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,NC350,NCSU,01C4598,2378,mean=14.1818181818182
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,NC352,NCSU,01C4606,2381,mean=11.4615384615385
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,NC354,NCSU,01C4548,2384,mean=11.7777777777778
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Oh43,OHW,01C4596,2342,mean=14
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Oh7B,OHW,01C4561,2345,mean=13.8181818181818
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Pa91,PENN,01C4590,2351,mean=15.5454545454545
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,SA24,PURD-BOT,01C4577,2312,mean=13.5454545454545
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,SC213R,SC,01C4516,2309,mean=9.71428571428571
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,SC55,SC,01C4508,2306,mean=14.1
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Sg18,PURD-BOT,01C4554,2339,mean=17.3333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,T232,TENN,01C4579,2333,mean=12.1
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,T8,TENN,01C4536,2336,mean=11.7777777777778
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Tx303,BB,01C4546,2240,mean=14.2222222222222
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Tx601,TEX,01C4608,2330,mean=16.0909090909091
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Tzi10,IITA,01C4504,2321,mean=12.5
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Tzi18,IITA,01C4602,2324,mean=12.6666666666667
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Tzi8,IITA,01C4525,2328,mean=14
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,U267Y,NATAL,01C4550,2318,mean=13.5454545454545
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Va26,VATECH,01C4513,2315,mean=13.3333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,W117Ht,WISC,01C4557,2258,mean=12.6363636363636
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,W153R,WISC,01C4574,2243,mean=12.7142857142857
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,W182B,WISC,01C4594,2246,mean=14.6363636363636
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,W64A,WISC,01C4529,2252,mean=15
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,W64A,WISC,01C4583,2249,mean=15.6666666666667
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep1,Wf9,PURD-AG,01C4510,2255,mean=15.8333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,38-11,PURD-AG,01C4690,2286,mean=17.5
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,A441-5,NATAL,01C4646,2292,mean=12.3333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,A6,PHI,01C4622,2298,mean=15.1428571428571
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,A619,MINN,01C4650,2301,mean=15.2
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,A632,MINN,01C4667,2304,mean=13.8
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,B103,ISU,01C4703,2280,mean=14.4285714285714
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,B104,ISU,01C4670,2283,mean=14.6666666666667
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,B14A,ISU,01C4712,2268,mean=12.8
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,B37,ISU,01C4710,2271,mean=16.6666666666667
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,B68,ISU,01C4652,2277,mean=16
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,B73,ISU,01C4701,2262,mean=18.6666666666667
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,B84,ISU,01C4640,2265,mean=14
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,B97,ISU,01C4645,2274,mean=13.3333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,C103,UIUC-CS,01C4624,2539,mean=11
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,CI187-2,ISU,01C4711,2530,mean=12.6666666666667
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,CML10,CIMMYT,01C4686,2527,mean=10
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,CML247,CIMMYT,01C4725,2503,mean=14
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,CML254,CIMMYT,01C4677,2506,mean=9.33333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,CML258,CIMMYT,01C4658,2509,mean=12
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,CML261,CIMMYT,01C4629,2512,mean=13
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,CML277,CIMMYT,01C4655,2515,mean=11.3333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,CML287,CIMMYT,01C4714,2521,mean=12
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,CML333,CIMMYT,01C4647,2497,mean=12
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,CML91,CIMMYT,01C4657,2491,mean=10.5714285714286
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,D940Y,NATAL,01C4642,2485,mean=12
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,F2834T,NATAL,01C4675,2476,mean=12
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,F44,FLA,01C4687,2479,mean=12.8571428571429
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,GT112,ARS-TIF,01C4664,2468,mean=11.7142857142857
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,H95,PURD-AG,01C4634,2459,mean=15.6
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,H99,PURD-AG,01C4654,2462,mean=11.2222222222222
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Hp301,PURD-BOT,01C4729,2465,mean=13.5555555555556
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,I137TN,NATAL,01C4637,2448,mean=10.6666666666667
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,I205,ISU,01C4730,2451,mean=18
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,IDS28,ISU,01C4665,2456,mean=14.6666666666667
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Il14H,UIUC-NR,01C4679,2442,mean=15
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Il677a,UIUC-NR,01C4688,2445,mean=13
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,K55,ARS-MO,01C4722,2433,mean=15.2
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Ki11,HWI,01C4706,2436,mean=12
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Ki21,HWI,01C4723,2427,mean=12.5714285714286
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Ki3,HWI,01C4648,2421,mean=13.3333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Ki43,HWI,01C4696,2430,mean=10.8
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Ki44,HWI,01C4656,2418,mean=12
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,KUI2007,HWI,01C4669,2542,mean=12
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Ky21,KY,01C4728,2424,mean=11.3333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,M162W,NATAL,01C4635,2412,mean=14.6666666666667
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,M37W,NATAL,01C4695,2415,mean=13
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Mo17,ARS-MO,01C4636,2406,mean=10.8
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Mo24W,ARS-MO,01C4709,2408,mean=16.6666666666667
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,MS153,MICH,01C4694,2403,mean=16
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,N192,NEBR,01C4681,2397,mean=16
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,N28Ht,NEBR,01C4683,2400,mean=18
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,NC250,NCSU,01C4643,2388,mean=13.2
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,NC258,NCSU,01C4721,2391,mean=14.625
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,NC260,NCSU,01C4718,2394,mean=14
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,NC296,NCSU,01C4671,2358,mean=13.2
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,NC298,NCSU,01C4726,2362,mean=9.6
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,NC300,NCSU,01C4659,2364,mean=13.2
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,NC304,NCSU,01C4663,2367,mean=11
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,NC320,NCSU,01C4697,2370,mean=13.5555555555556
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,NC338,NCSU,01C4727,2373,mean=11.8333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,NC348,NCSU,01C4732,2376,mean=10.1111111111111
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,NC350,NCSU,01C4628,2379,mean=13.25
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,NC352,NCSU,01C4649,2382,mean=11.2
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,NC354,NCSU,01C4724,2385,mean=12
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Oh43,OHW,01C4707,2343,mean=15
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Oh7B,OHW,01C4720,2346,mean=15.8
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Pa91,PENN,01C4672,2352,mean=14.3333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,SA24,PURD-BOT,01C4625,2313,mean=13.3333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,SC213R,SC,01C4668,2310,mean=11.7777777777778
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,SC55,SC,01C4680,2307,mean=15.625
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Sg18,PURD-BOT,01C4689,2340,mean=18.3333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,T232,TENN,01C4621,2334,mean=11.3333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,T8,TENN,01C4626,2337,mean=10
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Tx303,BB,01C4623,2241,mean=13.4285714285714
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Tx601,TEX,01C4678,2331,mean=14.8
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Tzi10,IITA,01C4692,2322,mean=12.6
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Tzi18,IITA,01C4699,2325,mean=12.4
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Tzi8,IITA,01C4627,2329,mean=11.6666666666667
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,U267Y,NATAL,01C4698,2319,mean=13.3333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Va26,VATECH,01C4662,2316,mean=14
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,W117Ht,WISC,01C4631,2259,mean=11
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,W153R,WISC,01C4702,2244,mean=14
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,W182B,WISC,01C4715,2247,mean=15
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,W64A,WISC,01C4661,2250,mean=15.6666666666667
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,W64A,WISC,01C4666,2253,mean=12
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep2,Wf9,PURD-AG,01C4705,2256,mean=15.6
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,38-11,PURD-AG,01C4804,2287,mean=17.4285714285714
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,A272,NATAL,01C4769,2290,mean=12.1666666666667
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,A441-5,NATAL,01C4845,2293,mean=11.875
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,A6,PHI,01C4799,2299,mean=14.7333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,A619,MINN,01C4805,2302,mean=15.5
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,A632,MINN,01C4758,2305,mean=13.8
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,B103,ISU,01C4800,2281,mean=15.1111111111111
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,B104,ISU,01C4818,2284,mean=14.7272727272727
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,B14A,ISU,01C4795,2269,mean=12.8888888888889
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,B37,ISU,01C4844,2272,mean=15
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,B68,ISU,01C4775,2278,mean=15.7142857142857
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,B73,ISU,01C4771,2263,mean=16.8333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,B84,ISU,01C4783,2266,mean=15.3333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,B97,ISU,01C4825,2275,mean=13.2727272727273
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,C103,UIUC-CS,01C4761,2540,mean=12
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,CI187-2,ISU,01C4794,2531,mean=11.75
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,CML10,CIMMYT,01C4843,2528,mean=8.66666666666667
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,CML247,CIMMYT,01C4839,2504,mean=13.8
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,CML258,CIMMYT,01C4779,2510,mean=11.3333333333333
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,CML261,CIMMYT,01C4790,2513,mean=13.4444444444444
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,CML277,CIMMYT,01C4840,2516,mean=11.5
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,CML281,CIMMYT,01C4834,2518,mean=12
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,CML287,CIMMYT,01C4837,2522,mean=11
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,CML333,CIMMYT,01C4751,2498,mean=13.2
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,CML91,CIMMYT,01C4766,2492,mean=11.2
Ear Row Number,Clayton,15-Apr-01,2001_Summer_F4A_Rep3,D940Y,NATAL,01C4823,2486,mean=11.5
