ped,AKW,KC,TKW
Hp301|P39,0.244345335727977,254.219961052072,64.885974808296
Hp301|Tx303,0.266070006,605.444444444443,159.598888888888
IL14H|Ki11,0.371061042666664,515.000000000009,191.527777777779
IL14H|Mo17,0.375533762222222,364.333333333333,132.366666666667
IL14H|Ms71,0.342477474,378.77777777778,124.003333333334
IL14H|NC350,0.359065380649657,403.214384920545,141.889898007344
IL14H|NC358,0.313092200222222,441.000000000001,135.984444444445
IL14H|Oh43,0.33116282963383,487.919504335553,157.625368356527
Ki11|Ki3,0.301555626047051,407.912748015829,123.618699003672
Ki11|M162W,0.360373043425291,615.851357342544,221.757129158886
Ki11|Mo17,0.382731997666667,593.777777777776,226.455555555555
Ki11|Mo18W,0.285594492444445,285.333333333342,84.4977777777806
Ki11|NC358,0.313995596649657,512.339384920548,161.592398007345
Ki11|Oh43,0.350404268774657,572.714384920548,199.896148007345
Ki11|Tx303,0.319162979111111,536.333333333331,173.573333333333
Ki11|Tzi8,0.243165813777778,492,128.484444444445
Ki3|M162W,0.348649726644272,605.21135912694,211.201546225894
Ki3|M37W,0.324126379913502,426.918594104112,136.525481159646
Ki3|Mo18W,0.293941219342073,547.347165532685,167.604052588218
Ki3|NC358,0.300599934111111,596.77777777778,179.523333333334
Ki3|Oh7B,0.373443742274658,373.339384920541,137.403648007343
Ki3|P39,0.340264779774658,287.964384920538,98.998648007342
Ki3|Tx303,0.351164794555556,571.72222222222,200.069444444444
Ki3|Tzi8,0.282577972166667,608.61111111111,174.113333333333
Ky21|M37W,0.337711105476039,710.253957047758,241.873988529925
Ky21|Mo17,0.407447989524655,673.83938492055,275.202398007344
Ky21|Ms71,0.385119879777777,578.222222222222,221.816666666666
Ky21|NC350,0.336385146632647,675.150992063321,229.718129348024
Ky21|NC358,0.350084474352606,635.058581349164,222.511615670339
Ky21|Oh43,0.318311494666667,684.555555555555,215.833333333333
Ky21|Oh7B,0.390526170222223,528.666666666663,205.804444444444
Ky21|P39,0.319555029,464.222222222227,145.227777777779
Ky21|Tx303,0.376572525553995,706.829414682495,266.221337892561
Ky21|Tzi8,0.297753030191556,761.740869280354,231.66804537162
M162W|Mo18W,0.333459325111111,674.666666666666,224.723333333333
M162W|NC350,0.327178394444444,600.444444444442,197.184444444444
M162W|NC358,0.363458452000003,475.666666666653,167.523333333331
M162W|Oh7B,0.377736308444444,576.111111111111,221.235555555555
M162W|Tx303,0.375785454333334,726.222222222221,272.525555555555
M162W|Tzi8,0.293338657616888,660.51826143929,194.183909256759
M37W|Mo17,0.363561235444444,545.444444444446,196.942222222222
M37W|Mo18W,0.350511791888889,412.222222222219,143.775555555555
M37W|Ms71,0.314458396444444,636.61111111111,200.423888888889
M37W|NC350,0.290589133111111,382.166666666666,111.588888888889
M37W|NC358,0.343739308851201,426.062152778076,143.74410697429
M37W|Oh43,0.321451458056359,532.775736961254,170.652624016789
M37W|Oh7B,0.332973392055556,506.555555555554,165.585555555555
M37W|P39,0.370595111111112,218.44444444444,80.573333333332
M37W|Tx303,0.321125057611111,685.111111111111,221.293888888889
M37W|Tzi8,0.260742988944444,616.166666666664,160.709444444443
Mo17|NC350,0.326380753035026,606.997849006658,196.420013698256
Mo17|NC358,0.358332631888888,576.888888888893,206.135555555556
Mo17|Oh43,0.364982943833333,509.499999999999,184.186666666666
Mo17|Oh7B,0.386761803333332,544.555555555557,209.765555555556
Mo17|P39,0.322825928333333,437.944444444444,132.568333333333
Mo17|Tx303,0.367643583444443,731.333333333334,267.865555555555
Mo18W|NC350,0.259386331222222,521.555555555555,133.235555555555
Mo18W|Tzi8,0.232629821185854,515.766659196318,129.300240017811
Ms71|NC358,0.351132257999999,529.277777777779,184.638333333333
Ms71|Oh43,0.314058947666667,515.22222222222,155.136666666666
Ms71|P39,0.35547695025599,336.78373296028,118.991363978629
NC350|NC358,0.287156255722222,497.999999999996,142.240277777776
NC350|Oh43,0.314944282385637,485.836232773522,154.545786645741
NC350|Oh7B,0.365397218333334,464.999999999998,169.101111111111
NC350|P39,0.321990180222222,158.777777777773,52.8466666666651
NC350|Tx303,0.348954177809371,461.642845936633,159.562321863254
NC350|Tzi8,0.236799692222222,619.111111111108,145.977777777777
NC358|Oh43,0.304266288666667,556.777777777777,170.546111111111
NC358|P39,0.273812127410809,419.771832400708,113.955076613242
NC358|Tx303,0.326500488666667,595.333333333332,194.851111111111
Oh43|Oh7B,0.363135094333333,448.444444444443,159.425555555555
Oh43|P39,0.274774539107294,342.718265174463,92.4754559145193
Oh7B|Tx303,0.382566479999999,516.777777777779,197.283333333334
Oh7B|Tzi8,0.328776154222222,552.944444444444,181.026111111111
P39|Tx303,0.324193035666667,431.333333333334,131.154444444445
P39|Tzi8,0.264500125444445,549.888888888888,144.15
Tx303|Tzi8,0.334555103333333,721.222222222222,241.061111111111
