ped,CL,CD,CW
CML333|Ki3,206.868888888885,32.2566666666664,51.4885555555553
CML333|Ky21,228.099999999995,28.6344444444443,55.322222222222
CML333|M162W,197.25333333333,29.996111111111,38.9736666666663
CML333|Mo17,226.701111111108,27.9788888888887,42.9266666666664
CML333|Mo18W,194.851111111107,29.4544444444443,35.9866666666665
CML333|NC358,179.949999999996,28.3527777777776,38.3616111111108
CML333|Oh43,231.091111111108,26.7866666666665,47.1199999999997
CML333|Oh7B,187.777222222219,26.4155555555554,32.9164999999996
CML333|P39,200.799999999997,25.2477777777776,28.2055555555557
CML333|Tx303,174.666666666664,31.2911111111109,36.3988888888886
CML333|Tzi8,188.637058027822,31.8394390937014,37.1742362598716
CML52|CML69,178.419999999996,22.3844444444443,16.8877777777775
CML52|Ki11,203.207777777774,29.4111111111111,39.2945555555557
CML52|Ki3,161.500031075868,25.7690971609312,25.0826777949454
CML52|Ky21,220.188888888886,25.2011111111108,45.3222222222217
CML52|M37W,178.326666666663,24.1544444444442,24.1809999999999
CML52|Mo17,207.677777777774,22.9633333333332,26.0522222222219
CML52|Mo18W,191.134444444440,27.2577777777776,32.062111111111
CML52|NC350,172.655555555553,21.6733333333332,20.5044444444442
CML52|Oh7B,215.001111111108,24.2799999999999,34.8488888888886
CML52|Tx303,195.609999999996,28.2199999999998,32.7011111111108
CML52|Tzi8,193.483333333323,26.3616666666657,30.3649999999985
CML69|Ki11,153.742222222219,30.7177777777777,33.2258888888886
CML69|Ky21,222.210070146161,26.3064797975954,51.3987104989004
CML69|M162W,208.006684203204,28.9882866160654,41.7113442913916
CML69|M37W,133.102222222219,27.2322222222220,22.6524444444439
CML69|Mo17,226.551111111107,25.8144444444443,37.4777777777775
CML69|NC350,150.662222222219,22.8088888888887,21.9208888888886
CML69|P39,187.383757768964,23.5388888888887,25.2466666666665
CML69|Tx303,196.201684203204,30.3707866160653,37.8468442913917
CML69|Tzi8,215.305434203204,30.3782866160654,38.5632192913916
Hp301|M37W,215.827777777774,23.9933333333332,31.1396666666664
Hp301|Mo17,237.722507768964,23.8285242902326,29.5987944487359
Hp301|NC350,182.716666666664,22.2911111111109,20.3608888888885
Hp301|NC358,193.629999999997,22.0933333333332,26.3032222222220
Hp301|Oh43,191.018888888885,23.1144444444443,23.2988888888887
Hp301|P39,174.804303471923,21.0394840919605,16.4372444542541
Hp301|Tx303,179.632222222219,27.3044444444443,28.4466666666664
IL14H|Ki11,199.849999999996,31.8999999999999,41.3935555555553
IL14H|Mo17,201.708888888885,25.1266666666665,24.8808888888886
IL14H|Ms71,177.149999999996,25.9311111111110,28.5322222222218
IL14H|NC350,188.594184203204,25.1332866160654,25.1628442913916
IL14H|NC358,181.021111111108,25.3961111111109,28.8077777777775
IL14H|Oh43,193.731798477586,26.8155356967738,28.9318444493491
Ki11|Ki3,191.989869879379,32.6494905302548,51.8366721456957
Ki11|M162W,225.237669492113,33.6285653134366,59.4135001700116
Ki11|Mo17,245.755555555552,29.3988888888888,50.0899999999998
Ki11|Mo18W,168.748888888885,33.2622222222221,36.7971111111108
Ki11|NC358,193.599076539626,28.8945366160654,43.0987192913916
Ki11|Oh43,236.519184203204,29.4982866160654,43.9125942913916
Ki11|Tx303,192.736666666663,32.3366666666665,49.7199999999997
Ki11|Tzi8,189.831111111108,32.0644444444443,42.1929999999997
Ki3|M162W,196.066883768267,31.9976155302549,48.823456867918
Ki3|M37W,155.156168233841,31.7084633631517,36.0028107086931
Ki3|Mo18W,202.133849607328,31.8232265510068,43.9316440946095
Ki3|NC358,192.561111111108,29.4099999999998,45.5033333333331
Ki3|Oh7B,192.295434203204,28.4632866160654,43.0433442913916
Ki3|P39,202.336684203205,26.2332866160654,28.9183442913916
Ki3|Tx303,174.108888888885,33.9588888888888,48.6561111111109
Ki3|Tzi8,184.121666666663,32.476666666667,42.933722222223
Ky21|M37W,237.477746701903,27.8642361724021,56.4799333161659
Ky21|Mo17,245.805434203204,25.3107866160654,50.9730942913916
Ky21|Ms71,211.226666666663,25.4511111111110,45.4477777777775
Ky21|NC350,221.532535073079,26.7004621210198,44.4047996938946
Ky21|NC358,198.582022657156,26.9165044191437,45.0452068679179
Ky21|Oh43,215.521111111108,27.6922222222221,49.2433333333331
Ky21|Oh7B,241.772222222219,25.0455555555554,52.3677777777775
Ky21|P39,216.556666666663,24.6811111111109,32.7533333333331
Ky21|Tx303,206.777578212712,29.6584488635882,51.8491443679178
Ky21|Tzi8,208.00723524565,30.7963497677769,52.7367331235405
M162W|Mo18W,205.688888888885,30.3466666666666,40.3999999999998
M162W|NC350,191.745555555552,26.1322222222221,27.9055555555553
M162W|NC358,181.676666666663,27.0299999999998,31.5195555555554
M162W|Oh7B,213.059999999997,25.1288888888887,35.4199999999998
M162W|Tx303,186.088888888885,28.9522222222221,37.6963333333331
M162W|Tzi8,171.585529508689,30.6273004644457,38.0082004195846
M37W|Mo17,216.985555555552,24.7055555555554,34.2361111111108
M37W|Mo18W,160.695555555552,30.9022222222221,31.5699999999998
M37W|Ms71,204.334999999996,26.6077777777776,38.0222222222219
M37W|NC350,173.785555555552,24.3438888888887,24.4754999999997
M37W|NC358,191.451605288769,26.7684968437703,38.9055449801282
M37W|Oh43,205.499563893043,25.976083693864,31.594358380324
M37W|Oh7B,219.140555555552,26.4061111111110,38.2783888888886
M37W|P39,203.224444444441,24.4899999999998,28.2877777777775
M37W|Tx303,193.948888888885,30.3566666666665,37.9279999999997
M37W|Tzi8,209.669999999997,29.1044444444443,37.6977777777775
Mo17|NC350,220.298932988188,23.9337802620413,27.2802442518189
Mo17|NC358,208.203333333329,23.4833333333332,33.9273333333331
Mo17|Oh43,237.629999999996,23.8949999999998,32.1308888888886
Mo17|Oh7B,237.79333333333,23.4877777777776,35.5143333333330
Mo17|P39,219.652777777774,23.3505555555554,22.2664999999997
Mo17|Tx303,216.318888888886,27.9122222222219,38.0344444444442
Mo18W|NC350,187.773757768964,26.2433333333332,25.3366666666664
Mo18W|Tzi8,169.420996865640,28.4730732736961,28.9610452492798
Ms71|NC358,197.069444444441,25.2838888888887,36.9188888888886
Ms71|Oh43,211.427507768964,25.6866666666665,32.8499999999997
Ms71|P39,208.501111111108,25.2711111111110,30.2669999999997
NC350|NC358,178.474444444441,24.6033333333332,25.0271666666663
NC350|Oh43,203.112449357272,25.4711844554084,29.836445579968
NC350|Oh7B,223.985555555552,24.4666666666665,37.0988888888886
NC350|P39,182.734444444440,21.1388888888888,19.4177777777774
NC350|Tx303,186.082746701904,27.8964583946242,26.6521555383881
NC350|Tzi8,197.628888888885,25.7444444444443,26.8998888888886
NC358|Oh43,205.347222222219,26.1116666666665,34.8438888888886
