Barcode,Cob_length (mm),Cob_Diameter (mm),Cob_Weight (g),Bag,I,Note,,
11-5238-23 OP,167.06,27.26,23.79,?,LL,,,
11-5239-21 OP,184.58,27.67,31.99,?,LL,,,
11-5241-21 OP,195.75,25.8,29.45,?,LL,,,
11-5241-22 OP,196.12,32.25,44.25,?,LL,,,
11-5241-23 OP,194.89,29.88,39.59,?,LL,,,
11-5242-21 OP,158.79,26.71,24.37,?,LL,,,
11-5243-22 OP,169.25,27.77,36.85,?,LL,,,
11-5244-22 OP,77.52,17.82,4.14,?,LL,,,
11-5245-21 OP,177.89,28.81,37.68,?,LL,,,
11-5245-22 OP,176.64,26.21,34.53,?,LL,,,
11-5246-21 OP,130.18,28.76,18.77,?,LL,,,
11-5246-22 OP,148.68,25.33,18.07,?,LL,,,
11-5247-21 OP,152.25,23.77,22.29,?,LL,,,
11-5247-22 OP,161.76,23.83,22.43,?,LL,,,
11-5248-21 OP,178.97,28.31,27.45,?,LL,,,
11-5248-22 OP,199.87,30.13,35.03,?,LL,,,
11-5248-23 OP,192.3,30.1,35.71,?,LL,,,
11-5249-21 OP,177.03,26.02,33.45,?,HYJ,,,
11-5249-22 OP,178.2,25.26,28.83,?,HYJ,,,
11-5249-23 OP,163.52,26.67,16.66,?,HYJ,2 pieces,,
11-5250-21 OP,173.58,27.29,30.91,?,HYJ,,,
11-5250-22 OP,166.55,26.73,32.05,?,HYJ,,,
11-5250-23 OP,162.24,25.38,32.89,?,HYJ,,,
11-5251-21 OP,147.23,26.59,23.95,?,HYJ,,,
11-5251-22 OP,131.85,26.83,16.8,?,HYJ,,,
11-5251-23 OP,124.52,22.37,9.96,?,HYJ,,,
11-5252-21 OP,146.82,26.77,20.42,?,HYJ,,,
11-5252-22 OP,135.87,26.52,19.33,?,HYJ,,,
11-5253-21 OP,130.35,25.57,12.38,?,HYJ,,,
11-5253-22 OP,147.81,23.65,14.2,?,HYJ,,,
11-5254-21 OP,137.86,23.29,11.77,?,HYJ,,,
11-5254-22 OP,139.03,21.46,11.29,?,HYJ,,,
11-5254-23 OP,126.75,22.25,12.22,?,HYJ,,,
11-5255-21 OP,145.06,24.74,20.14,?,HYJ,,,
11-5256-21 OP,139.66,26.01,22.34,?,HYJ,,,
11-5256-22 OP,153.47,24.7,15.06,?,HYJ,,,
11-5256-23 OP,124.68,25.45,20,?,HYJ,,,
11-5257-21 OP,144.2,15.87,7.16,?,HYJ,,,
11-5257-22 OP,156.81,18.65,11.22,?,HYJ,,,
11-5258-21 OP,119.68,23.33,8.15,?,HYJ,,,
11-5258-22 OP,120.72,23.84,10.72,?,HYJ,,,
11-5258-23 OP,136.92,26.59,20.45,?,HYJ,,,
11-5259-21 OP,87.08,21.5,5.73,?,HYJ,,,
11-5259-22 OP,114.9,23.18,10.92,?,HYJ,,,
11-5260-21 OP,100.57,21.86,6.42,?,HYJ,,,
11-5260-22 OP,94,21.58,6.56,?,HYJ,,,
11-5260-23 OP,102.3,22.5,9.79,?,HYJ,,,
11-5289-22 OP,151.17,27.19,22.89,?,LL,,,
11-5289-23 OP,179.75,27.12,29.88,?,LL,,,
11-5290-21 OP,160.21,28.81,28.53,?,LL,,,
11-5290-22 OP,171.43,28.88,35.31,?,LL,,,
11-5291-21 OP,114.04,27.3,15.97,?,HYJ,,,
11-5291-22 OP,127.94,27.99,19.1,?,HYJ,,,
11-5292-21 OP,210.03,27.23,32.57,?,HYJ,,,
11-5294-21 OP,159.47,22.49,21.87,?,HYJ,,,
11-5294-22 OP,151.68,24.55,23.59,?,HYJ,,,
11-5295-21 OP,122.99,19.53,12.28,?,HYJ,,,
11-5295-22 OP,121.24,21,12.3,?,HYJ,,,
11-5295-23 OP,119.81,20.08,13.24,?,HYJ,,,
11-5296-21 OP,185.54,28.22,24.38,?,HYJ,,,
11-5296-22 OP,170.47,26.54,24.42,?,HYJ,,,
11-5296-23 OP,192.14,27.28,29.65,?,HYJ,,,
11-5297-21 OP,164.3,27.51,25.92,?,HYJ,,,
11-5297-22 OP,122.04,25.91,14.65,?,HYJ,,,
11-5297-23 OP,134.63,24.23,11.39,?,HYJ,,,
11-5298-21 OP,122.67,28.81,20.73,?,HYJ,,,
11-5298-22 OP,112.33,27.59,16.42,?,HYJ,,,
11-5298-23 OP,114.29,28.44,16.8,?,HYJ,,,
11-5299-21 OP,123.43,26.65,14.48,?,HYJ,,,
11-5299-22 OP,147.63,28.19,22.64,?,HYJ,,,
11-5299-23 OP,163.55,27.86,35.49,?,HYJ,,,
11-5300-21 OP,133.81,27.49,29.68,?,HYJ,,,
11-5300-22 OP,127.83,27.93,20.32,?,HYJ,,,
11-5300-23 OP,125.32,23.26,15.18,?,HYJ,,,
11-5335-22 OP,160.32,27.58,24.01,10,HYJ,,,
11-5336-22 OP,111.57,26.83,9.84,10,HYJ,,,
11-5350-21 OP,151.3,27.05,23.67,10,HYJ,,,
11-5351-21 OP,143.68,24.85,18.16,10,HYJ,,,
11-5351-22 OP,134.43,24.56,15.99,10,HYJ,,,
11-5352-21 OP,138.85,28.25,22.25,10,HYJ,,,
11-5355-21 OP,136.22,28.33,21.13,10,HYJ,,,
11-5355-22 OP,139.76,27.89,19.69,10,HYJ,,,
11-5355-23 OP,131.55,27.96,17.83,10,HYJ,,,
11-5358-21 OP,166.25,24.05,17.78,10,HYJ,,,
11-5360-22 OP,106.06,17.87,6.31,10,HYJ,,,
11-5362-21 OP,102.37,20.44,8.74,10,HYJ,,,
11-5363-22 OP,172.87,24.1,20.81,10,HYJ,,,
11-5368-21 OP,162.58,28.3,27.27,10,HYJ,,,
11-5368-22 OP,195.28,27.85,26.89,10,HYJ,,,
11-5369-22 OP,88.18,24.58,11.32,10,HYJ,,,
11-5371-21 OP,136.31,26.8,15.35,10,HYJ,,,
11-5372-22 OP,142.42,25.87,18.43,10,HYJ,,,
11-5373-21 OP,176.27,26.82,26.82,10,HYJ,,,
11-5375-21 OP,174.65,24.89,21.53,10,HYJ,,,
11-5375-23 OP,179.11,24.3,18.82,10,HYJ,,,
11-5378-21 OP,177.6,24.54,24.99,10,HYJ,,,
11-5378-22 OP,187.38,26.21,31.24,10,HYJ,,,
11-5379-21 OP,131.01,23.87,15.87,10,HYJ,,,
11-5380-21 OP,125.29,23.13,13.51,10,HYJ,,,
11-5380-22 OP,146,25.36,21.75,10,HYJ,,,
11-5380-23 OP,142.23,25.75,19.85,10,HYJ,,,
11-5381-21 OP,132.15,26.14,16.79,10,HYJ,,,
11-5381-22 OP,104.56,27.2,14.06,10,HYJ,,,
11-5382-21 OP,127.96,26.48,17.4,10,HYJ,,,
11-5382-22 OP,125.33,24.94,16.14,10,HYJ,,,
11-5382-23 OP,127.53,25.06,16.48,10,HYJ,,,
11-5383-21 OP,138.02,24.65,19.68,10,HYJ,,,
11-5383-22 OP,134.4,20.32,9.94,10,HYJ,,,
11-5384-21 OP,134.43,16,9.42,10,HYJ,,,
11-5385-23 OP,123.08,22.21,11.36,10,HYJ,,,
11-5386-21 OP,122.09,26.52,15.64,10,HYJ,,,
11-5386-22 OP,130.11,27.18,19.6,10,HYJ,,,
11-5386-23 OP,114.82,26.48,16.33,10,HYJ,,,
11-5393-23 OP,172.36,27.44,28.92,10,HYJ,2 pieces,,
11-5394-21 OP,166.54,24.55,20.48,10,HYJ,,,
11-5395-22 OP,142.76,26.33,18.74,10,HYJ,,,
11-5396-21 OP,139.97,25.3,21.22,10,HYJ,,,
11-5396-22 OP,172.17,25.73,25.21,10,HYJ,,,
11-5397-21 OP,126.82,28.13,18.14,10,HYJ,,,
11-5397-22 OP,141.93,19.67,12.97,10,HYJ,,,
11-5397-23 OP,163.12,27.56,19.15,10,HYJ,,,
11-5398-21 OP,130.4,22.21,15.14,10,HYJ,,,
11-5398-23 OP,182.59,22.25,24.53,10,HYJ,2 pieces,,
11-5399-23 OP,88.52,20.53,5.13,10,HYJ,,,
11-5400-22 OP,130.2,25.54,16.06,10,HYJ,,,
11-5401-21 OP,95.35,25.4,13.37,10,HYJ,,,
11-5401-22 OP,179.26,28.4,36.51,10,HYJ,,,
11-5401-23 OP,192,23.09,22.86,10,HYJ,,,
11-5403-21 OP,172.69,25.3,22.29,10,HYJ,,,
11-5403-22 OP,181.34,27.12,28.62,10,HYJ,,,
11-5403-23 OP,188.77,27.01,31.05,10,HYJ,,,
11-5404-21 OP,179.44,23.61,20.51,10,HYJ,,,
11-5404-22 OP,195.46,27.15,24.55,10,HYJ,,,
11-5404-23 OP,202.91,27.12,29.39,10,HYJ,,,
11-5405-21 OP,87.75,21.65,6.71,10,HYJ,,,
11-5406-21 OP,192.22,29.91,36.92,10,HYJ,,,
11-5406-22 OP,183.24,27.22,30.64,10,HYJ,,,
11-5406-23 OP,186.85,27.17,29.7,10,HYJ,,,
11-5407-21 OP,145.12,25.12,19.02,10,HYJ,,,
11-5407-22 OP,178.03,28.64,31.77,10,HYJ,,,
11-5407-23 OP,204.85,28.66,38.22,10,HYJ,,,
11-5408-21 OP,99.49,17.6,4.23,10,HYJ,,,
11-5409-22 OP,181.01,27.16,28.45,10,HYJ,,,
11-5409-23 OP,168.92,28.1,29.99,10,HYJ,,,
11-5410-21 OP,160.91,24.38,22.14,10,HYJ,,,
11-5410-22 OP,172.95,24.12,22.28,10,HYJ,,,
11-5410-23 OP,159.44,23.84,21.13,10,HYJ,,,
11-5412-21 OP,197.15,31.2,44.69,10,HYJ,,,
11-5412-22 OP,181.41,31.26,42.22,10,HYJ,,,
11-5412-23 OP,177.9,31.85,40.56,10,HYJ,,,
11-5413-21 OP,166.7,24.04,21.62,10,HYJ,,,
11-5414-21 OP,181.91,28.13,35.32,10,HYJ,,,
11-5414-22 OP,145.07,25.77,22.79,10,HYJ,,,
11-5415-21 OP,217.06,29.81,49.9,10,HYJ,,,
11-5415-22 OP,201.64,28.22,48.5,10,HYJ,,,
11-5415-23 OP,155.07,31.34,35.14,10,HYJ,,,
11-5416-21 OP,200.92,27.63,46.72,10,HYJ,,,
11-5418-21 OP,215.62,30.55,43.77,10,HYJ,,,
11-5418-22 OP,220.66,31.46,55.3,10,HYJ,,,
11-5419-21 OP,183.27,28.2,37.64,10,HYJ,,,
11-5419-22 OP,184.06,28.65,35.91,10,HYJ,,,
11-5420-21 OP,140.22,25.03,12.25,10,HYJ,,,
11-5420-22 OP,231.43,29.8,45.57,10,HYJ,,,
11-5420-23 OP,233.97,30.31,51.21,10,HYJ,,,
11-5421-21 OP,207.18,32.03,42.53,10,HYJ,,,
11-5421-22 OP,184.51,27.62,32.72,10,HYJ,,,
11-5422-21 OP,194.08,26.43,38.21,10,HYJ,,,
11-5422-22 OP,186.73,27.2,33.78,10,HYJ,,,
11-5423-21 OP,184.38,27.26,34.09,10,HYJ,,,
11-5423-23 OP,175.21,28.67,28.7,10,HYJ,,,
11-5424-21 OP,141.41,27.82,23.75,10,HYJ,,,
11-5424-22 OP,180.44,32.18,39.93,10,HYJ,,,
11-5425-21 OP,155.41,24.62,24.37,10,HYJ,,,
11-5425-22 OP,138.75,26.59,22.05,10,HYJ,,,
11-5426-21 OP,165.14,30.1,47.11,10,HYJ,,,
11-5426-23 OP,177.61,28.7,47.11,10,HYJ,,,
11-5427-21 OP,172.16,26.43,35.41,10,HYJ,,,
11-5427-22 OP,161.53,26.79,29.15,10,HYJ,,,
11-5427-23 OP,179.52,26.16,33.54,10,HYJ,,,
11-5428-21 OP,161.56,30.91,36.99,10,HYJ,,,
11-5428-22 OP,181.14,29.08,37.84,10,HYJ,,,
11-5428-23 OP,173.89,28.38,37.3,10,HYJ,,,
11-5429-21 OP,184.02,31.67,47.07,10,HYJ,,,
11-5429-22 OP,169.3,29.85,42.58,10,HYJ,,,
11-5429-23 OP,179.27,29.57,37.4,10,HYJ,,,
11-5430-21 OP,157.65,27.39,32.3,10,HYJ,,,
11-5431-21 OP,162.91,26.3,27.65,10,HYJ,,,
11-5431-22 OP,188.92,27.33,34.35,10,HYJ,,,
11-5432-21 OP,162.65,29.04,34.8,10,HYJ,,,
11-5432-22 OP,161.23,27.51,33.84,10,HYJ,,,
11-5432-23 OP,160.67,26.16,29.02,10,HYJ,,,
11-5434-21 OP,179.7,26.59,37.16,10,HYJ,,,
11-5434-23 OP,174.27,25.78,29.22,10,HYJ,,,
11-5435-21 OP,170.62,27.01,38.27,10,HYJ,,,
11-5435-22 OP,165.3,26.83,42.35,10,HYJ,,,
11-5436-22 OP,204.2,27.68,52.11,10,HYJ,,,
11-5436-23 OP,186.14,27.72,38.81,10,HYJ,,,
11-5437-21 OP,146.48,26.98,31.08,10,HYJ,,,
11-5440-21 OP,183.26,29.34,43.28,10,HYJ,,,
11-5440-22 OP,177.8,30.22,40.46,10,HYJ,,,
11-5440-23 OP,181.27,29.47,49.28,10,HYJ,,,
11-5441-21 OP,176.12,27.32,33.65,10,HYJ,,,
11-5441-22 OP,190.81,27.32,36.19,10,HYJ,,,
11-5441-23 OP,174.82,27.04,32.27,10,HYJ,,,
11-5442-21 OP,180.34,29.68,45.31,10,HYJ,,,
11-5442-22 OP,167.83,26.6,31.53,10,HYJ,,,
11-5445-22 OP,196.23,30.51,48.81,10,HYJ,,,
11-5446-21 OP,201.06,27.07,40.53,10,HYJ,,,
11-5446-22 OP,208.87,27.4,35.17,10,HYJ,,,
11-5446-23 OP,195.98,27.67,35.28,10,HYJ,,,
11-5447-22 OP,175,28.05,41.89,10,HYJ,,,
11-5448-21 OP,178.94,28.23,30.69,10,HYJ,,,
11-5450-22 OP,180.86,27.76,36.08,10,HYJ,,,
11-5452-21 OP,106.98,23.26,10.37,14,HYJ,,,
11-5452-23 OP,108.07,19.99,9.32,14,HYJ,,,
11-5453-22 OP,161.01,26.96,18.42,14,HYJ,,,
11-5455-21 OP,153.02,29.02,21.54,14,HYJ,,,
11-5458-22 OP,141.22,24.71,15.98,14,HYJ,,,
11-5459-21 OP,85.91,23.68,7.39,14,HYJ,,,
11-5459-22 OP,91.36,29.96,12.66,14,HYJ,,,
11-5460-21 OP,121.3,25.92,12.45,14,HYJ,,,
11-5461-21 OP,126.25,28.81,15.95,14,HYJ,,,
11-5461-22 OP,86.29,24.8,9.28,12,LL,,,
11-5461-23 OP,90.8,24.78,9.62,14,HYJ,,,
11-5462-21 OP,139.63,21.94,11.28,14,LL,,,
11-5462-22 OP,92.98,21.87,6.26,14,HYJ,,,
11-5462-23 OP,118.48,22.64,9.64,14,HYJ,,,
11-5463-21 OP,96.57,22,8.25,12,LL,,,
11-5463-23 OP,64.96,13.41,1.59,12,LL,baby ear,,
11-5465-21 OP,105.89,29.29,11.45,12,LL,,,
11-5465-23 OP,102.18,25.69,13.36,14,HYJ,,,
11-5466-21 OP,87.99,26,12.48,14,HYJ,,,
11-5466-22 OP,92.48,26.45,12.06,14,HYJ,,,
11-5467-22 OP,130.54,23.99,14.77,14,HYJ,,,
11-5467-23 OP,121.73,22.88,12.33,14,HYJ,,,
11-5474-22 OP,107.04,23.68,14.84,14,HYJ,,,
11-5490-22 OP,92.95,26.1,6.14,14,HYJ,,,
11-5502-21 OP,198.2,26.75,42.36,5,HYJ,,,
11-5502-22 OP,199.38,24.73,38.13,5,HYJ,,,
11-5502-23 OP,207.03,26.3,42.71,10,HYJ,,,
11-5503-21 OP,197.7,26.41,37.13,5,HYJ,,,
11-5503-22 OP,190.28,24.38,33.29,5,HYJ,,,
11-5503-23 OP,176.07,26.15,32.41,5,HYJ,,,
11-5504-21 OP,195.64,30.75,46.42,5,HYJ,,,
11-5504-22 OP,160.64,29.03,40.45,5,HYJ,,,
11-5504-23 OP,161.54,32.02,41.57,5,HYJ,,,
11-5505-21 OP,179.99,26.02,31.46,5,HYJ,,,
11-5505-22 OP,183.36,25.2,34.71,5,HYJ,,,
11-5505-23 OP,180.3,27.25,36.56,5,HYJ,,,
11-5506-21 OP,200.24,29.79,47.61,5,HYJ,,,
11-5507-21 OP,188.76,25.9,36.72,5,HYJ,,,
11-5507-22 OP,199.55,25.98,33.25,5,HYJ,,,
11-5507-23 OP,208.6,26.2,38.1,,,,,
11-5508-21 OP,171.24,25.6,27.44,5,HYJ,,,
11-5508-22 OP,116.92,16.4,3.42,10,HYJ,,,
11-5508-23 OP,187.33,25.12,32.84,5,HYJ,,,
11-5509-21 OP,181.5,32.4,45.72,5,HYJ,,,
11-5510-21 OP,179.14,26.26,35.97,5,HYJ,,,
11-5510-22 OP,186.58,26.73,37.26,5,HYJ,,,
11-5510-23 OP,173.92,27.81,34.95,5,HYJ,,,
11-5511-21 OP,213.42,26.13,41.95,5,HYJ,,,
11-5511-22 OP,213.46,28.84,45.08,5,HYJ,,,
11-5511-23 OP,215.49,29.69,41.71,10,HYJ,,,
11-5512-21 OP,181.38,25.97,29.66,5,HYJ,,,
11-5512-22 OP,147.06,27.74,28.19,5,HYJ,,,
11-5512-23 OP,190.05,25.77,33.69,5,HYJ,,,
11-5513-21 OP,170.46,25.82,22.89,,,,,
11-5513-22 OP,177.97,27.61,27.81,5,HYJ,,,
11-5514-21 OP,184.97,27.73,40.11,5,HYJ,,,
11-5514-22 OP,194.46,27.47,39.4,5,HYJ,,,
11-5514-23 OP,197.22,32.22,44.62,17,LL,,,
11-5515-21 OP,166.64,29.42,37.6,5,HYJ,,,
11-5515-22 OP,191.44,30.51,48.48,5,HYJ,,,
11-5515-23 OP,194.75,31.35,53.63,5,HYJ,,,
11-5516-21 OP,204.56,27.03,40.45,5,HYJ,,,
11-5516-22 OP,184.78,26.16,32.19,5,HYJ,,,
11-5516-23 OP,210.36,25.35,37.47,5,HYJ,,,
11-5517-21 OP,200.9,32.23,50.86,5,HYJ,,,
11-5517-22 OP,192.02,30.95,46.09,5,HYJ,,,
11-5518-21 OP,211.44,29.65,56.53,5,HYJ,,,
11-5518-22 OP,166.54,31.35,40.91,5,HYJ,,,
11-5519-21 OP,190.43,25.53,28.01,5,HYJ,,,
11-5519-22 OP,202.16,23.94,33.69,5,HYJ,,,
11-5520-21 OP,167.92,25.54,26.86,5,HYJ,,,
11-5520-22 OP,140.92,20.04,9.2,10,HYJ,,,
11-5521-21 OP,171.61,27.09,29.69,5,HYJ,,,
11-5521-22 OP,157.97,25.55,27.72,5,HYJ,,,
11-5521-23 OP,152.69,25.52,23.42,5,HYJ,,,
11-5522-21 OP,197.28,23.91,27.01,5,HYJ,,,
11-5522-22 OP,205.47,26.29,34.04,5,HYJ,,,
11-5523-21 OP,182.18,25.39,21.47,,,,,
11-5523-22 OP,146.07,26.26,20.33,5,HYJ,,,
11-5523-23 OP,131.84,19.37,6.08,10,HYJ,,,
11-5524-21 OP,100.08,20.09,5.04,5,HYJ,,,
11-5525-21 OP,175.23,27.36,25.73,5,HYJ,,,
11-5525-22 OP,189,25.92,29.34,5,HYJ,,,
11-5525-23 OP,196.37,26.33,34.32,5,HYJ,,,
11-5526-21 OP,186.59,23.85,20.11,5,HYJ,,,
11-5527-21 OP,159.25,26.8,23.19,5,HYJ,,,
11-5528-21 OP,136.2,25.72,16.77,5,HYJ,,,
11-5530-21 OP,185.35,25.66,31.04,5,HYJ,,,
11-5530-22 OP,191.56,25.63,31.95,10,HYJ,,,
11-5530-23 OP,170.69,25.79,25.06,5,HYJ,,,
11-5531-21 OP,199.56,28.14,39.06,5,HYJ,,,
11-5531-22 OP,192.89,24.51,35.21,5,HYJ,,,
11-5531-23 OP,201.1,24.89,30.99,5,HYJ,,,
11-5533-21 OP,191.66,30.63,47.79,5,HYJ,,,
11-5533-22 OP,207.46,28.68,44.68,,,2 pieces,,
11-5533-23 OP,215.92,30.87,45.06,5,HYJ,,,
11-5534-21 OP,182.68,26.38,30.5,5,HYJ,,,
11-5535-21 OP,175.66,31.52,30.92,5,HYJ,,,
11-5535-22 OP,188.43,24.82,25.72,5,HYJ,,,
11-5535-23 OP,186.91,26.1,26.41,5,HYJ,,,
11-5536-21 OP,180.61,28.23,29.37,5,HYJ,,,
11-5536-22 OP,142.06,22.87,10.59,5,HYJ,,,
11-5537-21 OP,189.15,24.04,25.64,10,HYJ,,,
11-5537-22 OP,168.39,23.29,20.51,5,HYJ,,,
11-5537-23 OP,187.95,25.37,24.12,10,HYJ,,,
11-5538-21 OP,187.68,26.45,28.85,5,HYJ,,,
11-5538-22 OP,179.3,26.37,28.75,10,HYJ,,,
11-5538-23 OP,168.77,25.71,19.71,5,HYJ,,,
11-5539-21 OP,135.18,29.38,21.55,5,HYJ,,,
11-5540-21 OP,189.33,28.1,36.16,5,HYJ,,,
11-5540-22 OP,201.43,29.64,39.55,5,HYJ,,,
11-5540-23 OP,218.77,32.68,47.61,5,HYJ,,,
11-5542-21 OP,192.82,24.69,35.17,5,HYJ,,,
11-5543-21 OP,177.59,27.92,38.19,5,HYJ,,,
11-5543-22 OP,199.01,30.72,33.27,5,HYJ,,,
11-5544-21 OP,188.93,26.16,31.68,10,HYJ,,,
11-5544-22 OP,197.24,28.65,39.13,5,HYJ,,,
11-5544-23 OP,199.07,26.43,40.58,10,HYJ,,,
11-5545-21 OP,193.24,24.05,34.97,5,HYJ,,,
11-5545-22 OP,166.77,23.07,24.26,5,HYJ,,,
11-5545-23 OP,166.73,25.92,22.86,10,HYJ,,,
11-5546-21 OP,193.82,27.96,25.93,5,HYJ,,,
11-5546-22 OP,183.94,26.58,28.12,5,HYJ,,,
11-5546-23 OP,171.34,26.13,26.6,10,HYJ,,,
11-5547-21 OP,121.42,26.05,15.51,5,HYJ,,,
11-5547-22 OP,166.31,26.15,26.97,5,HYJ,,,
11-5547-23 OP,172.62,25.21,23.5,5,HYJ,,,
11-5548-21 OP,188.27,30.22,37.05,5,HYJ,,,
11-5548-22 OP,182.85,28.03,33.99,5,HYJ,,,
11-5548-23 OP,185.2,27.14,39.47,5,HYJ,,,
11-5549-21 OP,183.54,24.49,29.05,5,HYJ,,,
11-5549-22 OP,185.92,24.75,28.62,5,HYJ,,,
11-5549-23 OP,169.2,25.68,31.58,5,HYJ,,,
11-5550-21 OP,182.95,29.01,38.03,5,HYJ,,,
11-5550-22 OP,185.6,27.84,38.81,5,HYJ,,,
11-5550-23 OP,145.24,17.62,7.63,10,HYJ,,,
11-5551-21 OP,130.56,25.75,17.57,14,HYJ,,,
11-5551-22 OP,134.35,23.2,16.28,14,HYJ,,,
11-5552-21 OP,101.45,21.31,7.99,14,HYJ,,,
11-5552-22 OP,109.16,17.2,5.85,14,HYJ,,,
11-5553-22 OP,112.28,26.62,13.1,14,HYJ,,,
11-5553-23 OP,115.7,31.17,23.7,12,LL,,,
11-5554-21 OP,129.95,23.02,9.44,14,HYJ,,,
11-5554-22 OP,103.71,21.75,9.39,14,HYJ,,,
11-5554-23 OP,117.6,23.17,11.93,14,HYJ,,,
11-5557-21 OP,106.65,20.45,9.62,14,HYJ,,,
11-5559-21 OP,132.27,26.54,23.18,14,HYJ,,,
11-5560-23 OP,137.44,15.49,3.92,12,LL,,,
11-5562-21 OP,130.28,28.38,19.37,14,HYJ,,,
11-5562-23 OP,147.66,27.27,22.74,14,HYJ,,,
11-5563-22 OP,122.31,22.51,9.18,14,HYJ,,,
11-5563-23 OP,113.25,24.19,11.63,14,HYJ,,,
11-5565-21 OP,85.61,21.96,5.85,14,HYJ,,,
11-5569-21 OP,115.66,19.74,6.13,12,LL,,,
11-5569-22 OP,145.24,23.41,16.84,14,HYJ,,,
11-5570-21 OP,118.11,25.81,13.95,14,HYJ,,,
11-5570-22 OP,140.05,21.68,17.73,14,HYJ,,,
11-5570-23 OP,109.63,22.47,8.72,12,LL,,,
11-5579-22 OP,133.67,18.03,6.65,14,HYJ,,,
11-5580-22 OP,117,25.62,12.49,12,LL,,,
11-5585-23 OP,134.85,24.18,13.75,14,HYJ,,,
11-5590-22 OP,66.64,25.71,9.69,14,HYJ,,,
11-5590-23 OP,134.8,26.53,16.24,14,HYJ,,,
11-5621-23 OP,192.51,29.76,42.97,5,HYJ,,,
11-5622-21 OP,167.49,28.62,33.11,5,HYJ,,,
11-5622-22 OP,334.73,23.9,29.13,5,HYJ,,,
11-5622-23 OP,163.4,28.27,34.41,5,HYJ,,,
11-5623-22 OP,168.71,32.34,38.2,5,HYJ,,,
11-5623-23 OP,192.41,25.8,31.51,5,HYJ,,,
11-5635-21 OP,171.82,28.43,34.47,5,HYJ,,,
11-5635-22 OP,325.72,27.6,35.01,5,HYJ,,,
11-5635-23 OP,174.73,28.78,35.73,5,HYJ,,,
11-5636-21 OP,190.09,25.39,40,5,HYJ,,,
11-5636-22 OP,185.76,25.91,36.31,5,HYJ,,,
11-5636-23 OP,174.25,28.85,33.07,5,HYJ,,,
11-5637-21 OP,179.04,29.31,34.27,5,HYJ,,,
11-5637-22 OP,189.37,29.11,40.6,5,HYJ,,,
11-5637-23 OP,193.05,30.54,42,5,HYJ,,,
11-5638-21 OP,170.91,25.9,27,5,HYJ,,,
11-5638-22 OP,184.08,26.67,31.39,5,HYJ,,,
11-5638-23 OP,185.79,24.73,30.16,5,HYJ,,,
11-5639-21 OP,162.09,26.08,22.81,5,HYJ,,,
11-5639-22 OP,180.46,26.87,30.61,5,HYJ,,,
11-5639-23 OP,180.62,27.02,31.14,5,HYJ,,,
11-5640-21 OP,196.33,26.66,36.62,5,HYJ,,,
11-5640-22 OP,195.83,24.64,35.05,5,HYJ,,,
11-5640-23 OP,185.39,27.04,29.7,5,HYJ,,,
11-5641-21 OP,205.85,27.71,38.97,5,HYJ,,,
11-5641-22 OP,196.63,28.22,39.79,5,HYJ,,,
11-5641-23 OP,200.23,26.83,38.12,5,HYJ,,,
11-5642-21 OP,181.3,25.17,26.32,5,HYJ,,,
11-5642-22 OP,192.1,26.46,35.94,5,HYJ,,,
11-5642-23 OP,202.81,24.36,33.13,5,HYJ,,,
11-5643-21 OP,206.67,26.85,38.08,5,HYJ,,,
11-5643-22 OP,186.14,26.19,33.41,5,HYJ,,,
11-5643-23 OP,199.98,27.22,37.41,5,HYJ,,,
11-5644-22 OP,193.41,28.59,32.65,5,HYJ,,,
11-5645-21 OP,197.75,26.65,36.75,5,HYJ,,,
11-5645-22 OP,197.17,25,37.63,5,HYJ,,,
11-5645-23 OP,197.5,27.12,37.45,5,HYJ,,,
11-5646-21 OP,185.85,30.9,44.89,5,HYJ,,,
11-5646-22 OP,174.3,27.09,37.96,5,HYJ,,,
11-5646-23 OP,167.92,27.73,39.93,5,HYJ,,,
11-5647-21 OP,205.4,26.67,38.54,5,HYJ,,,
11-5647-22 OP,191.61,25.37,30.4,5,HYJ,,,
11-5647-23 OP,186.49,25.62,33.2,5,HYJ,,,
11-5648-21 OP,125.16,19.58,5.35,5,HYJ,,,
11-5648-22 OP,197.45,28.2,34.57,5,HYJ,,,
11-5651-21 OP,136.39,18.8,4.7,12,LL,,,
11-5651-22 OP,95.59,15.63,2.73,14,HYJ,,,
11-5651-23 OP,124.7,19.11,5.51,12,LL,,,
11-5652-21 OP,162.48,24.89,19.79,12,LL,,,
11-5652-22 OP,166.9,24.13,21.02,12,LL,,,
11-5652-23 OP,159.91,22.35,13.95,12,LL,,,
11-5653-21 OP,154.51,28.5,24.15,12,LL,,,
11-5653-22 OP,180.12,29.69,32.37,14,HYJ,,,
11-5653-23 OP,129.25,27.71,17.06,14,HYJ,,,
11-5654-21 OP,161.63,26.04,22.66,14,HYJ,,,
11-5654-23 OP,62.61,25.96,10.36,14,HYJ,,,
11-5655-21 OP,74.11,20.79,6.64,12,LL,,,
11-5655-22 OP,150.32,28.39,32.21,12,LL,,,
11-5655-23 OP,146.58,30.3,30.54,12,LL,,,
11-5656-21 OP,153.8,22.69,17.45,12,LL,,,
11-5656-22 OP,165.5,21.65,18.79,14,HYJ,,,
11-5656-23 OP,150.06,23.55,14.87,14,HYJ,,,
11-5657-22 OP,158.16,25.98,14.83,12,LL,,,
