Barcode,Cob_length (mm),Cob_Diameter (mm),Cob_Weight (g),Bag,I,Note,,
11-5657-23 OP,161.44,23.04,13.2,12,LL,,,
11-5660-22 OP,142.72,23.02,14.47,14,HYJ,,,
11-5670-23 OP,134.36,23.79,14.17,14,HYJ,,,
11-5689-22 OP,143.29,25.17,15.7,14,HYJ,,,
11-5689-23 OP,159.2,24.04,14.31,14,HYJ,,,
11-5692-23 OP,131.04,27.13,19.73,12,LL,,,
11-5696-21 OP,157.4,32.63,37.7,12,LL,,,
11-5698-21 OP,76.44,15.49,3.1,14,HYJ,,,
11-5698-23 OP,98.1,21.41,7.37,14,HYJ,,,
11-5699-21 OP,155.61,27.79,20.16,14,HYJ,,,
11-5700-21 OP,110.17,21.65,10.48,12,LL,,,
11-5700-22 OP,94.4,19.68,9.08,14,HYJ,,,
11-5703-21 OP,117.57,19.48,10.89,14,LL,,,
11-5703-22 OP,161.34,26.07,25.73,18,HYJ,,,
11-5704-21 OP,135.45,18.71,8.05,18,HYJ,,,
11-5704-22 OP,205.53,29.59,42.4,18,HYJ,,,
11-5704-23 OP,196.41,28.04,27.93,18,HYJ,2 pieces,,
11-5705-21 OP,202.85,26.55,33.92,18,HYJ,,,
11-5705-22 OP,207.07,25.34,31.56,18,HYJ,,,
11-5705-23 OP,191.24,24.74,30.15,18,HYJ,,,
11-5706-21 OP,175.14,27.56,28.45,18,HYJ,,,
11-5706-22 OP,185.12,28.85,32.39,18,HYJ,,,
11-5706-23 OP,197.14,27.75,32.14,18,HYJ,,,
11-5707-21 OP,219.33,28.25,41.11,18,HYJ,,,
11-5707-22 OP,200.56,27.11,33.92,18,HYJ,,,
11-5707-23 OP,209.84,28.18,43.31,18,HYJ,,,
11-5708-21 OP,192.88,27.86,33.88,18,HYJ,,,
11-5708-22 OP,168.73,27.88,26.39,18,HYJ,,,
11-5708-23 OP,146.87,18.15,7.9,18,HYJ,,,
11-5709-21 OP,214.01,30.78,40.55,18,HYJ,,,
11-5709-22 OP,177.79,30.04,33.33,18,HYJ,,,
11-5709-23 OP,160.07,28.95,31.68,18,HYJ,,,
11-5710-21 OP,210.64,25.45,30.13,18,HYJ,,,
11-5710-22 OP,226.46,25.91,32.1,18,HYJ,,,
11-5710-23 OP,211.26,26.9,38.18,18,HYJ,,,
11-5711-21 OP,206.64,30.92,42.15,18,HYJ,,,
11-5711-22 OP,204.52,28.9,40.58,18,HYJ,,,
11-5711-23 OP,203.04,30.03,41.56,18,HYJ,,,
11-5712-21 OP,207.28,30.25,42.82,18,HYJ,,,
11-5712-22 OP,196.23,30.39,40.54,18,HYJ,,,
11-5712-23 OP,203.1,28.59,41.41,18,HYJ,,,
11-5713-21 OP,178.18,26.77,34.99,18,HYJ,,,
11-5713-22 OP,128.89,20.3,6.8,18,HYJ,,,
11-5713-23 OP,175.58,27.83,33.43,18,HYJ,,,
11-5714-21 OP,182.6,25.54,29.59,18,HYJ,,,
11-5714-22 OP,175.81,26.39,31.78,18,HYJ,,,
11-5714-23 OP,183.18,24.76,28.63,18,HYJ,2 pieces,,
11-5715-21 OP,200.42,25.44,33.07,18,HYJ,,,
11-5715-22 OP,90.18,21.77,6.05,18,HYJ,,,
11-5716-21 OP,195.17,25.96,25.57,18,HYJ,,,
11-5717-21 OP,192.96,26.5,28.35,18,HYJ,,,
11-5717-22 OP,151.12,19.59,8.84,18,HYJ,,,
11-5717-23 OP,205.06,29.48,36.35,18,HYJ,,,
11-5718-21 OP,188.95,26.56,32.01,18,HYJ,,,
11-5718-22 OP,119.39,18.73,5.04,18,HYJ,,,
11-5718-23 OP,189.3,26.25,32.35,18,HYJ,,,
11-5719-21 OP,200.74,29.64,27.64,18,HYJ,,,
11-5719-22 OP,164.9,21.45,8.71,18,HYJ,,,
11-5719-23 OP,199.99,28.56,36.29,18,HYJ,2 pieces,,
11-5720-21 OP,208.15,27.75,39.44,18,HYJ,,,
11-5720-22 OP,203.03,27.26,38.47,18,HYJ,,,
11-5720-23 OP,207.3,28.03,40.62,18,HYJ,,,
11-5721-21 OP,159.34,27.16,26.5,18,HYJ,,,
11-5721-22 OP,179.48,28.42,29.62,18,HYJ,,,
11-5721-23 OP,190.06,27.17,31.22,18,HYJ,,,
11-5722-21 OP,177.97,28.49,31.22,18,HYJ,,,
11-5722-22 OP,191.01,26.77,35.12,18,HYJ,,,
11-5722-23 OP,156.67,21.54,7.62,18,HYJ,,,
11-5723-21 OP,218.24,27.92,35.55,18,HYJ,,,
11-5723-22 OP,76.96,20.19,3.55,18,HYJ,,,
11-5724-21 OP,202.71,28.94,41.26,18,HYJ,,,
11-5725-21 OP,124.09,16.14,4.49,18,HYJ,,,
11-5725-22 OP,191.76,26.63,26.88,18,HYJ,,,
11-5725-23 OP,181.17,27.36,26.81,18,HYJ,,,
11-5726-21 OP,199.7,27.55,28.35,18,HYJ,,,
11-5726-22 OP,220.65,29.96,36.35,18,HYJ,,,
11-5727-21 OP,193.49,30.34,37.82,18,HYJ,,,
11-5727-22 OP,118.19,18.66,4.78,18,HYJ,,,
11-5727-23 OP,206.52,30.15,43.06,18,HYJ,,,
11-5728-21 OP,183.49,29.32,38.38,18,HYJ,,,
11-5728-22 OP,196.57,27.91,36.63,18,HYJ,,,
11-5728-23 OP,175.28,27.8,28.81,18,HYJ,,,
11-5729-21 OP,213.3,29.61,34.13,18,HYJ,,,
11-5729-22 OP,198.62,29.62,41.03,18,HYJ,,,
11-5729-23 OP,205.79,30.78,36.56,18,HYJ,,,
11-5730-21 OP,196.33,26.98,39.33,18,HYJ,,,
11-5730-22 OP,119.75,16.22,4.79,18,HYJ,,,
11-5730-23 OP,204.75,26.63,36.65,18,HYJ,,,
11-5731-21 OP,159.09,25.16,24.83,18,HYJ,,,
11-5731-22 OP,177.24,25.14,29.46,18,HYJ,,,
11-5732-21 OP,193.38,27.81,32.49,18,HYJ,,,
11-5732-22 OP,175.71,25.21,26.61,18,HYJ,,,
11-5732-23 OP,205.85,26.12,36.29,18,HYJ,,,
11-5733-21 OP,198.92,25.63,30.41,18,HYJ,,,
11-5733-22 OP,193.77,25.51,32.54,18,HYJ,,,
11-5733-23 OP,205.02,27.04,36.25,18,HYJ,,,
11-5734-21 OP,179.22,26.66,33.46,18,HYJ,,,
11-5734-22 OP,198.58,26.04,40,18,HYJ,,,
11-5734-23 OP,185.72,25.26,29.9,18,HYJ,,,
11-5735-21 OP,160.43,23.34,18.89,18,HYJ,,,
11-5735-22 OP,176.51,26.17,31.19,18,HYJ,,,
11-5735-23 OP,166.49,26.7,24.1,18,HYJ,,,
11-5736-21 OP,179.95,26.33,32.8,18,HYJ,,,
11-5736-22 OP,176.57,24.66,27.37,18,HYJ,,,
11-5736-23 OP,191.49,25.72,33.33,18,HYJ,,,
11-5737-21 OP,182.84,23.85,24.45,18,HYJ,,,
11-5737-22 OP,213.43,26.75,39.81,18,HYJ,,,
11-5737-23 OP,207.85,27.09,39.96,18,HYJ,,,
11-5738-21 OP,198.59,28.16,39.83,18,HYJ,,,
11-5739-21 OP,198.34,28.02,35.43,18,HYJ,,,
11-5739-22 OP,193.87,25.62,33.23,18,HYJ,,,
11-5739-23 OP,185.65,27.43,36.11,18,HYJ,,,
11-5740-21 OP,178.11,28.38,34.15,18,HYJ,,,
11-5740-22 OP,187.05,26.87,35.3,18,HYJ,,,
11-5740-23 OP,173.67,27.04,25.59,18,HYJ,,,
11-5741-21 OP,222.38,29.66,48.78,18,HYJ,,,
11-5741-22 OP,207.02,29.43,47.13,18,HYJ,,,
11-5741-23 OP,207.53,30.74,50.66,18,HYJ,,,
11-5743-21 OP,124.59,25.38,15.88,18,HYJ,,,
11-5743-22 OP,194.11,28.25,38.83,18,HYJ,,,
11-5744-21 OP,181.92,26.12,33.69,18,HYJ,,,
11-5744-22 OP,189.96,25.07,29,18,HYJ,,,
11-5744-23 OP,180.57,24.31,23.96,18,HYJ,,,
11-5745-21 OP,176.32,25.69,32.51,18,HYJ,,,
11-5745-22 OP,197.75,26.33,39.42,18,HYJ,,,
11-5746-21 OP,167.09,26.44,28.64,18,HYJ,,,
11-5746-22 OP,162.37,25.67,25.56,18,HYJ,,,
11-5746-23 OP,135.29,25.05,17.19,18,HYJ,,,
11-5747-21 OP,126.71,16.38,6.15,18,HYJ,,,
11-5747-22 OP,193.94,26.57,36.16,18,HYJ,,,
11-5747-23 OP,184.84,24.08,30.38,18,HYJ,,,
11-5748-21 OP,165.18,24.98,25.94,18,HYJ,,,
11-5748-22 OP,171.91,25.63,30.8,18,HYJ,,,
11-5748-23 OP,162.1,24.83,24.52,18,HYJ,,,
11-5749-21 OP,177.55,24.46,22.84,18,HYJ,,,
11-5749-22 OP,185.86,29.44,27.95,18,LL,,,
11-5749-23 OP,199.09,26.57,32.35,18,HYJ,,,
11-5750-21 OP,186.18,27.79,38.22,18,HYJ,,,
11-5750-22 OP,169.19,29.21,33.19,18,HYJ,,,
11-5750-23 OP,119.56,17.67,5.78,18,HYJ,,,
11-5751-21 OP,145.2,28.49,26.8,18,HYJ,,,
11-5751-22 OP,135.88,25.21,21.31,18,HYJ,,,
11-5751-23 OP,136.23,24.26,19.71,18,HYJ,,,
11-5752-21 OP,91,20.22,6.43,18,HYJ,,,
11-5752-22 OP,135.38,20.56,11.93,18,HYJ,,,
11-5752-23 OP,118.56,17.52,5.51,18,LL,,,
11-5753-21 OP,137.06,16.66,4.97,18,HYJ,,,
11-5754-21 OP,114.62,24.4,14.41,18,LL,,,
11-5754-22 OP,118.8,23.04,13.28,18,HYJ,,,
11-5755-21 OP,119.53,23.26,14.22,18,HYJ,,,
11-5755-22 OP,115.54,26.13,15.18,18,HYJ,,,
11-5755-23 OP,111.26,25.28,16.68,18,HYJ,,,
11-5756-21 OP,157.66,25.09,27.45,18,HYJ,,,
11-5758-21 OP,139.08,25.55,17.81,18,HYJ,,,
11-5758-22 OP,140.04,24.67,16.69,18,HYJ,,,
11-5758-23 OP,153.48,25.52,22.08,18,HYJ,,,
11-5759-21 OP,152.67,23.41,22.2,18,HYJ,,,
11-5759-22 OP,122.78,25.8,16.84,18,HYJ,,,
11-5759-23 OP,120,22.39,15.89,18,HYJ,,,
11-5760-21 OP,166.15,28.25,27.46,18,HYJ,,,
11-5760-22 OP,146.64,26.53,27.66,18,HYJ,,,
11-5760-23 OP,149.42,31.1,29.17,18,HYJ,,,
11-5761-21 OP,167.89,27.08,24.83,18,LL,,,
11-5761-22 OP,161.99,28.01,25.67,18,LL,,,
11-5761-23 OP,192.51,30.43,31.23,18,LL,,,
11-5762-21 OP,169.83,24.87,21.38,18,LL,,,
11-5762-22 OP,179.5,25.32,23.76,18,LL,,,
11-5762-23 OP,176.7,24.28,23.16,18,LL,,,
11-5763-21 OP,171.35,27.45,24.46,18,LL,,,
11-5763-22 OP,184.62,23.43,23.91,18,LL,,,
11-5763-23 OP,143.63,24.34,20.42,18,LL,,,
11-5764-21 OP,71.04,12.27,1.01,18,LL,baby ear,,
11-5764-22 OP,40.1,13.71,0.93,18,HYJ,baby ear,,
11-5765-21 OP,149.65,27.44,22.59,18,LL,,,
11-5765-22 OP,147.73,25.1,18.85,18,LL,,,
11-5765-23 OP,141.66,28.65,22.55,18,LL,,,
11-5766-21 OP,168.89,24.13,19.52,18,LL,,,
11-5766-22 OP,147.5,25.21,18.2,18,LL,,,
11-5766-23 OP,155.38,23.8,14.92,18,LL,,,
11-5767-21 OP,178.99,23.39,24.4,18,LL,,,
11-5767-22 OP,195.5,25.22,25.92,18,LL,,,
11-5767-23 OP,177.99,25.08,23.23,18,LL,,,
11-5768-21 OP,201.48,24.05,28.73,18,LL,,,
11-5769-21 OP,174.35,25.29,23.25,18,LL,,,
11-5771-21 OP,178.86,24.15,25.38,18,LL,,,
11-5771-22 OP,145.1,19.78,15.11,18,LL,,,
11-5771-23 OP,170.84,24.21,24.14,18,LL,,,
11-5772-21 OP,109.8,26.04,12.95,18,LL,,,
11-5772-22 OP,145.48,27.04,20.31,18,LL,,,
11-5772-23 OP,148.15,26.06,18.58,18,LL,,,
11-5773-21 OP,150.44,28.7,24.89,18,LL,,,
11-5773-22 OP,130.68,27.99,19.27,18,LL,,,
11-5773-23 OP,146.78,27.57,22.15,18,LL,,,
11-5774-21 OP,126.41,30.3,25.26,18,LL,,,
11-5774-22 OP,149.62,24.66,21.37,18,HYJ,,,
11-5774-23 OP,115.74,26.94,17.91,18,LL,,,
11-5775-21 OP,121.11,25.89,12.32,18,HYJ,,,
11-5775-22 OP,151.1,28.31,19.2,18,HYJ,,,
11-5775-23 OP,142.86,29.24,22.04,18,HYJ,,,
11-5776-21 OP,113.45,24.78,11.32,18,HYJ,,,
11-5776-22 OP,135.15,22.83,11.78,18,HYJ,,,
11-5776-23 OP,126.79,23.33,11.2,18,HYJ,,,
11-5777-21 OP,147.86,22.44,17.34,18,HYJ,,,
11-5777-22 OP,63.36,15.98,3.58,18,LL,,,
11-5778-21 OP,134.32,27.34,20.16,18,HYJ,,,
11-5778-22 OP,150.64,28.22,21.08,18,HYJ,,,
11-5778-23 OP,84.97,19.25,4.87,18,LL,,,
11-5779-21 OP,131.69,25.55,17.86,18,HYJ,,,
11-5779-22 OP,128.59,24.46,18.14,18,HYJ,,,
11-5779-23 OP,128.96,23.04,16.09,18,HYJ,,,
11-5780-21 OP,101.69,21.04,8.13,18,HYJ,,,
11-5780-22 OP,145.02,24.53,15.97,18,HYJ,,,
11-5781-21 OP,186.13,25.51,23.13,18,HYJ,,,
11-5781-22 OP,164.38,24.4,15.04,18,HYJ,,,
11-5781-23 OP,190.67,26.42,29.65,18,HYJ,,,
11-5782-21 OP,197.4,26.7,19.9,18,HYJ,2 pieces,,
11-5782-22 OP,111.38,26.42,18.13,18,HYJ,,,
11-5783-21 OP,121.68,17.69,3.52,18,HYJ,,,
11-5783-22 OP,82.18,14.99,2.21,18,HYJ,,,
11-5783-23 OP,47.97,19.83,1.48,18,HYJ,baby ear,,
11-5784-21 OP,172.1,25.05,20.49,18,HYJ,,,
11-5784-22 OP,146.55,25.5,17.83,18,HYJ,,,
11-5784-23 OP,111.08,24.15,12.43,18,HYJ,,,
11-5785-21 OP,125.55,23.59,14.85,18,HYJ,,,
11-5785-22 OP,116.24,23.3,11.32,19,LL,,,
11-5785-23 OP,112.98,26.1,12.26,19,LL,,,
11-5786-21 OP,107.56,15.34,3.21,19,HYJ,,,
11-5787-21 OP,179.39,23.71,23.02,19,HYJ,,,
11-5787-22 OP,110.26,15.93,3.99,19,HYJ,,,
11-5787-23 OP,121.58,19,10.8,19,HYJ,,,
11-5788-21 OP,142.09,27.68,19.41,19,HYJ,,,
11-5788-22 OP,113.58,23.6,13.46,19,LL,,,
11-5788-23 OP,111.73,23.55,17.52,19,HYJ,,,
11-5789-21 OP,135.6,18.72,7.87,19,HYJ,,,
11-5789-22 OP,157.12,26.4,22.21,19,LL,,,
11-5789-23 OP,160.73,25.48,17.82,19,LL,,,
11-5790-21 OP,162.25,31.79,24.4,19,LL,,,
11-5790-22 OP,205.61,27.81,30.99,19,HYJ,,,
11-5790-23 OP,178.68,30.86,30.48,19,LL,,,
11-5791-21 OP,165.16,23.82,16.82,19,LL,,,
11-5791-22 OP,150.92,23.52,17.02,19,LL,,,
11-5791-23 OP,212.81,24.43,22.56,19,LL,,,
11-5793-21 OP,166.31,29.2,25.82,19,HYJ,,,
11-5793-22 OP,141.43,25.38,17.67,19,LL,,,
11-5793-23 OP,111.28,19.97,7.98,19,LL,,,
11-5794-21 OP,162.71,24.4,17.95,19,LL,,,
11-5794-22 OP,168.2,25.78,20.57,19,LL,,,
11-5794-23 OP,186.35,22.04,21.68,19,LL,,,
11-5795-21 OP,152.34,24.48,11.59,19,LL,,,
11-5795-22 OP,179.39,27.33,27.56,19,LL,,,
11-5795-23 OP,155.12,25.9,17.7,19,LL,,,
11-5796-21 OP,162.9,22.58,15.16,19,LL,,,
11-5796-22 OP,134.81,21.43,8.03,19,LL,,,
11-5796-23 OP,149.23,22.48,11.06,19,LL,,,
11-5797-21 OP,135.42,22.14,11.03,19,HYJ,,,
11-5797-22 OP,127.45,25.21,7.97,19,HYJ,,,
11-5797-23 OP,105.32,21.43,9.19,19,LL,curve,,
11-5798-21 OP,122.32,21.53,13,19,HYJ,,,
11-5798-22 OP,126.24,21.16,14.4,19,HYJ,,,
11-5798-23 OP,108.92,20.5,10.59,19,HYJ,,,
11-5799-21 OP,152.63,24.58,19.91,19,HYJ,,,
11-5799-22 OP,140.39,26.18,18.48,19,HYJ,,,
11-5799-23 OP,158.5,25.86,18.35,19,HYJ,,,
11-5800-21 OP,155.83,23.68,23.68,19,HYJ,,,
11-5800-22 OP,200.96,29.46,30.75,19,HYJ,,,
11-5800-23 OP,189.38,29.99,31.78,19,HYJ,,,
11-5801-21 OP,215.62,26.18,31.59,19,LL,,,
11-5801-22 OP,184.2,22.24,22.69,19,LL,,,
11-5801-23 OP,145.94,16.75,6.01,19,LL,,,
11-5802-21 OP,163.22,27.49,32.92,19,LL,,,
11-5802-22 OP,138.97,19.15,5.84,19,LL,,,
11-5802-23 OP,193.48,25.59,35.68,19,LL,,,
11-5803-21 OP,186.44,23.84,18.51,19,LL,,,
11-5803-22 OP,179.5,23.51,18.12,19,LL,,,
11-5803-23 OP,152,16.16,5.66,19,LL,,,
11-5804-21 OP,179.04,25.71,24.72,19,LL,,,
11-5804-22 OP,74.74,23.91,7.06,19,LL,,,
11-5804-23 OP,193.18,26.86,31.15,19,LL,,,
11-5805-21 OP,187.92,27.1,32.58,19,LL,,,
11-5805-23 OP,163.82,26.62,30.02,19,LL,,,
11-5806-21 OP,175.99,25.17,25.87,19,LL,,,
11-5806-22 OP,183.82,25.66,28.17,19,LL,,,
11-5806-23 OP,157.12,23.71,19.07,19,LL,,,
11-5807-21 OP,174.86,23.09,20.64,19,LL,,,
11-5807-22 OP,168.46,24.15,21.37,19,LL,,,
11-5807-23 OP,173.86,23.79,30.23,19,LL,,,
11-5808-21 OP,195.07,24.77,33.71,19,LL,,,
11-5808-22 OP,182.66,24.58,33.95,19,LL,,,
11-5808-23 OP,191.7,25.2,35.48,19,LL,,,
11-5809-21 OP,180.5,25.84,24.76,19,LL,,,
11-5809-22 OP,180.68,25.05,22.79,19,LL,,,
11-5809-23 OP,165.75,24.32,20.11,19,LL,,,
11-5810-21 OP,198.45,24.9,24.62,19,LL,,,
11-5810-22 OP,216.24,24.61,29.66,19,LL,,,
11-5810-23 OP,181.2,23.93,22.26,19,LL,,,
11-5811-21 OP,198.13,24.74,28.95,19,LL,,,
11-5811-22 OP,194.47,25.33,28.28,19,LL,,,
11-5811-23 OP,179.48,21.84,20.7,19,LL,,,
11-5812-21 OP,195.13,24.2,26.86,19,LL,,,
11-5812-22 OP,222.91,26.23,31.72,19,LL,,,
11-5812-23 OP,218.97,26.03,32.65,19,LL,,,
11-5813-21 OP,190.89,26.87,28.06,19,LL,,,
11-5813-23 OP,140.96,16.99,3.72,19,LL,,,
11-5814-21 OP,178.06,26.58,29.53,19,LL,,,
11-5814-22 OP,137.68,19.95,7.73,19,LL,,,
11-5814-23 OP,187.82,26.72,34.12,19,LL,,,
11-5815-21 OP,126.75,19.11,4.92,19,LL,,,
11-5815-22 OP,180.44,29.02,34.89,19,LL,,,
11-5815-23 OP,178.69,25.41,29.64,19,LL,,,
11-5816-21 OP,176.36,24.19,22.26,19,LL,,,
11-5816-22 OP,180.65,24.42,24.1,19,LL,,,
11-5816-23 OP,180.2,23.79,22.11,19,LL,,,
11-5818-21 OP,217.84,27.63,37.32,19,LL,,,
11-5818-22 OP,193.58,25.55,28.25,19,LL,,,
11-5818-23 OP,209.32,25.47,32.38,19,LL,,,
11-5819-21 OP,184.39,28.45,34.75,19,LL,,,
11-5819-22 OP,194,26.85,38.82,19,LL,,,
11-5819-23 OP,191.47,28.33,40.81,19,LL,,,
11-5820-21 OP,135.32,19.71,7.74,19,LL,baby ear,,
11-5820-22 OP,181.82,25.61,29.49,19,LL,,,
11-5821-21 OP,188.21,28.47,37.39,19,LL,,,
11-5821-22 OP,172.82,27.55,31.22,19,LL,,,
11-5821-23 OP,172.85,27.87,31.38,19,LL,,,
11-5822-21 OP,176.31,22.77,22.02,19,LL,,,
11-5822-22 OP,174.01,23.9,24.77,19,LL,,,
11-5822-23 OP,174.98,24.9,25.75,19,LL,,,
11-5823-21 OP,178.52,26.38,28,19,LL,,,
11-5823-22 OP,184.4,25.05,31.91,19,LL,,,
11-5823-23 OP,148.37,24.54,20.82,19,LL,,,
11-5824-21 OP,222.45,25.66,40.76,19,LL,,,
11-5824-22 OP,180.78,24.76,28.64,19,LL,,,
11-5824-23 OP,186.64,24.54,27.47,19,LL,,,
11-5825-21 OP,186.24,25.68,27.58,19,LL,,,
11-5825-22 OP,182.83,25,25.99,19,LL,,,
11-5825-23 OP,172.34,25.56,27.97,19,LL,,,
11-5826-21 OP,164.26,28.5,33.48,19,LL,,,
11-5826-22 OP,167.47,29.16,37.04,19,LL,,,
11-5826-23 OP,165.06,28.44,38.21,19,LL,,,
11-5827-21 OP,198.85,29.14,31.36,19,LL,,,
11-5827-22 OP,120.19,18.41,6.35,19,LL,baby ear,,
11-5827-23 OP,200.86,26.21,32.81,19,LL,,,
11-5828-21 OP,204.28,23.73,30.81,19,LL,,,
11-5828-22 OP,187.31,23.97,28.75,19,LL,,,
11-5828-23 OP,188.42,25.62,30.89,19,LL,,,
11-5829-21 OP,176.81,26.59,27.03,19,LL,,,
11-5829-22 OP,206.3,26.35,33.1,19,LL,,,
11-5829-23 OP,172.97,25.6,23.79,19,LL,,,
11-5830-21 OP,166.57,26.54,27.69,19,LL,,,
11-5830-22 OP,198.46,27.12,35.93,19,LL,,,
11-5830-23 OP,180.16,27.76,31.45,19,LL,,,
11-5831-21 OP,185.78,26.35,34.37,19,LL,,,
11-5831-22 OP,187.83,26.23,32.81,19,LL,,,
11-5831-23 OP,218.46,26.27,40.73,19,LL,,,
11-5832-21 OP,181.44,24.04,36.6,19,LL,,,
11-5832-22 OP,118.38,17.24,6.08,19,LL,baby ear,,
11-5832-23 OP,191.03,25.79,38.57,19,LL,,,
11-5833-21 OP,207.03,24.54,30.7,19,LL,2 pieces,,
11-5833-22 OP,213.15,24.31,34.58,19,LL,,,
11-5833-23 OP,195.08,26.96,40.79,19,LL,,,
11-5834-21 OP,161.48,26.38,28.76,19,LL,,,
11-5835-21 OP,174.54,25.57,33.46,19,LL,,,
11-5835-22 OP,192.64,24.38,36.49,19,LL,,,
11-5835-23 OP,160.31,24.53,27.52,19,LL,,,
11-5836-21 OP,202.4,24.87,28.22,19,LL,,,
11-5836-22 OP,149.68,24.14,24.71,19,LL,,,
11-5836-23 OP,121.86,20.44,11.78,19,LL,,,
11-5837-21 OP,197.55,24.53,32.36,19,LL,,,
11-5837-22 OP,197.87,23.02,29.4,19,LL,,,
11-5837-23 OP,174.54,24.57,24.58,19,LL,,,
11-5838-21 OP,209.05,28.41,37.84,19,LL,,,
11-5838-22 OP,220.37,26.64,35.42,19,LL,,,
11-5838-23 OP,203.48,26.77,30.66,19,LL,,,
11-5839-21 OP,177.38,24.98,27.91,19,LL,,,
11-5839-22 OP,197.01,27.05,36.86,19,LL,,,
11-5839-23 OP,199.63,24.16,25.77,19,LL,,,
11-5840-21 OP,210.3,23.14,29.29,19,LL,2 pieces,,
11-5840-22 OP,202.99,23.95,24.87,19,LL,,,
11-5840-23 OP,196.38,26.78,30.93,19,LL,,,
11-5841-21 OP,185.49,24.72,25.98,19,LL,,,
11-5841-22 OP,189.52,25.91,25.58,19,LL,,,
11-5841-23 OP,186.93,24.72,24.11,19,LL,,,
11-5842-21 OP,142.02,28.01,19.87,19,LL,,,
11-5842-22 OP,129.94,17.91,5.81,19,LL,baby ear,,
11-5842-23 OP,157.44,28.36,29.61,19,LL,,,
11-5844-21 OP,199.05,26.64,38.37,19,LL,,,
11-5844-22 OP,200.51,26.97,36.94,19,LL,,,
11-5844-23 OP,202.77,27.24,36.42,19,LL,,,
11-5845-21 OP,161.16,26.45,29.12,19,LL,,,
11-5845-22 OP,192.89,25.53,36.44,19,LL,,,
11-5845-23 OP,175.53,23.4,22.19,19,LL,,,
11-5846-21 OP,178.47,23.21,21.76,19,LL,,,
11-5846-22 OP,129.55,15.51,3.1,19,LL,baby ear,,
11-5846-23 OP,203.3,22.94,30.8,19,LL,,,
11-5847-21 OP,182.42,24.82,28.28,19,LL,,,
11-5847-22 OP,164.19,24.14,22.83,19,LL,,,
11-5847-23 OP,156.15,25.34,23.6,19,LL,,,
11-5848-21 OP,193.29,25.46,32.45,19,LL,,,
11-5848-22 OP,182.33,24.57,25.21,19,LL,,,
11-5848-23 OP,188.59,23.82,27.43,19,LL,,,
11-5849-21 OP,172.97,25.45,27.1,19,LL,,,
11-5849-22 OP,173.82,24.98,29.2,19,LL,,,
11-5849-23 OP,172.71,23.82,29.76,19,LL,,,
11-5850-21 OP,153.85,24.83,23.19,19,LL,,,
11-5850-22 OP,168.2,25.74,25.74,19,LL,,,
11-5850-23 OP,145.64,24.92,18.36,19,LL,,,
11-5851-21 OP,131.61,24.8,19.13,18,HYJ,,,
11-5851-22 OP,120.48,23.72,14.86,18,HYJ,,,
11-5851-23 OP,113.62,25.15,15.29,18,HYJ,,,
11-5852-21 OP,152.85,25,23.48,18,LL,,,
11-5852-22 OP,120.58,22.87,9.75,18,LL,,,
11-5852-23 OP,127.62,24.09,13.21,18,LL,,,
11-5853-21 OP,113.38,17.25,6.46,18,LL,,,
11-5853-22 OP,132,20.81,13.15,18,LL,,,
11-5854-21 OP,192.97,25.03,23.76,18,LL,,,
11-5854-22 OP,157.98,21.52,15.14,18,HYJ,,,
11-5854-23 OP,183.48,23.66,20.16,18,LL,,,
11-5855-21 OP,152.84,20.26,15.75,18,HYJ,,,
11-5855-22 OP,175.66,21.07,17.04,18,HYJ,,,
11-5855-23 OP,137.07,21.54,13.81,18,HYJ,,,
11-5856-21 OP,162.5,24.41,26.09,18,HYJ,,,
11-5856-22 OP,134.41,24.53,20.64,18,HYJ,,,
11-5856-23 OP,107.01,21.68,12.56,18,LL,,,
11-5857-21 OP,168.31,28.23,30.27,18,LL,,,
11-5857-22 OP,183.5,26.8,25.81,18,LL,,,
11-5857-23 OP,175.72,25.75,21.9,18,LL,,,
11-5858-21 OP,132.63,25.3,19.4,18,HYJ,,,
11-5858-22 OP,156.87,25.09,19.86,18,HYJ,,,
11-5858-23 OP,138.07,26.27,20.99,18,HYJ,,,
11-5859-21 OP,87.06,22.6,5.81,18,LL,baby ear,,
11-5859-22 OP,91.29,19.98,3.38,18,LL,baby ear,,
11-5860-21 OP,173.2,20.92,14.99,18,HYJ,,,
11-5860-23 OP,192.85,23.95,25,18,HYJ,2 pieces,,
11-5861-21 OP,125.48,23.72,11.4,18,HYJ,,,
11-5861-22 OP,177.11,25.5,21.5,18,LL,,,
11-5861-23 OP,156.21,25.73,18.91,18,LL,,,
11-5862-21 OP,167.04,22.52,18.91,18,LL,,,
11-5862-22 OP,167.57,23.32,22.16,18,HYJ,,,
11-5863-21 OP,146.04,24.01,10.8,18,LL,,,
11-5863-22 OP,171.52,22.71,16.79,18,LL,,,
11-5863-23 OP,133.17,20.65,10.19,18,LL,,,
11-5864-21 OP,118.67,20.53,7.98,18,LL,,,
11-5864-22 OP,77.34,20.08,6.34,18,LL,,,
11-5864-23 OP,99.2,17.34,5.91,18,LL,baby ear,,
11-5865-21 OP,196.56,26.95,31.38,18,LL,,,
11-5865-22 OP,166.41,26.22,27.25,18,HYJ,,,
11-5865-23 OP,182.82,27.35,32.2,18,HYJ,,,
11-5866-21 OP,143.75,22.16,19.69,18,LL,,,
11-5866-22 OP,145.55,23.14,19.49,18,LL,,,
